lr,lc,rc,ld,rd,lnnz,rnnz
83238,8971,24383,0.00082487,0.27,615968,59061003
69925,45757,25144,0.00952101,0.0005,30463488,575279
63478,3078,32998,0.00056263,0.23,109953,23365732
139568,66071,6510,0.00078778,0.05,7264447,21508789
120046,20209,15291,0.00491597,0.0005,11926590,154515
34840,8433,25300,2.09E-05,0.3,6135,64015735
15872,5266,16465,0.00078778,0.2,65856,17343368
40244,26014,41080,0.00082185,0.005,860421,5343465
83855,38643,920,0.01084252,0.03,35135148,1067702
20103,54396,32969,0.00082185,0.03,898753,53802161
64555,90031,187,2.48E-05,0.13,144314,2200026
90188,23458,5453,8.43E-05,0.25,178328,31982207
81450,56935,6639,0.00082185,0.01,3811276,3780217
15043,64156,13828,4.34E-06,0.005,4188,4435922
49274,16738,36130,0.02533638,0.01,20896544,6047573
61892,13857,26601,0.00370564,0.0005,3178208,184313
33014,15348,25134,8.43E-05,0.1,42710,38576084
52746,85655,17607,0.00296184,0.001,13381693,1508188
95992,13413,18845,0.00047003,0.17,605217,42973321
17262,6465,15349,0.00041097,0.05,45867,4962006
542,12750,47424,0.00013363,0.03,923,18140712
111041,15879,3573,0.00082185,0.3,1449181,17025037
47206,29823,34400,0.00015297,0.01,215365,10259594
34327,44692,198,0.00018467,0.25,283315,2218303
120304,40305,3610,0.00047003,0.0005,2279133,72766
89902,92636,2859,0.00078778,0.13,6560829,34430489
46684,428,14490,8.43E-05,0.25,1686,1552222
62996,24314,13471,0.02533638,0.15,38807881,49130715
40325,20403,19662,2.09E-05,0.15,17179,60176007
38498,43479,10082,0.00370564,0.05,6202952,21919171
49908,24468,27270,0.01084252,0.001,13240974,667266
134295,12148,6254,0.00370564,0.07,6045750,5318758
39783,29724,16353,0.00952101,0.13,11259121,63195337
132843,56877,4933,0.00082282,0.005,6217070,1403102
147321,7963,12329,0.00952101,0.3,11170382,29457086
28693,42503,18991,0.00082282,0.0005,1003493,403609
132031,15339,4518,0.01084252,0.13,21959462,9010134
45250,68083,2797,2.48E-05,0.0005,76496,95241
18379,13796,3846,0.00082282,0.07,208649,3715182
22814,18351,4391,0.00163948,0.01,686422,805882
92956,66994,5871,1.65E-05,0.005,102817,1966844
134616,5988,395,0.01084252,0.27,8740851,639385
53988,51573,12498,0.00013363,0.07,372072,45120846
140601,39082,2839,0.00041097,0.3,2258310,33288403
65206,78652,2074,2.09E-05,0.2,107086,32639193
74520,11471,21752,2.09E-05,0.25,17849,62382216
61817,9495,12212,0.00296184,0.3,1738596,34789763
45516,42347,7081,0.02533638,0.01,48835273,2998953
45592,8182,27218,0.00082185,0.03,306610,6681648
1002,1738,21978,0.00108175,0.001,1885,38210
12987,7224,3977,0.00034241,0.05,32126,1436675
32504,73271,2959,0.01084252,0.07,25823064,15178397
113537,26918,6721,0.00019487,0.2,595572,36187224
52968,89955,361,0.00108175,0.2,5154379,6496183
71809,78776,14658,0.00952101,0.001,53859243,1154735
51439,56635,19514,0.00015297,0.0005,445645,552620
38338,14280,20490,0.00015297,0.07,83751,20483948
78697,56169,4957,0.00082282,0.1,3637201,27844802
103450,19273,6242,0.00108175,0.27,2156852,32482641
25895,33173,3463,0.00031941,0.0005,274390,57451
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
