lr,lc,rc,ld,rd,lnnz,rnnz,sp_smdm_todense,sp_smdm_multiply,sp_smdm,bz_smsm
131504,30331,4908,0.00163948,0.07,6539435,10420844,1471,109072,110543,94308
33801,3597,39203,0.00082487,0.005,100315,705251,1135,16161,17296,1248
92089,13519,9435,0.00019487,0.27,242616,34441511,1439,17204,18643,53119
98424,59478,6192,0.00013363,0.01,782296,3682991,2538,17822,20360,4141
26611,68271,16265,0.00082185,0.005,1493119,5552533,6215,46354,52569,10815
91791,10508,16808,2.48E-05,0.2,23951,35328450,1837,27025,28862,6621
86983,1909,8848,0.00491597,0.13,816611,2196768,67,17111,17178,49049
145099,97659,824,0.00047003,0.23,6660478,18530261,862,20521,21383,33715
83855,38643,920,0.01084252,0.03,35135148,1067702,149,67807,67956,15909
95846,42809,5257,0.00163948,0.17,6726976,38260469,10092,83109,93201,114105
64571,43412,10899,0.00082282,0.07,2306571,33121768,8651,55448,64099,99656
51066,53986,8453,0.00019487,0.005,537230,2281808,2610,15996,18606,1692
96799,15651,12795,0.00013363,0.03,202457,6007928,2064,17778,19842,7251
26480,34946,4680,0.00163948,0.17,1517152,27806926,1531,9909,11440,17715
87149,68635,20425,0.00018467,0.005,1104616,7009578,7800,64842,72642,11016
51519,35054,10856,4.64E-06,0.01,8379,3805764,2533,9067,11600,123
21864,39966,4404,1.65E-05,0.0005,14427,88009,1208,2080,3288,14
148005,37372,12843,0.00082185,0.005,4545945,2399929,3227,207026,210253,24713
57286,20033,15377,4.64E-06,0.001,5325,308053,1873,9063,10936,23
51265,6058,36885,0.01084252,0.27,3367862,60341265,1869,199780,201649,392395
44389,9806,10105,0.00013363,0.1,58169,9910390,960,8880,9840,4324
132693,16365,15498,8.43E-05,0.13,183046,32974762,7455,29424,36879,33698
125786,17872,382,8.43E-05,0.2,189494,1367867,41,495,536,1033
143065,48033,1782,0.00108175,0.03,7433769,2568394,195,51599,51794,25056
10196,74267,2633,0.00491597,0.23,3722617,44979958,2027,13846,15873,17689
80582,14431,384,0.00860544,0.13,10007283,721665,36,6837,6873,6622
80021,15835,22821,0.00296184,0.15,3753302,54210143,13185,175063,188248,319068
146719,98366,3884,0.00041097,0.001,5931197,382096,2500,85737,88237,1615
90925,2460,15215,0.01084252,0.15,2426013,5616224,126,71637,71763,149723
112329,12906,12693,0.00018467,0.1,267737,16383445,1507,22812,24319,25626
52367,10176,33949,0.00015297,0.13,81521,44914624,10027,36918,46945,34004
81900,86437,11023,0.00182521,0.03,12921133,28585405,12426,296844,309270,146689
39224,30134,27653,0.00078778,0.07,931161,58334069,14564,65254,79818,123532
44995,103,1103,0.00952101,0.15,44508,17191,11,344,355,281
90188,23458,5453,8.43E-05,0.25,178328,31982207,1337,17241,18578,16395
60896,81447,25637,0.00031941,0.001,1584216,2088138,9894,90644,100538,3033
112194,22234,17069,1.65E-05,0.17,41184,64518913,2720,43265,45985,25104
56596,41126,5160,0.02533638,0.15,58973420,31835352,1483,436001,437484,325401
9634,44411,5582,0.02533638,0.2,10841084,49585352,13562,79694,93256,83859
16538,18705,22326,2.48E-05,0.001,7681,417636,2293,5894,8187,31
114673,21428,8165,0.00041097,0.13,1009869,22747506,1645,30441,32086,74793
48759,14393,31758,0.00163948,0.15,1150596,68565823,3148,88277,91425,231026
135968,15954,4402,0.00031941,0.01,692913,702345,351,11201,11552,2085
4476,84053,13147,0.00034241,0.03,128825,33153614,11508,14475,25983,3860
17203,9276,46574,1.65E-05,0.15,2634,64806756,14570,6463,21033,2105
42817,507,7814,0.00491597,0.01,106721,39622,18,4020,4038,320
85897,29183,22006,0.00370564,0.03,9289125,19266782,7980,441843,449823,236777
31818,57560,26117,0.00860544,0.0005,15760932,751672,9189,624933,634122,14099
32186,30212,1945,0.00047003,0.005,457076,293844,103,2339,2442,316
125424,46060,5453,0.00108175,0.17,6249442,42699378,1818,121171,122989,151555
40911,16610,6535,0.00018467,0.2,125491,21710083,1196,14517,15713,15777
102040,18882,14345,2.48E-05,0.005,47842,1354418,1787,16927,18714,237
81811,11671,10441,4.34E-06,0.3,4143,36558341,1337,17916,19253,1105
17684,93519,8665,4.64E-06,0.0005,7673,405204,4070,4632,8702,23
60937,24655,4930,0.00952101,0.2,14304703,24311593,1161,125956,127117,131925
18069,8672,28904,0.00013363,0.2,20941,50133544,1946,27895,29841,19787
62996,24314,13471,0.02533638,0.15,38807881,49130715,2343,815480,817823,642539
146350,93024,4117,0.00034241,0.01,4661616,3830294,3582,72111,75693,16947
79810,14962,7321,2.09E-05,0.13,24934,14240738,381,9006,9387,1885
62222,59948,419,0.00952101,0.03,35514661,754069,69,24161,24230,5816
148850,18600,479,0.00952101,0.25,26360410,2230061,50,41195,41245,35461
101590,33746,5906,0.00491597,0.23,16853781,45848461,2056,283133,285189,279761
53880,85303,4081,0.00041097,0.13,1888903,45260545,10659,14515,25174,38893
64454,27654,3360,4.34E-06,0.27,7735,25089378,946,11395,12341,718
51631,1681,15292,0.00082487,0.3,71597,7712439,171,9754,9925,19776
41243,11274,98,4.34E-06,0.2,2018,221312,22,85,107,17
45541,6018,595,0.00078778,0.15,215925,537848,31,368,399,1061
108432,11645,6793,0.00019487,0.25,246075,19777879,328,12309,12637,33315
64937,13955,3132,0.00296184,0.25,2684082,10928940,163,16047,16210,36024
58711,11652,140,0.00078778,0.13,538947,213355,24,220,244,567
2274,4828,40301,0.00108175,0.005,11882,973047,1382,2429,3811,137
36686,51323,14010,0.00015297,0.07,288023,50332695,12272,36212,48484,20788
60673,87576,5157,2.48E-05,0.15,131936,67747566,14991,7334,22325,23982
10989,50321,38931,0.00370564,0.0005,2049349,979550,9295,115313,124608,2228
4803,52527,6823,0.00860544,0.07,2171101,25088807,6763,20340,27103,10982
37160,28980,8874,0.02533638,0.2,27285153,51434252,2087,382811,384898,327542
75980,42917,24266,0.00182521,0.0005,5951782,520723,5532,251011,256543,3819
105813,15184,10989,0.00041097,0.23,660294,38380328,1589,34556,36145,110589
10590,1320,6199,0.00160539,0.005,22445,40923,24,547,571,56
943,4905,31098,0.01084252,0.3,50200,45762087,1735,3589,5324,5465
58304,19375,8817,0.00296184,0.13,3345875,22208787,1677,58364,60041,93285
42759,12801,2761,0.02533638,0.13,13869434,4595043,157,55005,55162,43631
26670,9369,20507,0.00013363,0.3,33394,57646768,2342,26114,28456,12992
148749,46807,14046,0.00019487,0.03,1356788,19723789,6764,62407,69171,53199
72187,58271,12865,2.48E-05,0.0005,104446,374845,3796,19492,23288,65
149468,38376,1576,0.00034241,0.2,1964084,12098256,559,12046,12605,30823
104136,82397,5277,0.00082185,0.15,7051935,65230979,18180,96104,114284,128272
34570,77428,18043,0.01084252,0.05,29022333,69853653,23772,788254,812026,233242
38440,89275,1834,2.48E-05,0.23,85210,37665012,1761,2350,4111,3024
59625,34762,25100,0.00082185,0.001,1703472,872551,4624,75039,79663,3065
59351,5797,6996,0.00491597,0.27,1691498,10951569,236,20385,20621,62814
106674,68393,16165,0.00018467,0.05,1347321,55281394,15184,77729,92913,108671
90807,5200,23022,0.00015297,0.2,72238,23945680,1112,23087,24199,26584
102554,24985,1621,0.00491597,0.01,12596478,405131,98,53127,53225,11634
78486,42670,10484,0.01084252,0.15,36312038,67108209,3249,652939,656188,548695
63416,41986,25103,0.00952101,0.0005,25351182,527001,8902,1037187,1046089,20818
38070,53475,2677,0.00013363,0.23,272050,32935267,1588,3394,4982,8954
19339,4842,2565,0.00034241,0.03,32070,372676,52,487,539,166
131772,329,5496,0.00018467,0.25,8026,453254,29,4935,4964,629
70321,18077,18955,0.00056263,0.001,715233,342663,2061,30821,32882,709
18257,1665,21943,0.00160539,0.13,48824,4751757,120,5324,5444,10099
12130,58622,3977,0.00182521,0.27,1297932,62955991,1758,8287,10045,13624
60896,46185,19560,0.00019487,0.0005,548075,451702,4513,33503,38016,346
121142,17406,1062,0.00952101,0.17,20076451,3145340,75,60292,60367,45925
138518,9384,11294,0.00860544,0.2,11186535,21198014,1089,421162,422251,403973
9848,51976,9508,0.00860544,0.01,4405086,4942105,3834,54415,58249,12917
63647,9030,27583,0.00047003,0.15,270165,37364510,1838,38107,39945,86152
1955,6762,6990,0.00019487,0.15,2577,7090453,557,304,861,252
109468,27657,8278,0.00952101,0.2,28825598,45793669,1734,654581,656315,542167
107096,58135,1623,0.00952101,0.07,59278378,6606255,301,248804,249105,79856
5483,26978,6100,0.00047003,0.2,69535,32918148,1624,2765,4389,3700
94491,15078,9285,4.64E-06,0.01,6611,1400092,1129,8000,9129,90
129963,541,11546,0.00031941,0.03,22482,187614,30,10408,10438,424
5554,46206,1822,0.01084252,0.03,2782911,2526819,1692,6588,8280,2224
63512,19056,12920,0.00108175,0.13,1309282,32008446,1755,42053,43808,98615
115306,30847,1809,2.48E-05,0.25,88319,13951812,523,5172,5695,2746
136246,39644,4074,0.00370564,0.01,20015861,1615183,262,279271,279533,48791
101565,35722,12705,0.00108175,0.1,3924777,45387190,11287,137148,148435,199607
14531,14253,16354,8.43E-05,0.1,17457,23310347,5578,3722,9300,2222
17787,94167,1844,0.00041097,0.15,688392,26051961,1742,3925,5667,4289
3002,27490,13574,1.65E-05,0.0005,1362,186584,2129,1552,3681,16
37664,20822,5077,0.00952101,0.01,7467040,1057257,176,57713,57889,18162
86013,21342,4409,0.00078778,0.13,1446164,12234710,368,16452,16820,47097
143092,65008,3069,0.00015297,0.13,1422960,25936502,1879,21900,23779,39617
65310,69547,1915,2.09E-05,0.05,94840,6660472,2066,2416,4482,835
46353,75798,4318,0.00296184,0.17,10406324,55640318,14985,71605,86590,78725
40737,3677,44524,2.48E-05,0.27,3719,44206081,1649,27017,28666,3354
62515,61145,8313,0.00160539,0.01,6136765,5083212,4372,88790,93162,32206
39444,28482,26594,0.00082282,0.01,924394,7574726,5151,47891,53042,21257
107481,8711,15995,0.00952101,0.23,8915018,32049376,1456,376754,378210,471120
117166,9557,9860,0.00296184,0.001,3316667,94243,1183,84615,85798,1453
29251,47333,27548,0.00013363,0.05,185024,65199687,32165,55243,87408,32569
1365,43038,25018,0.00056263,0.05,33065,53837539,14212,11262,25474,3317
36992,29651,21152,0.00078778,0.05,864120,31360765,9201,44907,54108,66645
70509,61706,8692,0.00082282,0.13,3580014,69732576,16728,56288,73016,117390
130565,34747,4239,0.00108175,0.17,4907772,25041191,1448,79463,80911,109517
137842,6183,15572,0.00160539,0.17,1368273,16369118,918,62392,63310,208698
146193,58399,3644,0.00031941,0.2,2727011,42568695,9941,34693,44634,86919
139568,66071,6510,0.00078778,0.05,7264447,21508789,7615,176823,184438,126555
134295,12148,6254,0.00370564,0.07,6045750,5318758,247,121900,122147,104645
59009,25552,6214,0.00031941,0.005,481619,793979,1383,9174,10557,1010
2202,3984,13211,0.00019487,0.001,1710,52645,98,644,742,15
88362,22785,14320,0.00019487,0.001,392352,326293,2026,21696,23722,368
120046,20209,15291,0.00491597,0.0005,11926590,154515,3405,532931,536336,4441
43780,33719,20168,4.34E-06,0.03,6406,20402401,6812,17674,24486,447
123689,52575,2100,0.00082282,0.15,5350817,16568020,1123,41828,42951,48416
43240,74887,3441,0.00056263,0.2,1821868,51546700,1970,11012,12982,26459
100140,93591,3420,0.00163948,0.001,15365666,320175,3803,140470,144273,3485
91367,58771,15677,0.00031941,0.0005,1715169,460708,4656,62316,66972,892
65790,2811,31419,0.01084252,0.3,2005331,26497877,945,105394,106339,322075
130085,81322,16178,0.00056263,0.03,5951961,39470563,14383,325755,340138,191722
22398,6240,49264,0.00082185,0.005,114884,1537271,1891,18105,19996,1876
32405,4776,42173,0.00031941,0.15,49438,30215362,1388,23872,25260,19461
6459,93976,2028,4.64E-06,0.13,2816,24781041,1676,825,2501,221
74642,8352,11984,0.00163948,0.1,1022099,10009475,369,26190,26559,72082
67245,11530,23648,0.00082487,0.2,639570,54534675,11976,42841,54817,173626
37049,16639,13928,0.00860544,0.2,5305211,46352075,1602,135196,136798,162471
59561,33972,8466,0.02533638,0.2,51265861,57527795,2289,683785,686074,637815
119405,6067,3794,0.00041097,0.15,297741,3453022,143,6463,6606,12769
132266,92424,13549,0.00018467,0.01,2257528,12523527,7909,96469,104378,26732
95617,8905,17810,0.00031941,0.005,271989,793051,1307,22390,23697,1360
43165,32418,1982,0.00370564,0.27,5185497,17355793,565,16611,17176,27549
115543,50502,6798,0.00163948,0.2,9566760,68664652,17749,186323,204072,204786
38988,20372,46775,0.00047003,0.05,373338,47646708,13420,59720,73140,78622
50131,20494,10978,0.00019487,0.15,200215,33748977,7859,16030,23889,21477
26411,6014,29157,0.01084252,0.3,1722233,52606342,1918,80940,82858,179589
67517,991,7510,0.00182521,0.13,122198,968223,41,5625,5666,7150
72282,3389,10131,4.34E-06,0.13,1063,4464154,115,5451,5566,143
80338,68086,2560,0.00860544,0.2,47071238,34869308,1800,212181,213981,219325
96851,13715,11653,0.00034241,0.27,454833,43154182,1629,36497,38126,112250
15470,75635,1133,0.00031941,0.005,373743,428835,406,1808,2214,178
15199,16606,6119,0.00108175,0.01,273032,1016188,998,4531,5529,995
47208,8543,1170,0.00952101,0.25,3839969,2500183,68,6421,6489,11516
67691,27837,1558,0.00078778,0.13,1484486,5640860,182,4068,4250,14257
64911,33712,3134,0.00041097,0.07,899334,7396708,353,8136,8489,15497
85132,12489,14404,0.00078778,0.3,837626,53972688,2193,47124,49317,180487
59185,11605,6891,1.65E-05,0.3,11340,23993000,889,12819,13708,1796
62363,8131,27588,1.65E-05,0.27,8372,60570258,1804,33456,35260,5195
27129,15941,9368,0.00952101,0.17,4117696,25390097,1374,63451,64825,71336
23430,25370,8617,0.00047003,0.25,279411,54660004,1973,33170,35143,31469
126062,98340,1496,2.09E-05,0.3,258849,44159914,1653,3410,5063,8740
21028,28039,7084,4.34E-06,0.17,2559,33771873,1775,1574,3349,432
60668,8961,30375,0.00370564,0.17,2014696,46276576,1950,109850,111800,248021
105715,1428,10206,2.48E-05,0.17,3749,2478126,66,6830,6896,386
92978,25901,3744,0.00056263,0.13,1354944,12607000,946,14025,14971,36615
96844,76389,1846,1.65E-05,0.13,122140,18334996,1336,2974,4310,2769
42095,753,6083,0.00019487,0.1,6182,458528,35,2328,2363,234
42691,32455,10275,0.00056263,0.05,779562,16674642,4735,22522,27257,29183
86815,26251,8349,2.48E-05,0.3,56589,65757901,2022,32260,34282,11016
37226,90982,7959,8.43E-05,0.005,285486,3621034,4017,17886,21903,886
62426,61428,2065,0.00031941,0.07,1224865,8882332,420,5973,6393,13819
127181,6435,9231,0.00041097,0.01,336382,594117,107,15137,15244,1860
15074,42028,29970,4.64E-06,0.03,2939,37789020,12580,8226,20806,445
132843,56877,4933,0.00082282,0.005,6217070,1403102,2594,105335,107929,14745
1781,59334,2808,0.00018467,0.3,19514,49989243,1733,1164,2897,1420
142280,13851,13476,0.00370564,0.25,7302862,46665978,2032,365724,367756,445644
117789,12860,13427,8.43E-05,0.23,127690,39719042,1649,29893,31542,36161
60772,78330,3715,0.00047003,0.13,2237520,37837773,9157,16822,25979,37815
89902,92636,2859,0.00078778,0.13,6560829,34430489,9375,43137,52512,67619
81249,79464,1422,0.00952101,0.07,61471574,7913255,360,179421,179781,62173
98452,29745,8708,0.00160539,0.17,4701459,44038852,1728,115213,116941,174283
33061,64314,10818,8.43E-05,0.07,179229,48706445,11898,36951,48849,10901
64201,35581,5780,0.00860544,0.23,19658246,47306600,1626,201385,203011,235667
71327,88167,21250,0.00034241,0.005,2153343,9368182,10358,103966,114324,21230
31550,50724,12976,0.00163948,0.0005,2623805,329110,3525,52452,55977,959
22798,64974,6560,0.01084252,0.13,16061160,55417954,16349,151336,167685,105872
120900,23938,3024,0.00163948,0.27,4744993,19545907,796,48965,49761,74700
60648,43380,251,0.00015297,0.15,402453,1638661,119,389,508,1000
37050,29964,3859,0.01084252,0.13,12037345,15032212,407,72989,73396,53307
93090,8666,2079,0.00860544,0.13,6942691,2342811,191,34541,34732,34658
32418,28254,29437,0.00082185,0.01,752774,8317392,5327,43744,49071,16730
102725,61200,13660,0.00160539,0.01,10092866,8360574,7165,364761,371926,98857
121945,13377,17021,0.00108175,0.03,1764709,6831334,2712,72613,75325,67816
76809,12040,15667,8.43E-05,0.1,77955,18865079,1802,19522,21324,9206
89297,73623,186,0.00108175,0.03,7111911,410939,45,3199,3244,1822
451,52642,5974,0.00860544,0.17,204607,53463781,2464,6056,8520,2444
96491,74097,15905,0.00952101,0.03,68073196,35356676,24007,2558185,2582192,456665
132738,19686,6347,1.65E-05,0.2,43144,24991464,1213,16984,18197,4927
34240,16536,11526,0.00018467,0.001,104565,190604,1326,7379,8705,87
125703,12871,11249,0.00952101,0.005,15404375,723951,208,505674,505882,57790
14011,90866,10797,0.00019487,0.05,248109,49054756,13717,16702,30419,19471
50506,43853,4497,0.00047003,0.15,1041074,29584862,1922,20184,22106,32844
62435,52470,3535,0.00047003,0.27,1539833,50092870,2129,28577,30706,34548
9976,47759,3759,0.01084252,0.03,5165978,5386529,1818,26688,28506,6806
147321,7963,12329,0.00952101,0.3,11170382,29457086,1109,460495,461604,541753
58480,55063,3133,0.00370564,0.3,11932705,51767912,1965,61322,63287,109954
66666,3541,31898,0.00160539,0.17,379008,19203650,1064,39661,40725,130087
15805,47058,2471,8.43E-05,0.15,62692,17444039,1147,1708,2855,2065
98758,88572,4156,0.00019487,0.05,1704568,18407905,5357,25809,31166,30473
11152,745,29589,2.48E-05,0.1,206,2205540,99,2628,2727,62
149330,59258,4100,0.00056263,0.25,4978795,60743632,1934,95227,97161,134113
82304,64559,1869,4.34E-06,0.0005,23060,60337,552,2893,3445,14
16269,21615,43735,0.00082487,0.001,290089,945380,4685,30431,35116,677
46787,5699,25406,1.65E-05,0.03,4402,4344354,1550,10498,12048,258
44507,79668,7391,0.00056263,0.01,1994986,5889021,4228,30646,34874,13574
147207,7209,4744,0.00078778,0.15,836046,5130893,127,13468,13595,40033
126796,17502,504,1.65E-05,0.3,36640,2647635,53,509,562,434
51587,4396,36801,0.00034241,0.3,77654,48535949,1907,34389,36296,58211
68995,27841,15139,0.00013363,0.13,256697,54796778,12396,37279,49675,45946
95100,77850,2541,0.00041097,0.23,3042676,45514835,2220,35065,37285,53720
100126,48822,1350,0.01084252,0.005,53002128,329711,124,172916,173040,12699
125208,34477,3717,0.00013363,0.13,576858,16660465,1192,14105,15297,24811
21532,81699,7685,0.00491597,0.1,8648262,62792595,16616,92836,109452,65256
15283,68140,28533,4.64E-06,0.0005,4832,972131,8914,13347,22261,35
22814,18351,4391,0.00163948,0.01,686422,805882,405,5508,5913,1889
15671,4297,21488,0.00296184,0.1,199497,9235418,324,9770,10094,22056
49885,5508,8049,0.00013363,0.23,36719,10197743,160,5751,5911,4605
51694,2448,20526,0.00952101,0.25,1205181,12565567,467,39995,40462,134829
106549,23951,4413,0.00047003,0.07,1199520,7399721,292,15065,15357,28445
77825,66549,980,0.00019487,0.0005,1009268,32633,93,2618,2711,64
2820,49272,43120,0.00082487,0.01,114638,21246442,13507,33516,47023,3488
118659,71177,2768,0.00013363,0.25,1128622,49264435,2284,28957,31241,47053
91816,29693,23243,0.00082487,0.0005,2248897,345085,3517,110711,114228,1244
100613,36669,10508,0.00491597,0.15,18136918,57798017,16818,496478,513296,332048
24408,77887,3967,0.00082185,0.13,1562397,40175655,9335,11003,20338,15989
110571,261,12311,0.00018467,0.2,5347,644870,32,8557,8589,732
105359,66589,9786,0.00013363,0.0005,937527,325853,3308,29024,32332,319
132313,44446,503,0.00078778,0.2,4632834,4478628,88,7429,7517,11844
111497,45818,5490,0.00047003,0.25,2401219,62887215,1970,56261,58231,105438
40235,16219,1278,0.00047003,0.3,306736,6220899,98,957,1055,4794
6106,6483,32942,0.00034241,0.23,13556,49123372,1743,21159,22902,17557
36328,55521,29629,0.00034241,0.01,690642,16450907,10328,56388,66716,19150
39570,109,20417,0.00163948,0.13,7128,291669,26,5795,5821,970
19521,1340,954,0.00019487,0.3,5097,383879,27,153,180,99
132052,47009,4464,0.00082282,0.1,5107894,20985585,1317,80318,81635,89112
123001,89746,6188,2.48E-05,0.001,274096,555378,2915,17424,20339,142
83227,46182,1163,0.00108175,0.05,4157838,2686924,165,12711,12876,11451
107041,83301,7242,0.00160539,0.07,14314822,42233263,13508,311121,324629,178119
58116,8495,30520,0.00082282,0.15,406236,38891416,8808,36607,45415,128890
20947,2350,48998,0.00182521,0.23,89851,26484328,1181,22604,23785,63567
54015,11327,9316,0.00078778,0.05,482006,5276387,317,12028,12345,15625
36388,95627,7364,0.00491597,0.005,17106416,3521282,6748,199057,205805,29468
1993,39050,10105,1.65E-05,0.17,1285,67084446,1326,1554,2880,553
81761,29922,4254,0.00952101,0.03,23293142,3818892,277,184125,184402,65293
87965,54659,7034,0.00491597,0.01,23636754,3845096,6551,378726,385277,81460
122871,4621,2077,0.00952101,0.07,5406900,672044,47,36380,36427,30937
13205,21899,26916,0.00952101,0.07,2753440,41261951,10486,102298,112784,71691
118731,34614,7894,2.48E-05,0.0005,102046,136635,1702,13288,14990,47
89670,37236,1573,0.00082487,0.17,2754217,9959397,263,9277,9540,23659
21572,2895,37075,0.00047003,0.23,29360,24691866,1189,16258,17447,20858
57000,3128,4236,2.48E-05,0.03,4427,397518,53,2257,2310,63
18379,13796,3846,0.00082282,0.07,208649,3715182,516,3669,4185,3441
20225,17633,5158,0.00078778,0.2,280968,18191142,366,3519,3885,10256
70976,23333,9104,8.43E-05,0.23,139595,48861358,10767,7494,18261,20738
98757,79878,46,2.48E-05,0.01,195874,36755,38,178,216,21
59135,41223,4230,0.00047003,0.03,1145819,5231647,2090,11962,14052,10041
75380,8372,12094,0.02533638,0.13,15990509,13164039,335,309315,309650,281204
124178,25379,6314,2.48E-05,0.15,78252,24039543,1554,17434,18988,5415
114102,10003,1121,4.64E-06,0.25,5296,2805360,57,1489,1546,148
52463,45276,7513,0.00078778,0.005,1871258,1701001,2298,24996,27294,4725
4158,4109,17323,0.00182521,0.25,31194,17799399,791,1583,2374,5993
12987,7224,3977,0.00034241,0.05,32126,1436675,87,857,944,569
133615,48032,11168,0.00047003,0.13,3016572,69735088,16043,118198,134241,234635
47457,20690,17510,0.00108175,0.01,1062201,3623009,2481,32763,35244,12611
43641,73360,3546,0.00041097,0.2,1315751,52041672,2020,9303,11323,21913
56536,34948,10006,4.64E-06,0.13,9168,45461270,2451,23899,26350,1236
101866,21800,8188,0.01084252,0.3,24078157,53552627,2189,501541,503730,592866
60298,12375,17569,0.00047003,0.005,350763,1087188,1551,18866,20417,1951
21229,538,23596,0.00013363,0.005,1527,63543,33,3829,3862,18
4773,55994,4582,0.00163948,0.25,438246,64154116,2039,5769,7808,6483
136814,8207,14190,2.09E-05,0.1,23445,11646733,325,17722,18047,2385
148046,83926,777,0.00047003,0.17,5840172,11098550,622,15767,16389,20953
91500,63341,2880,0.00019487,0.25,1129431,45609561,1922,24704,26626,43172
114681,99172,2090,0.00082185,0.13,9347132,26957730,1414,70753,72167,62269
18683,80341,1796,0.00013363,0.17,200583,24535548,1529,2508,4037,3562
2229,3287,36593,0.00078778,0.05,5774,6014862,1919,1124,3043,660
52968,89955,361,0.00108175,0.2,5154379,6496183,118,3215,3333,5393
19416,9991,27558,4.64E-06,0.2,900,55069618,12149,3679,15828,603
73853,59179,2394,4.34E-06,0.15,18968,21254142,1403,2062,3465,756
14470,34213,35821,0.00019487,0.05,96479,61278448,24107,24505,48612,12620
37565,1131,2973,2.48E-05,0.1,1055,336486,30,750,780,40
42747,25943,7238,0.00034241,0.17,379749,31926826,1655,18248,19903,24433
103966,61623,2157,0.00860544,0.2,55133257,26585413,1369,300532,301901,230000
2115,8578,23285,0.00296184,0.25,53755,49939462,2116,4004,6120,6693
142076,26111,11396,0.00018467,0.2,685100,59519231,2370,49834,52204,124092
144700,89168,14675,0.00491597,0.01,63429368,13085712,18831,3236568,3255399,332710
86541,21127,1814,0.00296184,0.23,5415506,8815955,145,21593,21738,37596
115133,26635,8741,0.00013363,0.3,409794,69847027,2186,41301,43487,79621
