lr,lc,rc,ld,rd,lnnz,rnnz,sp_smdm_todense,sp_smdm_multiply,sp_smdm,bz_smsm
17684,93519,8665,4.64E-06,0.0005,7673,405204,4070,4632,8702,23
127833,29396,7504,0.00019487,0.27,732297,59562429,1809,40220,42029,113612
47743,60383,15690,0.00041097,0.0005,1184810,473735,4762,39442,44204,619
137609,32109,6567,0.00078778,0.3,3480824,63264718,1820,92450,94270,169704
54057,1868,11043,0.00082185,0.23,83031,4747314,86,6730,6816,13696
33047,17905,8258,0.00860544,0.001,5092216,147869,1634,60892,62526,1844
102040,18882,14345,2.48E-05,0.005,47842,1354418,1787,16927,18714,237
57,36503,19800,4.34E-06,0.001,9,722784,3735,1734,5469,27
138518,9384,11294,0.00860544,0.2,11186535,21198014,1089,421162,422251,403973
1781,59334,2808,0.00018467,0.3,19514,49989243,1733,1164,2897,1420
28788,17217,6105,1.65E-05,0.27,8183,28382988,1121,1752,2873,1493
37050,29964,3859,0.01084252,0.13,12037345,15032212,407,72989,73396,53307
4773,55994,4582,0.00163948,0.25,438246,64154116,2039,5769,7808,6483
107096,58135,1623,0.00952101,0.07,59278378,6606255,301,248804,249105,79856
9634,44411,5582,0.02533638,0.2,10841084,49585352,13562,79694,93256,83859
72187,58271,12865,2.48E-05,0.0005,104446,374845,3796,19492,23288,65
59138,50684,16287,0.00163948,0.001,4914186,825535,4495,138187,142682,6684
62637,29440,16382,0.00160539,0.01,2960435,4822927,3722,86111,89833,35726
43074,47357,10942,0.00082185,0.001,1676488,518182,2772,31500,34272,1119
59764,39763,35497,4.34E-06,0.01,10313,14115120,8560,31548,40108,399
67288,85107,1419,0.00163948,0.13,9388911,15701619,1197,23563,24760,25265
78093,55075,8058,0.01084252,0.15,46634158,66574409,3762,661564,665326,526613
148005,37372,12843,0.00082185,0.005,4545945,2399929,3227,207026,210253,24713
34570,77428,18043,0.01084252,0.05,29022333,69853653,23772,788254,812026,233242
106020,21986,35,0.00163948,0.0005,3821663,391,9,425,434,14
69381,8913,17731,0.00296184,0.2,1831765,31611153,1566,64586,66152,163868
89670,37236,1573,0.00082487,0.17,2754217,9959397,263,9277,9540,23659
115306,30847,1809,2.48E-05,0.25,88319,13951812,523,5172,5695,2746
124055,10834,988,0.00860544,0.001,11566592,10707,22,32991,33013,488
37226,90982,7959,8.43E-05,0.005,285486,3621034,4017,17886,21903,886
83855,38643,920,0.01084252,0.03,35135148,1067702,149,67807,67956,15909
68317,23593,11756,0.00860544,0.01,13870837,2773749,4165,268430,272595,82404
80582,14431,384,0.00860544,0.13,10007283,721665,36,6837,6873,6622
47351,97294,848,0.00370564,0.1,17072200,8251764,837,22753,23590,15819
119405,6067,3794,0.00041097,0.15,297741,3453022,143,6463,6606,12769
52978,54162,13658,4.64E-06,0.07,13314,51783270,12586,28796,41382,1316
53656,19156,21972,0.00015297,0.05,157232,21046158,5692,25507,31199,17831
119977,21911,6771,0.00018467,0.07,485477,10385826,1355,17619,18974,20069
74508,10460,21090,4.64E-06,0.2,3616,44124710,1674,27625,29299,1339
29663,17842,34238,2.48E-05,0.001,13141,610913,3140,14611,17751,50
23836,25996,29699,0.00082185,0.001,509257,772070,3986,31264,35250,887
71615,65776,1461,0.00082185,0.17,3871417,16344669,299,10355,10654,19095
77974,62889,4033,4.34E-06,0.03,21282,7609767,2549,7364,9913,285
34231,14870,23278,0.00031941,0.0005,162590,173081,2021,15501,17522,104
18596,88925,3701,2.48E-05,0.15,41062,49378185,11158,2944,14102,2465
18069,8672,28904,0.00013363,0.2,20941,50133544,1946,27895,29841,19787
82643,5011,12119,4.34E-06,0.17,1797,10326079,276,8502,8778,505
38363,2948,21185,0.00860544,0.15,973348,9369239,197,32296,32493,90723
147182,76870,2848,1.65E-05,0.005,186795,1094890,1515,8200,9715,235
59711,37498,4310,0.00163948,0.2,3670954,32330371,1639,38654,40293,51854
109173,72887,17344,0.00491597,0.01,39118156,12642133,14806,1854467,1869273,259774
57026,5845,20610,0.02533638,0.005,8445476,602355,183,259531,259714,44907
74396,13149,27576,0.00082487,0.0005,806926,181302,2141,48561,50702,472
136112,37336,1000,4.34E-06,0.03,22055,1120174,100,2071,2171,90
41513,19863,3145,0.00082185,0.3,677708,18746256,311,3952,4263,15301
14988,11170,14155,0.00015297,0.3,25611,47434080,2005,25276,27281,17816
58928,83519,743,0.00296184,0.13,14577156,8073866,236,17497,17733,15975
38827,73589,560,0.00860544,0.27,24588344,11137386,455,20452,20907,24580
10590,1320,6199,0.00160539,0.005,22445,40923,24,547,571,56
120340,64804,1636,0.00019487,0.03,1519723,3181290,1716,6018,7734,5687
45069,4193,24995,0.00041097,0.13,77682,13628196,361,14790,15151,18829
94491,15078,9285,4.64E-06,0.01,6611,1400092,1129,8000,9129,90
121924,32659,2497,0.00078778,0.07,3136947,5710496,495,24589,25084,30504
92089,13519,9435,0.00019487,0.27,242616,34441511,1439,17204,18643,53119
146452,49337,7831,0.00034241,0.13,2474141,50231793,11986,76759,88745,161303
108507,50111,1630,0.01084252,0.005,58955505,408583,151,255111,255262,16835
121945,13377,17021,0.00108175,0.03,1764709,6831334,2712,72613,75325,67816
148767,20291,8074,0.00018467,0.2,557472,32769080,1661,28478,30139,75602
106549,23951,4413,0.00047003,0.07,1199520,7399721,292,15065,15357,28445
90925,2460,15215,0.01084252,0.15,2426013,5616224,126,71637,71763,149723
11403,2996,26013,4.34E-06,0.27,148,21045549,798,10252,11050,193
108432,11645,6793,0.00019487,0.25,246075,19777879,328,12309,12637,33315
129963,541,11546,0.00031941,0.03,22482,187614,30,10408,10438,424
62996,24314,13471,0.02533638,0.15,38807881,49130715,2343,815480,817823,642539
20947,2350,48998,0.00182521,0.23,89851,26484328,1181,22604,23785,63567
64722,5404,16755,0.00018467,0.001,64598,90559,417,11309,11726,78
146078,36260,10370,0.00082185,0.01,4353271,3760286,3239,153831,157070,36553
63416,41986,25103,0.00952101,0.0005,25351182,527001,8902,1037187,1046089,20818
6261,48044,42519,0.00160539,0.03,482917,61285722,20835,50238,71073,27531
107041,83301,7242,0.00160539,0.07,14314822,42233263,13508,311121,324629,178119
29251,47333,27548,0.00013363,0.05,185024,65199687,32165,55243,87408,32569
2653,29526,4482,0.00082185,0.15,64389,19853992,1237,2235,3472,1550
86815,26251,8349,2.48E-05,0.3,56589,65757901,2022,32260,34282,11016
105550,17192,16915,0.00015297,0.005,277594,1454130,1856,23973,25829,1524
12130,58622,3977,0.00182521,0.27,1297932,62955991,1758,8287,10045,13624
21572,2895,37075,0.00047003,0.23,29360,24691866,1189,16258,17447,20858
97530,10199,4126,0.00078778,0.27,783647,11364111,480,10117,10597,41256
117262,73799,10245,0.00296184,0.0005,25631366,378061,7628,791750,799378,7930
58755,51857,27364,0.00296184,0.01,9024387,14190374,10891,407323,418214,135318
65790,2811,31419,0.01084252,0.3,2005331,26497877,945,105394,106339,322075
41243,11274,98,4.34E-06,0.2,2018,221312,22,85,107,17
72160,50606,5963,1.65E-05,0.23,60291,69417708,2535,31556,34091,7597
142565,91660,207,1.65E-05,0.27,215746,5140617,80,559,639,1046
34327,44692,198,0.00018467,0.25,283315,2218303,49,289,338,673
81811,11671,10441,4.34E-06,0.3,4143,36558341,1337,17916,19253,1105
105462,93014,1900,0.00108175,0.2,10611547,35355978,1724,56534,58258,62340
86538,58068,7002,4.34E-06,0.05,21809,20332091,5495,15080,20575,786
132738,19686,6347,1.65E-05,0.2,43144,24991464,1213,16984,18197,4927
9976,47759,3759,0.01084252,0.03,5165978,5386529,1818,26688,28506,6806
89902,92636,2859,0.00078778,0.13,6560829,34430489,9375,43137,52512,67619
35285,10091,28400,0.00082282,0.13,292990,37258152,8390,26100,34490,78519
102554,24985,1621,0.00491597,0.01,12596478,405131,98,53127,53225,11634
43902,22256,19068,0.00491597,0.05,4803545,21220538,6769,148383,155152,124520
105275,9092,1404,0.00047003,0.17,449946,2171175,70,2824,2894,7526
102485,4494,1166,0.00108175,0.05,498261,262042,32,1959,1991,1779
56300,3433,4261,0.00031941,0.23,61748,3365554,67,3003,3070,3836
40170,44260,14535,0.00018467,0.0005,328333,321661,3354,19119,22473,151
98070,41854,10560,0.00082282,0.01,3377406,4420165,3186,84207,87393,26655
6039,47622,7012,0.02533638,0.07,7286947,23377723,7551,68452,76003,31060
40911,16610,6535,0.00018467,0.2,125491,21710083,1196,14517,15713,15777
101565,35722,12705,0.00108175,0.1,3924777,45387190,11287,137148,148435,199607
70934,45928,15600,0.00082282,0.001,2680691,716519,3844,75390,79234,2436
27178,48742,4284,0.00078778,0.2,1043603,41763735,1579,8199,9778,17205
62363,8131,27588,1.65E-05,0.27,8372,60570258,1804,33456,35260,5195
22975,30203,44276,0.00056263,0.0005,390441,668665,6349,43112,49461,551
31550,50724,12976,0.00163948,0.0005,2623805,329110,3525,52452,55977,959
112006,30735,1276,0.00082487,0.13,2839697,5100347,127,9970,10097,19615
83609,24189,24226,0.00082185,0.1,1662184,58602919,13728,96826,110554,231952
122,19410,7522,8.43E-05,0.15,200,21902015,1325,518,1843,130
85302,10471,21944,0.00160539,0.2,1433969,45956855,1580,80165,81745,243431
98757,79878,46,2.48E-05,0.01,195874,36755,38,178,216,21
1955,6762,6990,0.00019487,0.15,2577,7090453,557,304,861,252
2274,4828,40301,0.00108175,0.005,11882,973047,1382,2429,3811,137
27072,55771,9678,0.00019487,0.01,294223,5397994,3341,12556,15897,2060
72282,3389,10131,4.34E-06,0.13,1063,4464154,115,5451,5566,143
75469,91049,1081,1.65E-05,0.0005,113447,49246,442,2558,3000,17
146687,11975,12120,0.00056263,0.07,988364,10160797,1375,40162,41537,62295
83238,8971,24383,0.00082487,0.27,615968,59061003,1963,61240,63203,226504
23971,61955,1132,0.00034241,0.13,508530,9124370,273,1837,2110,3118
16754,54691,9359,0.00860544,0.1,7885273,51189325,13694,97370,111064,66045
96844,76389,1846,1.65E-05,0.13,122140,18334996,1336,2974,4310,2769
137613,63865,500,0.00015297,0.27,1344412,8632991,320,2258,2578,8351
74829,80010,7295,2.48E-05,0.005,148660,2918565,3265,14292,17557,471
48030,7654,6046,0.00041097,0.01,151086,462774,94,4591,4685,560
82533,41890,3498,0.00082185,0.005,2841436,732842,1338,21404,22742,3578
39295,54726,36060,0.00160539,0.01,3452451,19734764,13066,194892,207958,88599
46402,25898,38804,8.43E-05,0.001,101298,1005002,4878,34471,39349,250
77492,69743,8797,0.00019487,0.0005,1053192,306799,3174,24794,27968,356
81584,51961,4373,0.00160539,0.23,6805636,52268360,1759,83544,85303,111110
34173,17315,19730,4.64E-06,0.1,2745,34164468,7990,20514,28504,590
9210,20975,27240,4.34E-06,0.005,838,2856904,3123,5321,8444,61
81249,79464,1422,0.00952101,0.07,61471574,7913255,360,179421,179781,62173
47194,2451,13335,0.00952101,0.15,1101468,4903302,149,23960,24109,67934
70509,61706,8692,0.00082282,0.13,3580014,69732576,16728,56288,73016,117390
99213,5045,8380,0.00160539,0.05,803605,2114088,120,18134,18254,22823
64437,61001,15359,0.00041097,0.07,1615437,65585185,16486,72819,89305,133748
25763,20047,13361,0.00056263,0.001,290596,267865,1698,10500,12198,217
43641,73360,3546,0.00041097,0.2,1315751,52041672,2020,9303,11323,21913
86991,26959,5701,2.09E-05,0.27,48968,41504159,1559,20263,21822,5814
37378,402,46500,4.64E-06,0.13,69,2435620,87,9912,9999,55
49088,15649,6396,0.00296184,0.1,2275280,10009586,287,24374,24661,42947
113595,7112,11490,0.00019487,0.23,157455,18798685,334,16931,17265,31999
19642,19667,7315,0.00296184,0.23,1144203,33090787,1561,10922,12483,25996
17716,16725,11094,1.65E-05,0.25,4892,46390731,1914,1893,3807,1560
36893,37461,12437,8.43E-05,0.15,116495,69891241,15781,10584,26365,15984
41003,87505,2949,0.00031941,0.001,1146049,258058,1657,7742,9399,254
52395,86072,14633,0.00160539,0.01,7239995,12595016,9465,187865,197330,70575
77825,66549,980,0.00019487,0.0005,1009268,32633,93,2618,2711,64
74131,8372,8229,0.00031941,0.0005,198257,34451,100,8118,8218,59
49885,5508,8049,0.00013363,0.23,36719,10197743,160,5751,5911,4605
73742,21146,9215,0.00034241,0.25,533959,48718201,2187,29212,31399,70995
69971,5443,21511,4.64E-06,0.25,1767,29276436,1159,19679,20838,1168
51064,14097,24018,2.48E-05,0.001,17874,338596,2007,13777,15784,46
2229,3287,36593,0.00078778,0.05,5774,6014862,1919,1124,3043,660
33014,15348,25134,8.43E-05,0.1,42710,38576084,9018,26265,35283,8161
147087,90378,1220,0.00370564,0.2,49261310,22063897,1000,215346,216346,141147
20069,19576,1948,0.00034241,0.25,134524,9535615,153,1043,1196,2888
37405,13971,26057,0.00018467,0.17,96513,61891574,13651,25620,39271,38840
52996,89484,21233,0.00078778,0.001,3735936,1900092,9320,138628,147948,5365
65116,19075,3029,0.00082185,0.23,1020847,13292232,207,6952,7159,24576
135965,16992,10196,0.00015297,0.13,353423,22523474,1589,25237,26826,41019
28495,78842,8717,0.00163948,0.05,3683316,34363775,10351,62987,73338,35982
78502,53550,4209,0.00182521,0.005,7672885,1126997,2441,61186,63627,12825
96799,15651,12795,0.00013363,0.03,202457,6007928,2064,17778,19842,7251
23430,25370,8617,0.00047003,0.25,279411,54660004,1973,33170,35143,31469
118247,32779,1259,0.00034241,0.2,1327202,8253805,278,3873,4151,18999
68195,39461,13873,0.00034241,0.05,921454,27374065,7921,39076,46997,50834
55999,8262,38211,0.00082185,0.01,380273,3157305,2189,38660,40849,9745
15074,42028,29970,4.64E-06,0.03,2939,37789020,12580,8226,20806,445
62959,17337,25969,0.00163948,0.005,1789632,2251266,2755,76967,79722,17111
64433,13274,13612,0.00047003,0.3,402030,54210345,2212,30183,32395,84494
112194,22234,17069,1.65E-05,0.17,41184,64518913,2720,43265,45985,25104
46353,75798,4318,0.00296184,0.17,10406324,55640318,14985,71605,86590,78725
50305,3371,21324,0.00160539,0.005,272259,359449,349,16314,16663,1392
81121,82025,5464,0.00163948,0.03,10909093,13447778,6836,123538,130374,67167
44297,61348,17656,4.64E-06,0.005,12609,5416107,5945,15889,21834,145
142076,26111,11396,0.00018467,0.2,685100,59519231,2370,49834,52204,124092
110983,95715,1110,0.00019487,0.1,2070060,10631863,372,6109,6481,12682
43539,41411,11449,0.00082185,0.005,1481810,2370792,2918,30963,33881,7040
7506,56051,7724,8.43E-05,0.03,35464,12988259,4137,4389,8526,814
103382,98000,1333,0.00108175,0.2,10959855,26142753,1306,40011,41317,37936
146719,98366,3884,0.00041097,0.001,5931197,382096,2500,85737,88237,1615
105359,66589,9786,0.00013363,0.0005,937527,325853,3308,29024,32332,319
38545,4265,15337,0.00163948,0.01,269548,654184,532,10378,10910,2681
1014,22970,7673,0.00370564,0.15,86367,26439607,1643,3369,5012,1625
48208,31115,19815,4.34E-06,0.001,6510,616582,3231,12367,15598,36
89297,73623,186,0.00108175,0.03,7111911,410939,45,3199,3244,1822
99246,27971,9432,0.00015297,0.0005,424663,131925,1648,16485,18133,128
125786,17872,382,8.43E-05,0.2,189494,1367867,41,495,536,1033
39977,41746,4935,0.00952101,0.005,15889777,1030255,3955,120215,124170,16604
17262,6465,15349,0.00041097,0.05,45867,4962006,580,4671,5251,2180
91236,55004,2714,0.00056263,0.23,2823529,34335519,1359,34306,35665,50988
121142,17406,1062,0.00952101,0.17,20076451,3145340,75,60292,60367,45925
23720,1864,5790,0.00952101,0.001,421097,10795,22,3722,3744,79
2719,28161,21608,1.65E-05,0.03,1264,18255507,5964,2629,8593,198
105597,20547,17000,0.00082185,0.2,1783219,69862952,15843,80304,96147,246869
130085,81322,16178,0.00056263,0.03,5951961,39470563,14383,325755,340138,191722
85695,25582,2145,0.00952101,0.23,20872664,12626709,551,94880,95431,100343
34302,29462,17514,4.34E-06,0.13,4386,67083786,14978,6202,21180,1500
26411,6014,29157,0.01084252,0.3,1722233,52606342,1918,80940,82858,179589
37691,48301,29061,2.48E-05,0.01,45204,14037193,8501,29921,38422,1125
42747,25943,7238,0.00034241,0.17,379749,31926826,1655,18248,19903,24433
28940,38407,2486,0.00082282,0.05,914603,4774476,2013,3838,5851,5733
26825,1545,47487,1.65E-05,0.001,684,73405,340,8244,8584,18
32186,30212,1945,0.00047003,0.005,457076,293844,103,2339,2442,316
34229,614,34351,0.00015297,0.25,3220,5281400,102,8420,8522,1490
63512,19056,12920,0.00108175,0.13,1309282,32008446,1755,42053,43808,98615
127181,6435,9231,0.00041097,0.01,336382,594117,107,15137,15244,1860
401,5700,43164,0.02533638,0.1,58034,24605136,5909,5708,11617,3190
119797,12016,17048,0.00491597,0.27,7076516,55310101,1819,365249,367068,520992
147321,7963,12329,0.00952101,0.3,11170382,29457086,1109,460495,461604,541753
149330,59258,4100,0.00056263,0.25,4978795,60743632,1934,95227,97161,134113
124938,4995,404,0.00491597,0.25,3068450,505801,28,3187,3215,7079
125711,9113,3488,0.00163948,0.07,1878402,2225871,301,17064,17365,29541
62329,80902,26488,0.00034241,0.01,1726624,21430092,14114,110887,125001,44818
75636,93188,5108,0.00018467,0.07,1301649,33324950,8415,29362,37777,38340
135073,36601,2219,4.64E-06,0.2,22939,16250287,272,6206,6478,1014
105715,1428,10206,2.48E-05,0.17,3749,2478126,66,6830,6896,386
69561,9712,17758,0.00018467,0.2,124769,34497130,1784,25347,27131,36100
59022,59327,2411,0.00047003,0.1,1645872,14307023,1370,7150,8520,18128
94888,48818,3062,0.00182521,0.13,8454879,19432930,1486,72267,73753,66198
22367,14749,563,0.00078778,0.17,259902,1413796,99,372,471,1180
39570,109,20417,0.00163948,0.13,7128,291669,26,5795,5821,970
16590,24487,9886,0.01084252,0.13,4404775,31472468,1701,56755,58456,51520
143092,65008,3069,0.00015297,0.13,1422960,25936502,1879,21900,23779,39617
56015,50092,9568,8.43E-05,0.03,236513,14378476,4735,18563,23298,5534
63634,52195,4438,0.00041097,0.07,1365019,16217726,4421,17805,22226,28434
23343,76927,1887,2.09E-05,0.27,37495,39199902,1477,1382,2859,1734
80021,15835,22821,0.00296184,0.15,3753302,54210143,13185,175063,188248,319068
6417,29618,19041,0.00108175,0.03,205625,16919088,5673,12406,18079,11294
82304,91039,2691,2.48E-05,0.25,186049,61248265,13346,4925,18271,23921
17341,34082,5137,0.00018467,0.25,109149,43770615,2035,3604,5639,7416
26480,34946,4680,0.00163948,0.17,1517152,27806926,1531,9909,11440,17715
101805,57226,18124,0.00082185,0.001,4788087,1037228,5526,219414,224940,7404
64697,15313,4392,0.00952101,0.07,9432835,4708780,220,68694,68914,50037
52238,29982,2113,0.00370564,0.25,5803881,15838908,234,20084,20318,34580
11474,67752,2775,0.00370564,0.03,2880743,5641622,1655,12349,14004,5274
9288,91938,1579,4.64E-06,0.0005,3962,72615,649,678,1327,12
148046,83926,777,0.00047003,0.17,5840172,11098550,622,15767,16389,20953
79810,14962,7321,2.09E-05,0.13,24934,14240738,381,9006,9387,1885
100503,15027,9655,4.34E-06,0.01,6554,1451041,1061,8298,9359,81
818,6825,44022,0.00296184,0.05,16554,15023006,4247,3621,7868,1985
52463,45276,7513,0.00078778,0.005,1871258,1701001,2298,24996,27294,4725
44262,14379,24704,0.00056263,0.0005,358093,177616,2089,22287,24376,215
125703,12871,11249,0.00952101,0.005,15404375,723951,208,505674,505882,57790
34240,16536,11526,0.00018467,0.001,104565,190604,1326,7379,8705,87
115315,21509,8707,0.00082282,0.03,2040954,5619077,2350,49395,51745,39720
114673,21428,8165,0.00041097,0.13,1009869,22747506,1645,30441,32086,74793
131910,55678,14962,0.00163948,0.0005,12041261,416554,5729,603738,609467,8319
4347,45715,7283,0.00078778,0.15,156568,49943970,2355,6261,8616,4820
111041,15879,3573,0.00082185,0.3,1449181,17025037,596,15530,16126,59261
54107,5682,458,0.02533638,0.05,7790379,130377,23,5168,5191,2866
69458,65159,2,0.00163948,0.2,7420009,28864,11,96,107,62
96004,42541,19107,0.00047003,0.03,1919688,24385410,8714,93694,102408,93993
91343,69861,8852,0.00013363,0.05,852745,30922588,8855,35280,44135,37776
24080,22945,7051,1.65E-05,0.13,9122,21034257,1575,2109,3684,805
48358,54234,5866,0.00018467,0.07,484326,22272010,5595,17563,23158,18804
118731,34614,7894,2.48E-05,0.0005,102046,136635,1702,13288,14990,47
86206,30078,6355,1.65E-05,0.15,42810,28674350,1660,16559,18219,3495
136718,3121,9335,2.48E-05,0.1,10595,2913946,122,9041,9163,623
24791,16269,14679,0.02533638,0.05,10219307,11941414,5404,224881,230285,86767
57000,3128,4236,2.48E-05,0.03,4427,397518,53,2257,2310,63
8231,42239,7817,0.00860544,0.15,2992167,49529904,2332,29594,31926,29865
72259,61661,7481,0.00082185,0.13,3661854,59967886,14375,48264,62639,117859
50506,43853,4497,0.00047003,0.15,1041074,29584862,1922,20184,22106,32844
36431,29677,32054,0.00041097,0.01,444339,9512933,5824,38760,44584,12751
36388,95627,7364,0.00491597,0.005,17106416,3521282,6748,199057,205805,29468
74510,74396,278,0.00041097,0.25,2278138,5174297,88,1226,1314,3501
146211,43042,9617,0.00491597,0.03,30937732,12418598,9759,1048828,1058587,251923
60896,81447,25637,0.00031941,0.001,1584216,2088138,9894,90644,100538,3033
72696,9829,14588,0.00018467,0.3,131957,43018224,1672,27338,29010,44632
128235,27404,2285,2.48E-05,0.17,87258,10648390,645,5214,5859,2406
23106,14221,10906,0.01084252,0.03,3562774,4653216,2320,52370,54690,28573
9089,1669,1614,0.00163948,0.3,24885,808908,31,178,209,619
11010,426,40636,0.00041097,0.17,1930,2946649,127,3687,3814,740
1602,6617,31456,0.02533638,0.15,268742,31225148,7145,10308,17453,11456
70976,23333,9104,8.43E-05,0.23,139595,48861358,10767,7494,18261,20738
145099,97659,824,0.00047003,0.23,6660478,18530261,862,20521,21383,33715
145956,36391,3553,0.00182521,0.23,9694647,29743038,1257,148969,150226,159210
40246,26783,49126,0.00082282,0.0005,886932,657880,6293,78613,84906,1238
51631,1681,15292,0.00082487,0.3,71597,7712439,171,9754,9925,19776
96185,16044,3942,0.02533638,0.2,39100624,12652555,218,330494,330712,283702
