lr,lc,rc,ld,rd,lnnz,rnnz,sp_smdm_todense,sp_smdm_multiply,sp_smdm,bz_smsm
33410,61523,6558,0.00491597,0.001,10104867,403493,3170,96017,99187,3650
4614,77191,1977,0.01084252,0.17,3862101,25955135,1478,10540,12018,10112
105169,78939,2704,2.09E-05,0.23,173346,49111665,1671,23063,24734,8876
32496,6653,19458,0.00031941,0.27,69056,34953644,1218,18635,19853,28851
145403,12494,13366,0.00952101,0.05,17296615,8350087,1386,724115,725501,296666
44963,93459,20068,0.01084252,0.005,45563041,9377768,18210,1373875,1392085,127754
99321,47329,4093,0.00163948,0.17,7707002,32939353,1945,92154,94099,107355
37323,42190,40215,0.00860544,0.03,13550901,50900603,19943,831271,851214,242055
70266,23925,8549,0.00182521,0.23,3068395,47046079,1595,61616,63211,135220
108176,10277,16847,0.02533638,0.01,28169438,1731551,330,1046768,1047098,195786
39684,35674,39856,0.02533638,5.00E-04,35870059,710931,12550,2049867,2062417,44884
145742,7273,5457,0.00041097,0.15,435646,5954690,132,11524,11656,27591
104935,30190,2283,0.00160539,0.2,5085929,13788125,286,34394,34680,49699
48661,61929,2487,0.00047003,0.1,1416474,15405282,1447,6383,7830,18750
104636,18989,7540,0.00034241,0.15,680376,21477432,1269,23942,25211,63377
127421,28581,11899,0.00082185,0.2,2993060,68021844,2588,125348,127936,274334
5977,61918,23382,0.00860544,0.03,3185260,43435153,15387,103455,118842,31954
13856,26984,16641,0.00491597,0.005,1838207,2245358,2883,39979,42862,10679
73949,38630,8852,0.00047003,0.15,1342750,51297811,11968,44968,56936,89912
124497,22197,8624,0.01084252,0.15,29963611,28716034,1894,756963,758857,490478
113741,52296,7952,4.64E-06,0.13,27600,54062954,12650,31803,44453,3114
62475,50142,11853,0.00108175,0.05,3388772,29718924,8517,80268,88785,106456
67778,67468,17886,0.01084252,0.03,49582161,36203817,21693,1430273,1451966,354393
73727,50453,6133,0.00108175,0.01,4023863,3094590,2564,46393,48957,17650
60740,33953,7347,0.00015297,0.27,315475,67355810,2008,33219,35227,34511
142067,99650,3320,0.00041097,0.13,5818115,43014289,2385,85335,87720,89320
148744,14195,4049,0.00082185,0.25,1735369,14372376,264,21401,21665,79891
51691,40676,21979,0.00491597,5.00E-04,10336477,447028,5503,357254,362757,8025
23823,4098,31372,0.00082185,0.13,80255,16717387,1163,14660,15823,25260
79806,43266,11330,0.00160539,0.13,5543327,63733088,3309,139780,143089,203480
1845,30962,44492,0.00952101,0.005,544057,6888066,7506,41238,48744,5525
70411,11972,24600,0.00013363,0.13,112654,38290496,8538,33516,42054,39323
137034,91065,2431,2.09E-05,0.27,260563,59785667,1865,29664,31529,13050
90185,32471,5210,0.00047003,0.01,1376457,1691889,1377,17102,18479,5592
22530,10253,48658,0.00160539,0.03,370866,14967638,4765,36691,41456,38712
124839,80742,12194,4.64E-06,0.05,46770,49230041,13468,38662,52130,3095
77031,584,19909,0.00491597,0.3,221416,3492264,97,17807,17904,67919
88987,57897,16601,2.48E-05,0.03,127927,28835533,9691,37294,46985,5342
70243,18581,15137,0.00056263,0.13,734374,36566022,8572,38609,47181,88137
99551,65462,1370,0.00860544,0.15,56081368,13457341,460,185531,185991,116223
101995,21211,15495,0.00018467,0.15,399527,49303159,11033,43004,54037,78032
105828,74577,396,0.00056263,0.2,4440503,5911526,107,4464,4571,7926
53857,9873,23597,0.00160539,0.13,853679,30288539,1575,45500,47075,127934
46060,31593,12477,0.00296184,0.15,4310071,59129895,2767,105406,108173,121873
60528,5350,3159,0.00182521,0.23,591139,3888820,75,4707,4782,18552
88725,62419,9675,0.00952101,0.05,52729591,30197769,3579,1133087,1136666,334234
64348,19672,7712,0.00370564,0.2,4690976,30345813,1590,69520,71110,110950
8093,11670,43230,0.00078778,0.07,74402,35315373,8447,24349,32796,13571
20235,42466,12237,0.00182521,0.03,1568424,15590396,5272,28007,33279,26522
81521,33249,22127,0.01084252,5.00E-04,29389118,367856,7998,1140998,1148996,26869
138381,26832,9184,0.00018467,0.27,685694,66541578,1987,43440,45427,125825
22950,10175,25162,0.00296184,0.27,691700,69132631,2112,47689,49801,92847
39045,50871,3696,0.00082282,0.25,1634351,47005874,2107,9559,11666,32010
13984,6161,15339,0.00860544,0.3,741545,28355267,1049,24123,25172,36579
61837,15728,14842,0.02533638,0.13,24642471,30348225,1473,557502,558975,415586
47667,89081,10811,0.00491597,0.01,20874712,9631434,9681,347351,357032,69247
94340,10152,16472,0.02533638,0.1,24266025,16722661,1585,839718,841303,489409
40319,72941,2948,0.00108175,0.05,3181408,10754886,3683,14466,18149,15681
118270,5395,12366,0.00952101,0.17,6075596,11342507,208,214610,214818,244839
96518,11880,20321,0.00047003,0.01,538974,2414244,1725,35467,37192,8353
60641,8346,26013,0.00860544,0.07,4355582,15198445,4795,180726,185521,204435
131345,20463,9563,0.00182521,0.27,4905692,52839445,2313,165338,167651,265773
32293,98352,2386,0.00031941,0.13,1014481,30511506,7476,6072,13548,10224
2876,2397,49094,0.02533638,0.27,174729,31776040,1241,10239,11480,23192
47130,68204,3695,0.00013363,0.25,429558,63007579,2142,6244,8386,31808
118294,20939,4039,0.00034241,0.2,848149,16915945,384,13606,13990,44205
24229,6527,12155,0.00952101,0.25,1505806,19835018,802,28941,29743,48706
11245,56010,8073,0.00019487,0.13,122741,58786002,13536,7276,20812,7970
126359,94113,1349,0.00031941,0.13,3798479,16514541,1245,16151,17396,32680
40403,90904,2211,0.00160539,0.3,5896288,60302294,1717,21084,22801,37877
7002,34276,7315,0.00015297,0.27,36713,67699271,2174,3060,5234,4839
32906,3914,31697,8.43E-05,0.2,10858,24816783,1204,16498,17702,5068
81359,68007,17325,0.00078778,0.05,4358862,58912212,17417,171468,188885,205045
98260,16174,8581,0.00491597,0.13,7813044,18043845,1286,172995,174281,165157
123371,30844,8668,0.00160539,0.13,6109075,34757461,9252,173106,182358,198590
27298,79766,4489,0.00163948,0.01,3569962,3581339,3058,25667,28725,11252
141553,4492,5300,0.00047003,0.23,298938,5477088,138,9590,9728,26853
5226,6183,36112,0.00296184,0.2,95718,44659764,1814,6759,8573,19148
14070,53083,14692,0.02533638,0.01,18924549,7799590,8489,376718,385207,35437
47748,2131,15014,0.00160539,0.23,163390,7360783,121,9706,9827,35097
88232,60784,23716,0.00182521,0.001,9788985,1441623,7821,526233,534054,17520
29902,28984,38266,0.00108175,0.03,937572,33274410,11468,70277,81745,76994
84201,22342,9230,0.01084252,0.2,20397716,41245006,1550,391455,393005,385863
2931,62754,8260,0.02533638,0.07,4661285,36287038,9691,51134,60825,24041
49865,41784,1999,0.00082282,0.27,1714412,22559740,369,5841,6210,16648
32149,36429,16534,2.09E-05,0.1,24454,60236341,13952,30421,44373,3922
39010,9078,33934,0.00370564,0.15,1312402,46212117,10630,79431,90061,189461
110072,20278,11682,0.00860544,0.2,19208585,47382558,1792,621006,622798,444126
59585,74754,16187,0.00015297,0.005,681372,6050546,6621,38369,44990,4312
59470,41601,16892,0.00041097,0.01,1016753,7027616,4463,38478,42941,14283
83377,64028,11307,0.00041097,0.03,2194003,21720017,7553,59569,67122,66023
36458,44661,39969,0.00952101,0.005,15503072,8925613,12333,934983,947316,138056
48803,4118,39748,0.00047003,0.15,94477,24556103,1508,28241,29749,45468
141588,21428,3550,0.00018467,0.1,560287,7608172,289,9834,10123,17138
63747,46730,22053,0.00082185,0.005,2448262,5152867,5745,94304,100049,19598
33185,86416,16935,0.00952101,0.001,27304208,1463532,10852,680854,691706,24813
69175,16274,14814,0.00047003,0.05,529169,12055484,3568,22310,25878,29210
147751,75258,10129,0.00031941,0.005,3551712,3811632,4541,128220,132761,14374
139897,49460,2960,0.00182521,0.05,12629356,7321594,1291,142512,143803,70782
113894,7882,5236,0.02533638,0.13,22745018,5365824,166,285441,285607,162839
119561,1522,6054,0.01084252,0.17,1973556,1566962,70,27729,27799,71045
71571,86576,17575,0.01084252,0.03,67184552,45649148,27765,1948960,1976725,455431
81724,58758,3114,2.09E-05,0.25,100265,45750072,10620,3911,14531,6319
59148,13274,9381,0.01084252,0.005,8513016,622645,184,132249,132433,26554
100118,11748,9226,0.00182521,0.25,2146861,27099502,1219,55592,56811,152398
7814,59894,5017,0.00047003,0.07,219995,21037113,5326,5512,10838,3822
39260,76247,5278,0.00056263,0.15,1684267,60366717,13619,16575,30194,29867
104484,3891,5277,0.00491597,0.13,1998911,2669932,127,25872,25999,58553
50720,6003,36444,0.00108175,0.17,329375,37192673,1617,43212,44829,134107
131503,46495,3807,0.00019487,0.27,1191490,47802468,2090,30850,32940,69208
42661,98275,810,0.00082282,0.3,3449722,23882852,841,4908,5749,11151
73264,36226,14057,0.00860544,0.05,22839600,25462876,11191,536907,548098,254696
136773,60533,4472,2.09E-05,0.13,172872,35191674,8172,21816,29988,8839
12971,33483,15175,0.00182521,0.13,792721,66058274,15136,19275,34411,27075
50522,8252,10560,0.00296184,0.05,1234850,4357242,260,22221,22481,36522
86521,33964,16898,0.00370564,0.1,10889559,57393292,16040,421135,437175,332223
26691,23258,14148,0.00041097,0.03,255133,9872247,3389,14114,17503,7660
48349,27792,27748,0.00082185,0.07,1104360,53983736,13377,71581,84958,126592
88274,73012,4168,0.00015297,0.2,985914,60871976,13384,10803,24187,41958
81464,7120,25173,0.00491597,0.05,2851458,8961824,1563,128913,130476,175920
125857,42282,11878,0.00108175,0.13,5756540,65294101,15849,242265,258114,279746
25669,4966,8747,0.00082185,0.2,104775,8688468,371,4782,5153,12479
102238,46444,5011,0.00108175,0.2,5136538,46554403,1756,82738,84494,110177
35930,18510,43427,0.00108175,0.05,719456,40193270,11389,67415,78804,113626
10672,69703,3104,0.02533638,0.27,18847451,58433424,1816,78802,80618,98574
64621,50363,25942,0.00296184,0.03,9639487,39196463,15213,425480,440693,230110
45392,20350,19204,0.00013363,0.13,123441,50807587,11456,31389,42845,20828
44171,76085,461,0.00296184,0.3,9954267,10531483,165,7240,7405,11527
90671,14282,15507,1.65E-05,0.2,21380,44297385,9679,19951,29630,5388
78709,24244,14016,8.43E-05,0.05,160849,16991946,4540,21235,25775,13283
97165,68569,4654,0.00296184,0.15,19733663,47874562,14846,224517,239363,190954
89490,74614,2024,0.00952101,0.001,63574769,151024,195,291891,292086,20373
2739,78424,15866,0.00018467,0.05,39677,62217421,17247,11033,28280,3192
84935,12015,13964,1.65E-05,0.23,16848,38591061,1662,22964,24626,4176
6103,20251,12405,0.00296184,0.27,366104,67833284,2087,7851,9938,14390
135355,38202,11339,0.00056263,0.07,2909288,30324708,8064,117395,125459,155019
66726,22607,1330,0.00163948,0.13,2473191,3910963,135,7157,7292,13739
44946,23862,10346,0.00013363,0.05,143321,12345012,3432,12664,16096,5487
129648,25185,11868,0.00082185,0.17,2683583,50813846,12027,114832,126859,232249
57597,63238,755,0.00078778,0.3,2869437,14330699,511,3797,4308,9590
136659,27940,12162,0.00296184,0.15,11309213,50973075,14022,501174,515196,394792
113043,41077,3683,0.00047003,0.03,2182611,4539368,2029,21629,23658,18262
37092,15365,48284,1.65E-05,0.07,9409,51934231,12710,38043,50753,3064
53386,9774,22227,1.65E-05,0.27,8615,58664254,12630,20011,32641,4190
100983,44691,9699,0.00082282,0.07,3713475,30343085,8312,97746,106058,135842
117913,8575,11004,0.00019487,0.15,197035,14154596,847,18374,19221,26809
74042,43256,5628,0.01084252,0.27,34726753,65739047,2086,347495,349581,468606
55773,16286,14336,0.00041097,0.1,373319,23350367,5721,19313,25034,39790
126823,88859,2657,0.00163948,0.15,18476023,35422494,1662,182056,183718,114249
138522,71083,4335,0.00056263,0.2,5540010,61642556,14956,79770,94726,141877
112945,18830,13819,0.00163948,0.001,3486790,260221,1965,121657,123622,3001
67946,1906,17897,0.02533638,0.2,3281547,6823200,123,87499,87622,181142
20418,11968,27891,0.00082185,0.2,200845,66765881,2522,37855,40377,63946
30333,14254,14880,0.00041097,0.25,177699,53028812,11407,7381,18788,43953
23962,71633,21505,0.00056263,0.03,965770,46214520,15810,46116,61926,47498
27872,33660,4176,0.00860544,0.3,8073829,42171004,1683,47880,49563,71722
118113,63168,1877,0.00491597,0.27,36678218,32014833,1389,204898,206287,196682
38901,3854,43891,0.00108175,0.3,162196,50751830,1889,38007,39896,130032
116768,68224,6487,0.00491597,0.07,39163128,30982527,2804,753570,756374,223395
143170,72851,5332,0.00015297,0.13,1595504,50497653,11770,44382,56152,76801
95682,28543,1972,0.00047003,0.23,1283700,12948869,289,5568,5857,23495
49881,6891,20796,0.00082487,0.17,283538,24362044,1288,24131,25419,66033
11199,26434,11001,0.02533638,0.13,7500968,37806953,10390,101110,111500,78366
51832,91023,2937,0.00019487,0.13,919394,34762377,8063,7254,15317,16514
62262,12569,11875,0.00108175,0.005,846595,746346,1205,20556,21761,3183
80027,15153,11376,0.00078778,0.2,955350,34478646,1732,35624,37356,109140
115963,36450,9188,0.00015297,0.2,646590,66987116,14872,31639,46511,115555
41430,11930,28171,2.09E-05,0.2,10320,67221162,2693,34839,37532,4985
41846,72699,6721,0.00370564,0.01,11273405,4886774,4926,115867,120793,34504
111901,76334,779,0.00056263,0.23,4805928,13678481,368,10459,10827,22076
79686,60914,10077,0.00296184,0.07,14377050,42971935,13715,283880,297595,193091
62280,73458,2207,0.00078778,0.15,3604136,24327889,1610,13601,15211,31552
22104,24818,5378,0.00182521,0.25,1001316,33370838,1490,7720,9210,17757
23703,22268,4497,0.00078778,0.15,415822,15023582,369,4190,4559,10299
4161,12489,19123,0.01084252,0.17,563597,40603716,1656,14011,15667,18523
110866,73534,17656,0.00182521,0.01,14880151,12983882,11118,755860,766978,181982
54986,14587,17892,0.00013363,0.15,107182,39148904,8821,19998,28819,26793
18829,7341,36671,0.02533638,0.25,3502645,67309410,2145,182188,184333,247841
26889,71999,9831,0.00370564,0.01,7174091,7078480,5636,106373,112009,29793
89300,62672,2675,0.00370564,0.2,20739217,33537183,1698,152981,154679,126078
50934,66250,15893,0.00491597,0.03,16588394,31588707,13683,415649,429332,166783
74758,70969,1479,0.00031941,0.15,1694668,15753736,383,5916,6299,20893
86717,41736,3127,0.00078778,0.13,2851196,16971095,1149,25575,26724,44749
46242,36529,1934,0.00082282,0.2,1389925,14131215,292,4796,5088,13070
39751,9041,20031,0.00018467,0.2,66377,36224403,1802,18206,20008,25557
74861,3761,13194,0.00082282,0.13,231685,6451839,454,12848,13302,28764
77588,7012,13176,0.00108175,0.17,588548,15707328,299,22254,22553,76503
121993,53221,11925,0.00019487,0.005,1265219,3173431,3594,46833,50427,5798
126989,67460,7212,0.00041097,0.13,3520680,63253426,15559,102350,117909,142897
115832,21498,17887,0.00108175,0.15,2693822,57682133,13987,149099,163086,304753
13603,10089,26357,8.43E-05,0.15,11568,39888940,9149,3757,12906,3763
8877,3484,43992,0.00031941,0.3,9881,45990272,1824,19359,21183,8109
27624,52458,15862,0.00163948,0.005,2375820,4160472,4588,59642,64230,13549
113491,42518,3849,0.00163948,0.2,7911293,32733423,1719,102140,103859,113186
145187,329,915,0.02533638,0.07,1213491,21132,10,3463,3473,4018
16099,54215,4437,0.00034241,0.17,298866,40895601,9473,5164,14637,7928
87665,48729,17510,0.00296184,5.00E-04,12652686,426640,5665,495255,500920,9790
13215,37014,43155,0.00370564,0.01,1812736,15973788,10216,113954,124170,46605
58665,5597,29984,0.02533638,0.15,8319487,25174495,1607,390087,391694,403301
45905,49663,2602,0.00082487,0.15,1880558,19387924,1250,7732,8982,16608
119068,16505,16260,0.00108175,0.13,2126011,34892418,8647,100324,108971,232630
37912,55799,16428,0.00041097,0.03,869404,27501373,8984,31704,40688,35274
65650,18087,19824,0.00491597,0.05,5837537,17929190,6148,198283,204431,176750
94087,88687,10808,0.00082185,0.07,6857851,67103577,18269,203999,222268,207818
108444,591,18014,0.01084252,0.1,694959,1064736,47,32534,32581,66910
25990,4298,32818,0.00019487,0.27,21773,38093822,1512,21544,23056,20527
81769,27614,21821,0.00160539,0.05,3624945,30128791,8910,156855,165765,189688
106923,44899,8525,0.01084252,0.15,52052697,57416751,2638,1184739,1187377,712082
37515,49256,17206,0.00082282,0.07,1520477,59327094,14557,64578,79135,82099
73918,20432,14602,0.00108175,0.05,1633797,14918346,4313,47641,51954,78164
32352,73752,28061,0.00163948,0.01,3911935,20695721,13470,174420,187890,75940
19053,5909,27521,0.00031941,0.17,35965,27650357,1530,15847,17377,10775
1882,96408,20517,0.00082282,0.03,149344,59340961,27711,27235,54946,4887
38161,17898,18304,0.00056263,0.15,384302,49144312,10708,33311,44019,62884
46820,35088,10000,0.00056263,0.13,924313,45617340,10143,16832,26975,59092
38268,81011,14807,0.00047003,0.03,1457165,35986213,12288,43058,55346,46217
132093,55926,7122,0.00082282,0.15,6078625,59750458,14623,160321,174944,201807
54171,69049,4887,0.00952101,0.2,35613115,67501922,2614,300309,302923,263237
5039,15645,35277,0.00082282,0.1,64872,55191732,12709,10211,22920,12864
6114,42664,21141,0.00370564,0.07,966637,63139837,15371,32353,47724,23173
20374,10310,31417,0.00018467,0.05,38792,16196325,4394,15377,19771,4131
66970,42015,17454,0.00034241,0.07,963482,51334084,12650,56459,69109,82683
91534,90483,8372,0.00056263,0.005,4659902,3787658,4711,93334,98045,14965
89398,60028,20137,0.00952101,5.00E-04,51094075,604412,15981,2301706,2317687,36508
13828,42270,43148,0.01084252,5.00E-04,6337939,911958,8794,357296,366090,9830
136012,27908,6746,0.00047003,0.3,1784207,56486517,2421,53072,55493,136643
75568,16383,12784,0.00047003,0.2,581926,41891097,1580,35713,37293,92044
50356,4068,16876,0.00041097,0.25,84193,17164582,639,11223,11862,24212
119923,10303,10249,0.00491597,0.13,6074116,13728464,358,174131,174489,194588
132120,96192,6405,1.65E-05,0.05,209826,30806895,7749,27659,35408,6377
12772,39884,13684,0.00370564,0.005,1887745,2729065,3181,34251,37432,9068
2722,44253,7025,0.00182521,0.15,219888,46638421,10298,6079,16377,4172
105590,56113,7015,0.00082282,0.01,4875209,3936776,3636,100157,103793,30323
142072,17946,11968,0.00082487,0.2,2103129,42957373,1502,86842,88344,232804
70048,28008,26539,0.00082185,0.05,1612399,37166650,10781,91896,102677,152568
100808,17638,14925,0.00082282,0.2,1463054,52651214,12089,58711,70800,209877
129536,95059,1952,0.00078778,0.17,9700462,31551020,1824,81077,82901,72505
65163,9342,6235,0.00082282,0.03,500927,1747705,147,8758,8905,7724
138502,70304,8703,0.00163948,0.03,15964237,18356833,9033,515629,524662,178173
137556,87265,2160,0.00041097,0.05,4933228,9425754,1681,41634,43315,34261
91220,60873,7368,2.48E-05,0.15,137880,67281482,3312,39264,42576,35082
146306,88028,7276,8.43E-05,0.01,1085579,6405159,3987,31628,35615,8953
29927,62586,11380,0.00182521,0.01,3418698,7122438,4903,57735,62638,24762
8790,21008,5266,0.00370564,0.13,684341,14382335,1052,5246,6298,6484
2914,11502,8793,0.00952101,0.07,319125,7080480,337,4703,5040,3388
74301,63567,7783,0.00056263,0.005,2657414,2473820,3171,40650,43821,9281
8068,7164,27509,0.00056263,0.3,32525,59128652,2295,24973,27268,25835
28048,74855,22865,0.00041097,0.03,862884,51349575,17632,48293,65925,61197
129932,33956,3780,0.00952101,0.2,42007014,25671601,1318,494074,495392,353994
74912,1334,3484,0.00160539,0.27,160485,1255295,38,3318,3356,9640
5281,11567,38852,0.00047003,0.13,28713,58422940,13274,6993,20267,9063
33516,14747,19335,0.00108175,0.17,534712,48476577,11110,27566,38676,86110
51159,22716,2259,0.00160539,0.27,1865687,13857905,199,6611,6810,19250
29145,26837,12010,2.48E-05,0.2,19422,64466532,2615,31862,34477,4995
43985,51149,5612,0.00019487,0.2,438430,57413097,2298,31485,33783,23857
5833,13106,13574,0.00078778,0.23,60230,40921165,1690,3561,5251,8375
63829,65265,2883,0.00078778,0.2,3281826,37639716,1894,16468,18362,35894
37478,44058,20620,0.00163948,0.05,2707214,45424658,13670,100540,114210,119852
78377,82115,5569,4.64E-06,0.15,29862,68598327,15441,6255,21696,3571
43277,34415,10719,2.09E-05,0.17,31099,62713614,14002,6385,20387,5309
28925,32171,1179,0.02533638,0.25,23577756,9490568,147,40251,40398,42091
92588,76143,8287,0.00370564,0.01,26124739,6310421,8749,512561,521310,103475
19873,25286,15199,0.00082487,0.01,414516,3843351,2474,15450,17924,4286
42203,12804,3583,0.00296184,0.03,1600566,1376601,111,9772,9883,11066
143064,27390,4220,0.00182521,0.17,7152354,19651828,1077,115780,116857,117615
127324,14202,12459,0.00108175,0.3,1956124,53085074,2047,80885,82932,261416
52768,11598,4469,0.00296184,0.23,1812791,11924070,276,14949,15225,35701
31991,6296,36602,0.00047003,0.25,94679,57616614,1781,23332,25113,57248
74523,35337,6319,0.00108175,0.01,2848742,2233157,1907,33713,35620,13330
74610,26810,14303,0.00296184,0.17,5924737,65191887,2699,166760,169459,250366
97141,34028,686,0.00108175,0.15,3575866,3504419,83,6321,6404,9944
67016,70511,14954,0.00491597,0.01,23230088,10544468,10644,574583,585227,136721
18807,42546,7773,0.00296184,0.01,2370036,3307212,2359,24720,27079,10980
138930,71018,4653,0.00370564,0.13,36562006,42958652,2201,622152,624353,312380
71338,23827,8242,0.00108175,0.15,1838785,29459093,1739,34787,36526,85032
90385,90948,10324,0.00082282,0.01,6763959,9390426,6997,172498,179495,54106
140665,33115,8686,0.00082282,0.2,3832931,57534165,2125,132907,135032,218311
16385,32857,38118,0.00031941,0.05,171967,62624728,17286,28392,45678,35309
14432,16745,23501,0.00041097,0.15,99327,59033684,29263,8894,38157,20043
130997,97478,5628,0.00034241,0.1,4372373,54866216,13597,104790,118387,112922
102500,24094,2280,0.00491597,0.13,12140976,7142411,168,74390,74558,62418
23814,1018,48086,0.00952101,0.13,231013,6369073,196,21208,21404,71143
58322,77224,10797,0.00013363,0.05,601855,41691005,11962,23829,35791,24498
43302,45284,14962,0.00296184,0.005,5807920,3387749,4510,140869,145379,25726
84523,11011,1749,0.00370564,0.25,3449017,4815656,272,11785,12057,27403
100244,35635,8152,0.01084252,0.2,38732330,58104573,2251,789260,791511,681170
138303,18150,13971,0.00082185,0.07,2063103,17751906,4964,86732,91696,137062
103079,97058,3286,0.00160539,0.05,16061500,15947821,7515,148559,156074,68478
8177,95526,12402,0.00041097,0.05,321034,59238666,16223,22135,38358,10547
108745,75656,5691,0.00034241,0.01,2817126,4306203,3072,44821,47893,14394
17761,12482,19037,0.00108175,0.23,239836,54655392,1954,26982,28936,34431
94620,16968,5258,0.00034241,0.17,549754,15167798,335,11853,12188,32546
45204,27931,20154,0.00082185,0.03,1037685,16887692,5816,42801,48617,49066
94987,12224,14802,0.00078778,0.13,914710,23522693,1656,39403,41059,113319
20831,8682,41118,0.00013363,0.13,24169,46412372,2382,22834,25216,19098
62935,61032,3657,8.43E-05,0.1,323765,22324791,5304,5809,11113,8840
128013,44114,3058,0.00952101,0.23,53767513,31027824,1397,484021,485418,375175
59734,36977,34447,0.00078778,0.001,1740081,1273791,6126,101124,107250,4026
17742,94537,13252,0.00082487,0.05,1383598,62644673,16931,55433,72364,32006
108531,26544,12907,0.00082185,0.2,2367652,68524091,2710,102581,105291,214764
30683,7848,9094,0.00019487,0.27,46930,19272087,696,8674,9370,11681
79009,20012,10703,0.00015297,0.3,241869,64258202,1804,22334,24138,58486
53194,23394,40133,0.00163948,0.001,2040245,938898,4667,126833,131500,5460
136127,63170,15066,0.00082487,5.00E-04,7093277,475885,5202,369239,374441,3449
69415,51475,23755,0.00952101,0.01,34020846,12228430,13982,1286378,1300360,241296
51481,96219,1803,0.00082487,0.07,4086061,12147185,1592,12730,14322,13930
18541,84938,8146,0.02533638,0.01,39902020,6919739,11268,442788,454056,34302
19481,15649,13349,0.00015297,0.27,46635,56405375,1882,20471,22353,10640
32378,42098,3830,0.00015297,0.27,208509,43537357,1640,3763,5403,11394
35895,4748,11288,0.00182521,0.15,311112,8040481,230,8924,9154,30909
68204,96895,3091,1.65E-05,0.23,109109,68892016,14956,4938,19894,7097
113859,37739,2201,0.00108175,0.2,4648226,16613321,344,32563,32907,50078
124915,91892,7565,0.00056263,0.005,6458343,3476285,4857,165975,170832,20374
106020,59554,2520,0.00056263,0.27,3552434,40522244,1604,36821,38425,54572
61466,7681,18641,0.00491597,0.17,2321002,24341476,1310,73656,74966,176544
10038,78818,13331,0.01084252,0.005,8579132,5253717,7197,155216,162413,19527
101778,89470,6498,0.00047003,0.1,4280134,58141927,14797,70135,84932,127198
99276,24662,14700,0.00163948,0.13,4014099,47133065,11755,154550,166305,222505
77291,3698,16712,0.02533638,0.05,7242093,3090220,180,195461,195641,158371
109458,88928,14145,2.48E-05,0.01,241692,12579474,7616,39850,47466,3036
30002,45234,6709,0.00047003,0.23,637890,69803971,2499,43267,45766,27299
33160,76884,4814,0.00182521,0.15,4653375,55526158,13737,34254,47991,42191
34294,31500,4916,0.00160539,0.07,1734270,10840339,1462,12127,13589,22804
