lr,lc,rc,ld,rd,lnnz,rnnz
16373,50201,4946,0.00182521,0.27,1500282,67046013
94894,38406,18260,0.00056263,0.005,2050534,3506649
99800,51548,2799,0.00491597,0.25,25290368,36073125
123634,49862,11632,0.00952101,0.07,58694451,40602691
125515,3190,7085,0.00860544,0.27,3445808,6103267
31319,55795,4250,0.00047003,0.01,821372,2371878
45544,56987,4138,0.01084252,0.001,28141088,235859
147585,32187,9562,0.00019487,0.1,925723,30779834
4172,4894,19504,0.00056263,0.03,11489,2863657
139585,15272,981,4.64e-06,0.17,9891,2548588
27183,57750,27395,0.00082282,0.001,1291726,1582113
3227,39418,7149,0.00018467,0.001,23491,281838
139119,29911,8914,0.00013363,0.05,556073,13332028
10571,12663,28732,0.00013363,0.13,17888,47299624
75029,26943,9329,0.01084252,0.13,21918885,32677641
17872,7598,28813,0.00019487,0.005,26465,1094716
48704,10992,7246,0.00952101,0.3,5097250,23895136
23309,1698,31659,0.00296184,0.13,117255,6990171
39172,9624,32409,0.00296184,0.1,1116629,31192097
88406,55794,3539,1.651e-05,0.1,81436,19751062
43799,9635,29852,0.00108175,0.2,456550,57531041
103024,11697,1821,0.00182521,0.2,2199688,4260734
115651,34606,6316,4.64e-06,0.0005,18570,109296
115710,56200,11377,0.00163948,0.001,10661445,639414
118308,85873,195,0.00491597,0.005,49943737,83951
122032,37690,12624,0.00160539,0.05,7383840,23790740
5984,67282,9046,0.00018467,0.03,74353,18259470
914,15041,34206,8.429e-05,0.03,1159,15435198
45113,80109,25394,2.088e-05,0.001,75461,2034375
54732,22379,37025,0.00182521,0.07,2235705,58003571
140918,20767,5779,0.00082487,0.13,2413979,15603723
17714,14041,26522,0.00082185,0.0005,204418,186202
115730,95663,4107,0.00160539,0.005,17773483,1964505
42846,6454,5130,0.00047003,0.05,129992,1655705
82400,5867,4222,0.00015297,0.13,73954,3220741
137975,46485,3434,0.00031941,0.17,2048668,27139695
100391,52005,8461,0.00056263,0.13,2937436,57202694
11722,28204,2067,0.00491597,0.17,1625400,9911473
81672,36933,24744,0.00056263,0.03,1697128,27416921
15886,63899,6896,0.00019487,0.001,197827,440681
101786,68904,7647,0.00108175,0.03,7586899,15808170
74756,12005,22443,0.00013363,0.17,119927,45803927
75600,3807,16517,0.00031941,0.23,91931,14463524
46147,33655,29211,0.00018467,0.05,286811,49155313
1037,10222,27937,0.00019487,0.03,2067,8567564
43499,8871,1379,0.00860544,0.15,3320923,1836114
88556,11513,16348,2.088e-05,0.07,21289,13176350
72526,4910,7089,0.00108175,0.15,385285,5222035
115703,33423,230,0.00952101,0.15,36819554,1154000
6276,48937,5434,0.00163948,0.005,503548,1329852
118959,89819,4235,0.00108175,0.0005,11558353,190206
83111,21213,6539,0.00031941,0.13,563156,18034148
65826,44256,27530,0.00034241,0.05,997534,60919812
26460,64358,1887,2.483e-05,0.001,42285,121472
97603,81822,8722,4.34e-06,0.05,34659,35685611
27929,36865,27226,8.429e-05,0.001,86787,1003715
98963,42216,9718,0.00491597,0.005,20538686,2051499
31440,20516,1955,0.00082487,0.17,532098,6818964
63740,6498,4078,0.00047003,0.25,194705,6627133
28330,99711,3371,1.651e-05,0.13,46639,43700477
41948,20301,13037,0.02533638,0.15,21576833,39700095
50123,31127,313,0.00952101,0.005,14854771,48838
8430,12182,18886,0.00015297,0.05,15710,11503865
98653,55446,1919,0.01084252,0.23,59307777,24472206
40296,68242,23385,0.00019487,0.001,535876,1595882
45867,10421,20873,0.00108175,0.3,517079,65260751
107187,4789,18985,0.00860544,0.1,4417899,9093484
64034,19617,24574,0.00056263,0.13,706759,62670912
128689,72220,2123,0.00056263,0.01,5229126,1533449
63425,37988,4154,2.483e-05,0.3,59826,47346539
143220,48617,2626,8.429e-05,0.005,586919,638493
41162,7723,41063,0.00082487,0.2,262256,63434960
12205,36244,9868,0.00031941,0.05,141301,17883701
78112,3807,18814,0.00860544,0.27,2559606,19343772
66718,10108,26808,0.00182521,0.25,1230988,67749973
70526,5206,23238,1.651e-05,0.3,6062,36298378
34739,35640,7985,0.00015297,0.23,189396,65460022
31457,27152,5197,2.483e-05,0.25,21208,35280104
4919,6296,33584,0.00047003,0.23,14559,48638051
91537,22654,5613,0.00082282,0.27,1706278,34338473
56559,13642,19325,4.64e-06,0.23,3580,60638892
28024,73008,1245,0.00108175,0.1,2213292,9090358
136532,89437,14924,8.429e-05,0.001,1029272,1334786
9016,10774,45977,8.429e-05,0.05,8189,24769835
22003,84131,20707,0.00160539,0.01,2971812,17421929
134816,66083,2206,4.34e-06,0.13,38665,18953510
115250,4520,8577,0.00018467,0.25,96202,9693364
9226,15506,3000,0.00013363,0.2,19119,9305707
71255,63151,3934,0.00491597,0.25,22121134,62109511
53032,4444,30740,0.00019487,0.15,45932,20494511
148509,98719,1970,0.00082282,0.01,12063216,1945400
68251,39072,3195,0.00160539,0.3,4281164,37455654
17207,61579,6707,0.00860544,0.13,9118791,53692307
55585,25676,9929,0.00034241,0.17,488702,43343527
131041,28248,1039,4.64e-06,0.3,17176,8813393
84919,41950,880,0.01084252,0.2,38625422,7391501
28599,31263,32057,0.00160539,0.001,1435393,1002216
1130,226,18880,0.00296184,0.07,756,298742
81290,19604,20076,0.00018467,0.17,294294,66909421
89935,50871,17299,0.00082282,0.01,3764504,8800720
26656,31254,8373,0.00108175,0.01,901239,2617065
12791,34287,15453,0.00019487,0.07,85467,37090313
41127,57363,5546,0.00082282,0.001,1941175,318170
4936,34451,44555,0.00860544,0.01,1463661,15350059
113459,20667,8246,0.00108175,0.0005,2536644,85219
13955,40120,35900,0.00182521,0.005,1021956,7201834
22553,11008,18197,0.00163948,0.15,407045,30049322
93755,43586,6741,0.00034241,0.05,1399263,14692262
66893,8616,12314,4.34e-06,0.001,2501,106109
10567,3782,6489,8.429e-05,0.3,3369,7363336
144017,27141,5259,0.00041097,0.13,1606441,18556940
42728,26060,9790,0.00078778,0.27,877227,68889183
283,81734,15862,0.00015297,0.005,3547,6482715
140111,7273,14031,4.34e-06,0.15,4422,15307733
136782,44047,4592,0.00047003,0.07,2831919,14158709
3497,29763,2373,0.00034241,0.25,35642,17658226
120031,17203,7312,2.088e-05,0.05,43117,6290401
51456,3134,35540,4.64e-06,0.05,748,5570342
106922,85932,12496,0.00182521,0.005,16770296,5369104
68467,14780,17956,0.00082487,0.1,834734,26540477
57508,2185,20290,0.00034241,0.13,43031,5764365
46128,15960,31346,0.00370564,0.005,2728182,2501483
17207,18196,43517,4.64e-06,0.03,1452,23756101
10687,92784,15478,0.00015297,0.0005,151693,718063
137402,31170,4512,2.088e-05,0.03,89427,4219667
63971,4826,15486,4.34e-06,0.23,1340,17191975
18998,28532,7067,0.00952101,0.27,5161190,54447492
35762,7340,10613,0.00078778,0.1,206816,7791191
123596,9389,339,0.00019487,0.27,226138,859564
142069,85029,3215,0.00015297,0.15,1847902,41010575
51975,26852,1861,0.00034241,0.1,477904,4998457
13534,88732,12757,4.64e-06,0.05,5572,56599046
124313,51055,2501,0.00056263,0.27,3570935,34486238
66998,24589,21748,0.00056263,0.0005,926921,267398
40379,85615,793,0.00370564,0.13,12810756,8832600
113451,66160,3551,0.00013363,0.27,1003025,63449536
2081,31993,10122,0.00019487,0.15,12978,48580586
11743,11386,20328,0.00160539,0.3,214672,69441589
46203,73269,504,1.651e-05,0.001,55891,36989
5616,22646,4035,4.64e-06,0.2,590,18275658
30691,11452,23626,0.01084252,0.23,3810983,62231950
27932,15030,32116,0.00015297,0.001,64221,482715
69706,1546,12581,0.02533638,0.2,2731100,3891098
131400,10975,8081,0.00160539,0.2,2315320,17741035
30534,59010,12213,0.00013363,0.01,240780,7207441
19925,62199,2083,0.00160539,0.0005,1989700,64791
2280,2947,12989,1.651e-05,0.15,110,5742984
129576,89101,6743,0.00034241,0.07,3953261,42058218
116592,47508,2048,0.00082185,0.05,4552325,4867060
124749,81249,112,0.00056263,0.07,5702716,639368
34786,11343,40260,0.00952101,0.01,3757045,4566928
49194,68124,19827,0.00015297,0.03,512654,40522000
47898,57824,32279,0.00041097,0.005,1138277,9332639
48258,53608,18244,0.00041097,0.005,1063203,4890348
79769,26817,3329,2.088e-05,0.25,44667,22319244
43191,43768,19185,0.00082487,0.05,1559336,41985466
7041,91501,3354,4.34e-06,0.13,2796,39899254
72852,52430,5841,0.00108175,0.0005,4131981,153124
129588,11614,7345,0.01084252,0.13,16318657,11090846
80826,59056,5925,0.00370564,0.15,17688056,52493156
147596,60769,63,0.00047003,0.0005,4215904,1929
2323,30373,33486,0.00019487,0.0005,13755,508543
98029,9322,21161,0.00013363,0.05,122116,9863312
107598,42841,16164,8.429e-05,0.005,388554,3462590
38868,98262,12946,4.64e-06,0.005,17721,6360638
63438,59812,3043,0.00019487,0.15,739416,27308495
100255,13606,2537,0.00082185,0.07,1121081,2416704
143631,38336,8324,0.00041097,0.2,2262939,63828570
121848,18381,16075,0.00860544,0.23,19273800,67962502
58993,71063,15718,0.00082487,0.005,3458093,5585142
96034,2089,5802,0.00163948,0.25,329060,3031912
10314,6987,33829,0.00019487,0.25,14043,59094654
33448,44745,35978,0.00082282,0.001,1231479,1609888
47226,33738,4215,2.483e-05,0.3,39562,42665165
98981,47617,9181,2.088e-05,0.0005,98412,218606
47384,80942,14738,0.00078778,0.01,3021487,11929537
1339,22101,15039,0.00108175,0.05,32035,16620337
110709,12496,11229,0.00370564,0.03,5126750,4209762
80312,8397,13634,0.00860544,0.23,5803922,26334305
35660,42343,2134,4.64e-06,0.15,7006,13558206
29995,38522,7792,0.00163948,0.1,1894435,30019565
104937,8621,8034,0.00013363,0.0005,120903,34637
3587,2663,48907,0.00860544,0.17,82237,22149035
70828,79621,6113,0.00013363,0.0005,753601,243387
97928,20058,3760,0.00370564,0.23,7279028,17349684
118515,67633,38,0.00182521,0.05,14630246,130492
52007,60879,9065,0.00182521,0.005,5778881,2759479
17672,3423,30560,4.34e-06,0.005,262,523133
141329,50134,7951,0.00182521,0.005,12932439,1993273
10298,8087,10672,0.00082282,0.2,68532,17262983
23159,7342,27194,0.00018467,0.1,31403,19967936
128187,32225,1763,0.00491597,0.0005,20307557,28414
21032,44705,46251,0.00034241,0.005,321963,10338546
39914,16793,18144,2.483e-05,0.13,16643,39612256
104788,36815,7144,0.00082185,0.23,3170549,60493841
16045,48083,27959,0.00041097,0.001,317069,1344417
90419,40053,13205,4.64e-06,0.03,16804,15867811
147071,2679,14109,4.34e-06,0.17,1710,6426006
92473,2974,2058,0.00160539,0.03,441574,183713
75767,42141,15721,0.00491597,0.01,15696595,6625243
109231,16291,4210,0.00860544,0.001,15314077,68588
66028,21285,702,0.00047003,0.23,660603,3441260
35890,8563,38588,0.01084252,0.01,3332451,3304534
93561,13716,3452,1.651e-05,0.13,21187,6155654
89565,24004,7714,0.00078778,0.15,1693728,27777440
144752,5945,6223,0.00082487,0.15,709867,5549812
917,5316,676,0.00370564,0.07,18080,251588
38686,54776,5119,0.01084252,0.001,22976379,280445
24026,7890,20935,0.00013363,0.23,25333,37993377
23601,28446,35198,2.088e-05,0.01,14018,10012620
124307,19854,12983,0.00491597,0.07,12133125,18044595
66429,32330,13784,0.00047003,0.15,1009475,66849248
41103,61261,22781,0.00182521,0.01,4595950,13956539
41589,14083,5131,0.00082487,0.23,483163,16623603
2213,75723,21428,0.00047003,0.005,78799,8113047
39871,28363,10113,0.00860544,0.13,9731742,37290432
129123,5698,3288,4.64e-06,0.15,3414,2810715
56075,94017,1352,0.00082185,0.2,4332853,25425441
8475,88299,3440,0.00182521,0.07,1365986,21268281
110419,95292,10940,2.483e-05,0.0005,261266,521294
108928,47508,13492,0.00182521,0.001,9445555,641022
77993,22015,10992,0.00018467,0.0005,317095,121003
100356,23458,10339,0.00013363,0.03,314587,7276686
27001,15408,30256,4.64e-06,0.07,1930,32633259
107997,4130,4589,4.64e-06,0.27,2069,5117870
12772,12098,12397,0.00108175,0.1,167158,14999097
86552,11150,15645,0.00952101,0.03,9188921,5233672
26375,49678,37626,0.00047003,0.0005,615882,934604
95156,12279,17465,0.01084252,0.15,12668731,32169068
28497,9322,46546,0.00019487,0.15,51770,65089281
29626,68438,11027,0.00163948,0.001,3324231,754710
35083,43724,2650,0.00082282,0.01,1262207,1158827
37003,13942,20987,0.00296184,0.2,1528095,58523405
64530,9973,17713,0.00034241,0.07,220361,12365766
44181,36917,48489,0.00034241,0.0005,558486,895055
6547,74477,3997,0.00370564,0.001,1807124,297757
144061,89597,3883,0.00013363,0.001,1724841,347993
2866,39059,8711,0.00056263,0.15,62984,51041489
135370,51259,3619,0.00082487,0.005,5723775,927709
88270,4233,12697,0.00160539,0.2,599857,10750144
110624,94098,1506,0.00018467,0.27,1922338,38270969
111546,40443,2654,0.00952101,0.001,42952317,107345
73698,8855,514,0.00082487,0.15,538354,682856
77906,48318,16657,4.34e-06,0.01,16336,8048609
139637,80740,12930,0.00019487,0.005,2197054,5219934
32372,3025,535,4.34e-06,0.27,425,437278
6159,5309,36792,0.00860544,0.15,281399,29300692
42901,16536,11471,0.00078778,0.01,558866,1896882
140337,15957,12626,0.01084252,0.27,24280553,54398248
18251,3842,21825,0.00952101,0.13,667728,10902422
94516,30897,4341,4.34e-06,0.3,12673,40245321
88088,23757,2864,0.00056263,0.23,1177477,15651689
18623,97333,20230,0.00370564,0.01,6717280,19691097
74052,34823,6041,1.651e-05,0.03,42574,6311387
27848,18504,28435,0.00041097,0.07,211782,36834152
3582,34925,4342,0.00041097,0.25,51414,37913797
22215,10457,27844,0.00160539,0.23,372956,66969914
56636,41115,2032,0.01084252,0.005,25248347,417794
57189,23252,9708,0.00019487,0.1,259138,22573655
97457,83695,18214,0.00491597,0.005,40098311,7622479
14017,28538,5437,0.00019487,0.2,77956,31035352
67111,81937,14982,0.00041097,0.001,2259884,1227602
13545,11440,29336,0.00019487,0.13,30199,43630771
120364,18037,7756,0.00163948,0.23,3559476,32180574
36790,14324,20816,0.00047003,0.23,247712,68582680
20981,41983,41686,4.64e-06,0.01,4087,17501359
16325,60908,4022,1.651e-05,0.005,16417,1225087
123370,64499,2658,0.00082185,0.05,6539768,8572222
128221,83698,1759,0.00160539,0.17,17228878,25040348
32424,34387,3605,0.02533638,0.13,28250142,16119293
58215,32219,17123,1.651e-05,0.03,30966,16550960
138708,94387,14701,0.00296184,0.001,38777292,1387599
56189,15109,7580,4.34e-06,0.13,3684,14890753
66542,738,28660,0.02533638,0.27,1245490,5716753
64131,55992,4497,0.00860544,0.25,30900814,62949258
30914,21468,34413,0.00163948,0.01,1088082,7387931
62581,11845,19069,0.00082282,0.3,609950,67765646
109666,18300,4953,0.00082185,0.23,1649409,20849296
39829,6556,22803,0.00013363,0.3,34897,44855114
125299,5195,424,0.00108175,0.23,704262,506934
112522,47592,2350,0.00019487,0.13,1043585,14540712
78280,9302,25425,0.00082282,0.03,599171,7095450
64872,14743,30704,0.00160539,0.07,1535440,31687575
114553,13041,11789,0.00018467,0.13,275891,19987643
51306,45374,6356,0.00015297,0.23,356118,66338149
20102,65995,424,0.00296184,0.05,3929281,1400809
9523,65259,2602,0.00860544,0.23,5348496,39065762
43254,82056,1627,4.64e-06,0.001,16469,133582
137300,79061,3654,0.00163948,0.15,17796773,43336728
89316,87909,22959,2.088e-05,0.01,163944,20183445
75387,42203,22496,0.00041097,0.005,1307555,4747080
58922,3647,3136,0.00056263,0.2,120919,2288370
27783,40678,5297,0.00056263,0.15,635884,32326098
22847,32801,9905,0.00047003,0.15,352264,48736811
46686,24750,1122,0.02533638,0.27,29277338,7501371
80881,39171,8981,8.429e-05,0.07,267052,24627913
43123,4552,30634,4.34e-06,0.05,851,6972812
16696,13644,2563,0.00082487,0.25,187916,8743114
10185,46489,3515,0.00163948,0.2,776351,32683576
71119,2563,6213,0.00370564,0.001,675658,15929
60319,14823,23001,0.00047003,0.15,420283,51146051
10386,4779,42144,2.483e-05,0.001,1232,201439
26889,6591,24158,0.00034241,0.13,60694,20702484
85705,30002,15103,4.34e-06,0.15,11159,67971595
33678,13484,17115,0.00047003,0.005,213459,1153929
57390,409,13564,0.00163948,0.13,38556,722616
40661,29897,4537,0.00047003,0.3,571398,40696765
23600,914,27887,0.00296184,0.001,63933,25506
40618,12290,12722,0.00370564,0.01,1849937,1563676
39726,7232,34461,0.00108175,0.27,310820,67297400
2566,8233,40615,0.00182521,0.17,38564,56849660
59519,41495,1004,1.651e-05,0.25,40776,10422117
23971,61955,1132,0.00034241,0.13,508530,9124370
11930,6364,24948,4.64e-06,0.3,352,47638459
103146,77968,3947,0.00082282,0.1,6617217,30778739
101207,20288,2096,0.00163948,0.25,3366345,10631605
33844,52934,20209,0.02533638,0.0005,45391204,534879
39189,9552,1226,0.00296184,0.01,1108749,117133
92424,76852,5018,4.34e-06,0.01,30826,3857169
76058,3848,23872,0.00370564,0.23,1084780,21132639
48596,66232,8812,0.01084252,0.005,34898013,2918408
122760,29007,7821,0.00370564,0.01,13195673,2268851
476,35409,22301,0.01084252,0.03,182763,23690705
5813,13727,29773,1.651e-05,0.05,1317,20436513
54885,6203,9964,0.00082487,0.27,280840,16689473
72937,30851,14892,0.00082185,0.1,1849383,45945937
27540,68661,25647,0.00860544,0.0005,16272642,880497
12032,72299,2581,0.00082487,0.27,717580,50399633
25963,3880,40534,2.483e-05,0.27,2501,42470042
48194,3219,36514,0.00082487,0.17,127988,19984919
114517,41746,16872,0.00031941,0.001,1527015,704388
57694,13353,36819,0.00082282,0.07,633938,34417709
139933,8113,5902,0.00034241,0.0005,388744,23945
42427,27950,11336,0.02533638,0.15,30045320,47529990
88436,15226,16981,0.00952101,0.001,12820457,258559
60686,34217,8447,0.01084252,0.23,22515279,66483207
93481,47456,3246,0.00160539,0.27,7121942,41602910
30259,24547,35803,0.00019487,0.03,144746,26366359
117750,12666,7028,0.00034241,0.13,510716,11573474
60529,8992,16689,0.00031941,0.23,173858,34519174
138243,47620,2855,0.00082487,0.001,5430306,135968
91075,11903,11361,0.00078778,0.05,854041,6762243
120871,37560,13542,4.34e-06,0.05,19703,25432938
61909,17486,2854,0.00082185,0.17,889726,8485223
21199,2553,16611,0.01084252,0.17,586993,7211432
133811,73030,3168,0.00491597,0.3,48040266,69423371
38645,51784,25816,0.00082185,0.05,1644695,66845309
28736,17510,9795,0.00491597,0.01,2473619,1715306
121958,24867,3446,0.00860544,0.17,26098834,14570357
28040,18152,19425,0.02533638,0.03,12896727,10579143
10205,36293,9435,0.00370564,0.0005,1372532,171214
22289,1250,49420,0.00082282,0.2,22942,12364689
94362,50041,3421,0.00860544,0.3,40635549,51372129
119226,47295,1769,4.34e-06,0.23,24472,19244687
91093,5151,23345,0.00491597,0.2,2306828,24051478
102465,61379,357,0.00019487,0.15,1225586,3292905
129832,88233,3672,0.00078778,0.13,9024490,42119900
9995,54930,1310,0.00041097,0.17,225655,12238203
8431,36192,19803,0.02533638,0.07,7731259,50171180
81441,40889,24142,1.651e-05,0.01,54980,9871727
95285,1397,14239,4.64e-06,0.1,617,1989469
55326,6586,19380,0.00015297,0.2,55739,25528499
87651,85008,216,1.651e-05,0.25,123017,4606346
55581,17981,1454,8.429e-05,0.25,84244,6539584
40480,14891,3417,0.00056263,0.001,339167,50899
60134,37465,20427,0.00015297,0.05,344639,38266811
37598,9336,22637,0.00491597,0.01,1725750,2113616
94108,42271,1822,0.00078778,0.13,3133853,10014679
50819,38454,21011,0.00370564,0.07,7241782,56558891
14448,99507,2255,0.00015297,0.17,219937,38148623
87517,1207,6000,0.00047003,0.15,49679,1087003
25650,29315,11179,0.00013363,0.13,100484,42604769
46149,10219,22147,0.00013363,0.3,63025,67903287
37897,10771,20815,0.00163948,0.15,669244,33631397
27483,82917,2914,0.00013363,0.17,304522,41079951
80073,58439,25116,0.00370564,0.03,17340452,44034232
31568,2359,46102,2.088e-05,0.03,1555,3264030
44930,31851,6935,0.00019487,0.3,278876,66272097
107070,41826,7766,0.00013363,0.05,598441,16242222
6450,5053,13171,0.00860544,0.15,280481,9983670
3590,1172,41670,0.00013363,0.001,562,48873
79870,96931,16462,1.651e-05,0.03,127819,47872483
21615,12153,10611,0.00056263,0.27,147803,34821256
28871,19060,29935,0.00860544,0.005,4735593,2852930
