lr,lc,rc,ld,rd,lnnz,rnnz,sp_right_sm_todense,only_sp_smdm,sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
88618,85186,4158,0.00082282,0.005,6211553,1771071,2949,61762,64711,11797,2667,162813
20934,24889,3564,0.00160539,0.13,836506,11532585,358,5053,5411,12540,443,17103
132120,96192,6405,1.65e-05,0.05,209826,30806895,7749,27659,35408,6377,7910,35291
10790,12194,40234,0.00018467,0.13,24300,63785073,13931,7522,21453,8820,13596,12896
2722,44253,7025,0.00182521,0.15,219888,46638421,10298,6079,16377,4172,10079,13020
129536,95059,1952,0.00078778,0.17,9700462,31551020,1824,81077,82901,72505,711,141395
58225,64324,30532,0.00860544,0.03,32230464,58919556,25281,1607057,1632338,435324,9287,5270161
146306,88028,7276,8.43e-05,0.01,1085579,6405159,3987,31628,35615,8953,4037,80415
32462,15191,13139,0.00163948,0.27,808537,53896833,2225,36464,38689,69020,1537,62002
28228,11045,15236,0.00041097,0.2,128145,33659647,1709,18305,20014,30814,632,9310
29927,62586,11380,0.00182521,0.01,3418698,7122438,4903,57735,62638,24762,4461,222732
71474,69560,20116,0.01084252,0.03,53906672,41978567,23224,1798061,1821285,425777,6622,5826298
121477,76645,4221,0.00108175,0.2,10071912,64704944,2577,165724,168301,174168,653,302937
31675,6269,42255,0.01084252,0.17,2153149,45035833,1920,134080,136000,235241,1389,485021
13665,51673,35578,0.00296184,0.001,2091471,1838479,8932,110533,119465,5071,8573,420901
8068,7164,27509,0.00056263,0.3,32525,59128652,2295,24973,27268,25835,1189,8501
5833,13106,13574,0.00078778,0.23,60230,40921165,1690,3561,5251,8375,943,7691
74690,89120,1325,0.00952101,0.3,63375803,35445931,1300,137558,138858,203002,642,447124
149323,67547,4282,0.00015297,0.1,1542930,28927304,7053,33172,40225,51931,1194,67247
43685,44183,21364,0.00296184,0.03,5716843,28319082,10545,204657,215202,127256,4484,672265
42203,12804,3583,0.00296184,0.03,1600566,1376601,111,9772,9883,11066,87,32859
127324,14202,12459,0.00108175,0.3,1956124,53085074,2047,80885,82932,261416,380,182014
90385,90948,10324,0.00082282,0.01,6763959,9390426,6997,172498,179495,54106,5244,439988
140665,33115,8686,0.00082282,0.2,3832931,57534165,2125,132907,135032,218311,1462,252306
130997,97478,5628,0.00034241,0.1,4372373,54866216,13597,104790,118387,112922,2698,191580
84648,73824,13503,0.00370564,0.001,23157073,996878,8110,633444,641554,23818,7798,1783888
72704,18392,4955,0.00019487,0.25,260581,22786062,1064,11483,12547,24885,201,11201
8177,95526,12402,0.00041097,0.05,321034,59238666,16223,22135,38358,10547,17377,38151
108745,75656,5691,0.00034241,0.01,2817126,4306203,3072,44821,47893,14394,3987,117230
19520,28939,5171,0.00013363,0.15,75487,22446812,1420,3042,4462,3942,5323,4895
128013,44114,3058,0.00952101,0.23,53767513,31027824,1397,484021,485418,375175,284,1085258
17742,94537,13252,0.00082487,0.05,1383598,62644673,16931,55433,72364,32006,16706,135480
51052,10294,38208,0.00082487,0.07,433534,27534437,6706,45112,51818,88880,1913,113017
7046,8924,21673,0.00860544,0.07,541209,13540082,1773,14497,16270,20044,746,64627
136127,63170,15066,0.00082487,0.0005,7093277,475885,5202,369239,374441,3449,5136,832157
142708,11407,11904,0.00031941,0.25,519997,33950284,1329,33190,34519,117107,455,64221
19481,15649,13349,0.00015297,0.27,46635,56405375,1882,20471,22353,10640,11966,6487
32378,42098,3830,0.00015297,0.27,208509,43537357,1640,3763,5403,11394,9651,7860
68204,96895,3091,1.65e-05,0.23,109109,68892016,14956,4938,19894,7097,14957,7150
29075,18260,15175,0.00082282,0.17,436866,47109404,1999,34576,36575,55850,675,42597
101778,89470,6498,0.00047003,0.1,4280134,58141927,14797,70135,84932,127198,2877,195293
116778,87515,4430,0.00041097,0.17,4200087,65916071,2723,81129,83852,95474,767,138906
77291,3698,16712,0.02533638,0.05,7242093,3090220,180,195461,195641,158371,120,650920
109458,88928,14145,2.48e-05,0.01,241692,12579474,7616,39850,47466,3036,7988,57506
33148,22849,33330,0.00047003,0.07,356008,53309296,13167,45412,58579,62160,2946,98308
75009,26498,16496,0.01084252,0.01,21551351,4371284,6563,580925,587488,145648,1941,1920077
111072,80551,12379,8.43e-05,0.03,754142,29914794,10185,50375,60560,29777,9574,103630
32673,39568,49151,0.00031941,0.005,412947,9724260,10292,62700,72992,7110,9753,153624
94680,42028,2534,0.00031941,0.3,1271037,31950724,1112,16486,17598,40586,231,22779
86135,93982,1850,0.00163948,0.25,13271960,43475914,1786,57523,59309,74614,895,148503
129193,32001,2580,0.00160539,0.005,6637235,412842,128,56737,56865,7359,258,125325
13954,33818,38054,0.00082185,0.005,387836,6434699,6859,40601,47460,5194,6304,100969
21666,33248,5593,0.00952101,0.005,6858738,929873,370,54977,55347,10647,2272,197498
56321,36599,7429,0.00082282,0.2,1696088,54381734,2274,42588,44862,71123,614,72199
17885,32715,8291,0.01084252,0.25,6344550,67818889,16266,70504,86770,91338,1424,270277
95374,20504,8198,2.09e-05,0.17,40832,28578981,1748,16632,18380,4380,9944,16582
71664,10810,29819,8.43e-05,0.2,65301,64471618,14107,33977,48084,48612,659,50731
29238,38008,8068,0.00082282,0.05,914412,15333951,4305,18878,23183,25322,4295,50713
28673,37852,8958,0.00078778,0.07,855029,23738532,5980,22907,28887,35243,1681,46033
70936,12075,11426,0.01084252,0.05,9287952,6899502,332,171191,171523,114664,429,557143
126403,24422,11234,0.00491597,0.0005,15176022,137190,3631,520835,524466,3897,4987,1177499
54984,83377,6102,0.00034241,0.13,1569776,66141241,15104,18890,33994,56188,1067,59275
5809,84755,1876,0.00952101,0.27,4688257,42949093,1589,13383,14972,18919,875,48068
2649,84683,24624,0.02533638,0.0005,5684914,1042655,10277,194873,205150,3846,10245,751545
98886,8611,6183,0.00078778,0.17,670882,9052354,175,13248,13423,46085,119,31557
133625,11526,13352,0.00491597,0.25,7571851,38478673,1801,329594,331395,426845,572,713806
140006,72416,7045,0.00296184,0.1,30029388,51019636,18297,779620,797917,327001,2591,1537516
53373,79021,8062,0.00047003,0.01,1982397,6371423,4352,33177,37529,14101,5501,101943
62466,4438,32038,0.00108175,0.13,299930,18486882,1269,33532,34801,84903,289,71225
55439,80579,1561,0.00182521,0.27,8153832,33966424,1236,20372,21608,35777,659,67974
91142,12972,5935,0.00860544,0.25,10174449,19249592,430,138703,139133,185823,168,350765
63695,910,24354,0.00370564,0.27,214848,5985484,94,19367,19461,75294,62,39037
7102,52391,13348,0.00082185,0.07,305834,48953765,11827,15396,27223,10178,11255,23662
55589,12127,32021,2.48e-05,0.1,16738,38832786,9084,31207,40291,3854,8948,37078
147025,66880,218,0.00370564,0.2,36438004,2922724,63,29148,29211,19855,45,58924
104630,9380,10427,0.02533638,0.15,24867579,14672396,331,565623,565954,341557,262,627103
43142,34755,14831,0.00082282,0.03,1233770,15463876,5147,37399,42546,38376,5384,113368
54758,12540,25519,2.48e-05,0.13,17051,41604103,9199,28312,37511,4272,1604,24339
57762,16292,4668,0.00041097,0.23,386753,17495317,335,8408,8743,24319,404,12585
147112,7137,7651,0.00082282,0.17,863924,9283280,177,22805,22982,75155,123,56167
37196,29105,16987,0.00078778,0.005,852870,2472196,2917,27259,30176,4593,2667,88159
50918,55054,16409,0.00082487,0.07,2312356,63239497,16013,83356,99369,132713,4373,233533
117355,60103,17382,0.00108175,0.01,7630172,10447266,7862,402044,409906,99940,4513,910000
22975,2381,40471,0.00056263,0.2,30779,19273426,351,12276,12627,16051,208,18168
78246,20255,7759,0.00860544,0.27,13638659,42434269,1853,200484,202337,295477,329,560216
10160,10643,36369,0.01084252,0.13,1172463,50321986,11588,47179,58767,63426,11612,221102
41773,25567,33592,0.00491597,0.005,5250507,4294467,5307,270026,275333,54589,3251,921031
71370,29843,4520,0.00952101,0.1,20279199,13490858,1083,162903,163986,109000,269,491188
124279,58082,2980,0.00182521,0.13,13175139,22507337,1586,140587,142173,101269,351,284444
110918,77937,287,0.00370564,0.3,32034001,6729845,95,25870,25965,28751,87,62586
52755,19228,29793,0.00370564,0.005,3759071,2864446,3815,179294,183109,35975,2383,611447
41358,4737,34011,0.02533638,0.2,4964527,32227261,1557,251656,253213,330888,597,880993
109665,6151,15353,0.00034241,0.23,230997,21723744,1016,24394,25410,61576,204,41917
14650,69733,5863,0.00952101,0.07,9727138,28621998,9368,80707,90075,37847,8919,301506
25995,9051,12183,8.43e-05,0.3,19833,33083781,1205,12506,13711,4889,596,12926
51516,2445,32346,0.00163948,0.2,206540,15820150,791,23502,24293,80163,172,51398
32152,41437,13492,0.00056263,0.01,749593,5590941,3655,23815,27470,9099,3663,68031
80562,96020,7597,0.00082487,0.05,6380934,36477889,11011,109329,120340,115349,3550,307109
102293,92149,15717,0.00031941,0.03,3010847,43449860,15523,139045,154568,117930,6836,171160
39842,1425,32746,0.01084252,0.3,615624,13999723,505,35894,36399,152135,111,115957
7929,9555,22561,0.00296184,0.15,224421,32336795,1514,8424,9938,18920,7350,29925
78524,34189,1356,0.02533638,0.27,68020463,12526240,329,156229,156558,188039,282,187206
62222,59948,419,0.00952101,0.03,35514661,754069,68,23282,23350,5833,55,80045
42429,42459,21720,0.00163948,0.005,2953623,4611198,5602,100520,106122,25055,4768,359834
74122,41736,4434,0.00182521,0.07,5646540,12956914,5082,49504,54586,51100,1380,148751
44352,1690,29775,0.00047003,0.27,35251,13594279,322,13580,13902,19569,279,21025
99651,19936,9663,0.00370564,0.23,7361879,44311901,1646,186192,187838,271436,460,451656
70521,19135,12614,0.00370564,0.2,5000685,48278074,11667,113380,125047,222126,1269,349495
79855,32646,1287,0.01084252,0.03,28266198,1261417,113,65778,65891,18329,104,197454
112408,39653,3825,0.00013363,0.03,595644,4550693,1761,10558,12319,5447,1743,12566
5814,74342,3779,0.00160539,0.15,693896,42147719,2044,6581,8625,5512,1447,17948
78857,9775,6845,0.02533638,0.15,19530045,10037439,625,223636,224261,205157,146,716857
89328,58272,4475,0.00296184,0.005,15417465,1304133,3962,157031,160993,24984,946,405243
96243,11699,14317,0.00034241,0.27,385553,45227519,1851,31069,32920,106502,621,49152
83857,28676,21086,2.48e-05,0.05,59708,30233289,8452,32031,40483,4931,8401,36929
42629,10613,23673,0.00296184,0.005,1340071,1256277,1774,48493,50267,11341,1507,174917
31340,38485,10214,0.00860544,0.15,10379285,58966077,15689,157551,173240,148568,770,543398
120984,19029,15410,0.00491597,0.17,11317650,49853150,2077,558283,560360,493935,1506,1216149
31416,31011,14088,0.00182521,0.13,1778248,56798857,3154,61996,65150,76516,956,137527
138756,92150,2193,0.00034241,0.27,4378237,54579993,1720,55775,57495,62037,1040,86507
81030,77505,13691,2.48e-05,0.05,155941,53058717,14594,42930,57524,9565,12858,51303
101444,16282,11489,0.00182521,0.01,3014850,1870724,1772,89134,90906,25286,829,226179
34601,31225,3279,0.00860544,0.25,9297808,25597661,987,45269,46256,55857,528,156713
26551,1524,12511,0.00163948,0.15,66361,2861140,73,4015,4088,7907,52,7948
17421,3158,39206,0.02533638,0.15,1394308,18576760,1097,68101,69198,110472,399,278989
39883,47133,23406,0.00108175,0.001,2033552,1103223,5554,74286,79840,3267,5646,269512
72801,50658,5087,0.00952101,0.1,35113312,25772572,1535,305298,306833,188873,487,925619
120986,60571,3701,0.00015297,0.23,1121006,51573176,1908,32465,34373,56019,472,34830
83522,10329,5803,0.00013363,0.25,115287,14986207,642,7778,8420,11870,309,12390
7300,20423,36760,0.00491597,0.05,733007,37538078,10156,49636,59792,39997,8875,162760
108906,15711,17154,0.01084252,0.15,18552295,40427531,1894,844903,846797,676572,1371,2024098
75829,19839,6834,0.00047003,0.23,707123,31187796,1353,16901,18254,56670,283,33238
132886,46334,10865,0.00041097,0.13,2530438,65450372,15425,99769,115194,208418,2551,213491
88271,43157,2548,0.00860544,0.23,32782779,25300589,1063,183288,184351,182443,575,494181
80589,17498,3604,0.00082487,0.1,1163260,6306695,524,10013,10537,25353,328,29122
147238,54911,7528,0.00296184,0.005,23946767,2067108,6237,676385,682622,69058,1791,1307578
65896,58582,31178,0.00041097,0.01,1586481,18265074,11603,103810,115413,43071,10288,317329
35502,24051,4006,0.00370564,0.005,3164192,481860,1289,18176,19465,3600,1304,68167
15716,2209,30840,0.00491597,0.23,170693,15671446,232,12087,12319,49719,153,31245
92784,3657,10555,0.00491597,0.07,1668300,2702430,135,36429,36564,69169,85,110946
48234,38463,11680,0.00491597,0.15,9120364,67391809,17831,167870,185701,185310,894,567868
15945,4543,23783,0.01084252,0.17,785460,18368965,1081,27496,28577,54377,1350,106741
108206,17348,17904,1.65e-05,0.15,30993,46592178,10593,32045,42638,7177,1598,30245
134344,70936,12491,0.00370564,0.03,35314202,26582231,15813,1552728,1568541,337141,4096,3174760
61415,6437,15333,0.00860544,0.25,3402262,24677007,983,89064,90047,181503,283,283926
145427,2617,6079,0.00370564,0.25,1410590,3978226,71,24438,24509,94940,46,63564
3304,87024,2203,0.00370564,0.13,1065607,24929437,1744,5461,7205,3806,410,15866
39809,16387,8566,0.00182521,0.07,1190744,9826828,439,17921,18360,33282,1131,61166
22084,19077,47798,0.00163948,0.005,690756,4559461,5027,53955,58982,11610,4671,192023
63427,28680,20661,0.00082487,0.05,1500565,29629834,8476,64903,73379,107419,2882,190964
48188,4012,28849,0.00108175,0.01,209165,1157612,1006,18997,20003,3651,854,46310
126406,52269,6702,0.00047003,0.17,3105554,59560352,2471,79255,81726,145200,1797,155580
127148,16270,4320,0.00108175,0.2,2237850,14058140,615,26738,27353,77931,152,68895
140433,42083,8565,0.00860544,0.13,50857044,46859173,2469,1424733,1427202,687641,1547,2999027
60333,88658,1913,0.00041097,0.27,2198308,45797142,1847,7878,9725,20852,374,26344
58182,38661,6290,0.00019487,0.15,438343,36481471,1736,22487,24223,31320,474,21228
133909,29650,11143,0.00952101,0.17,37802616,56171555,2451,1303947,1306398,816153,1678,2803943
90314,79836,19085,0.00082185,0.03,5925899,45711071,15885,278657,294542,206115,7087,730775
102978,88696,1633,2.48e-05,0.25,226792,36225958,1539,3404,4943,7365,360,5520
143145,6771,14880,0.00013363,0.25,129536,25192654,1025,27596,28621,39018,243,39361
27990,14511,16266,0.00163948,0.13,665920,30686207,1621,28554,30175,55084,590,62377
63926,58698,21431,0.00047003,0.03,1763726,37740518,12720,86094,98814,101397,5870,245909
117129,37728,9504,8.43e-05,0.1,372484,35857637,8341,31138,39479,34186,1032,29814
54745,18215,8454,0.00163948,0.3,1634891,46202415,1791,37951,39742,80632,559,76469
88155,79258,19942,0.00018467,0.005,1290299,7903096,8508,71163,79671,14398,8690,198703
136233,91496,888,0.00082185,0.05,10244319,4062949,209,35740,35949,18203,411,71834
147930,31432,996,0.00031941,0.07,1485205,2193518,303,5399,5702,9109,219,13536
