lr,lc,rc,ld,rd,lnnz,rnnz,sp_right_sm_todense,only_sp_smdm,sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
43659,47194,33980,2.09e-05,0.03,43023,48110586,16138,45903,62041,4012,14776,58407
82597,83646,2519,0.00013363,0.03,923240,6321702,2253,9988,12241,5640,2203,20928
33895,53317,26714,0.00370564,0.01,6696942,14243336,9908,280837,290745,92404,7007,940945
124226,83003,2310,0.00370564,0.23,38209922,44118447,2102,312134,314236,224158,442,627928
116115,98118,11052,0.00031941,0.05,3639059,54223806,15441,131108,146549,150395,5345,335026
66177,6349,17332,0.00952101,0.1,4000474,11004602,979,117138,118117,158641,324,373265
110661,20042,1144,0.00031941,0.23,708415,5275053,238,3864,4102,12804,137,6871
106078,18553,6299,0.00018467,0.17,363448,19870443,1072,16240,17312,30888,930,29729
95437,99103,2109,0.00296184,0.25,28013575,52252550,1746,156278,158024,155610,1094,349853
84667,17519,6750,0.00160539,0.2,2381336,23654003,1116,39785,40901,97186,368,96990
76873,97636,16492,0.00370564,0.03,27813025,48309209,21021,758392,779413,275059,7520,2508700
32360,2665,45187,0.00031941,0.07,27555,8432644,384,15278,15662,8023,506,23679
147394,27458,5779,0.00041097,0.2,1663311,31738071,1715,37904,39619,111812,323,75733
56692,88821,2138,0.00860544,0.2,43333045,37984798,1821,141707,143528,137663,498,478550
92509,84398,3068,0.00370564,0.13,28932221,33670638,1736,227271,229007,138693,13384,531111
139925,7761,5943,0.00182521,0.2,1982194,9226373,229,32392,32621,98226,105,85717
8213,29864,12338,0.00860544,0.1,2110867,36848979,8753,31597,40350,26626,8717,137046
79098,33153,27005,0.00296184,0.03,7767106,26859588,10341,375972,386313,258493,4139,1155489
29129,30290,17065,0.00182521,0.07,1610458,36185243,9427,52251,61678,70980,2378,151100
88999,13706,10833,0.01084252,0.0005,13226192,74244,253,312668,312921,3125,235,822523
141319,77728,4482,0.00296184,0.05,32534593,17419100,10929,517638,528567,154983,1679,1035063
144418,7770,9316,0.00056263,0.3,631369,21718658,834,28369,29203,115501,162,53416
33410,61523,6558,0.00491597,0.001,10104867,403493,3170,96017,99187,3650,3679,343975
4614,77191,1977,0.01084252,0.17,3862101,25955135,1478,10540,12018,10112,783,40826
149498,24663,3553,0.00056263,0.15,2074507,13144557,346,23376,23722,63658,200,57461
137841,16598,5004,0.00182521,0.23,4176065,19105917,801,73356,74157,124723,181,152258
105169,78939,2704,2.09e-05,0.23,173346,49111665,1671,23063,24734,8876,10318,7369
115721,77929,1260,0.00019487,0.15,1757358,14735341,349,5965,6314,18148,932,17815
145403,12494,13366,0.00952101,0.05,17296615,8350087,1386,724115,725501,296666,570,1588258
54821,11573,4809,0.00860544,0.15,5459856,8349149,175,42089,42264,49837,297,137065
22290,3628,41455,0.00056263,0.27,45499,40608411,1561,23056,24617,44552,534,19101
70266,23925,8549,0.00182521,0.23,3068395,47046079,1595,61616,63211,135220,1092,152603
108176,10277,16847,0.02533638,0.01,28169438,1731551,330,1046768,1047098,195786,241,1219710
45554,44248,4608,0.00370564,0.23,7469617,46903538,1439,74242,75681,80066,1068,195790
39684,35674,39856,0.02533638,0.0005,35870059,710931,12550,2049867,2062417,44884,10804,7503112
145742,7273,5457,0.00041097,0.15,435646,5954690,132,11524,11656,27591,92,24668
104935,30190,2283,0.00160539,0.2,5085929,13788125,286,34394,34680,49699,372,78718
48661,61929,2487,0.00047003,0.1,1416474,15405282,1447,6383,7830,18750,636,22355
104636,18989,7540,0.00034241,0.15,680376,21477432,1269,23942,25211,63377,289,45176
99120,5167,1758,0.00182521,0.15,934917,1362866,72,4727,4799,14781,33,12013
5977,61918,23382,0.00860544,0.03,3185260,43435153,15387,103455,118842,31954,13891,407728
13856,26984,16641,0.00491597,0.005,1838207,2245358,2883,39979,42862,10679,2684,169514
73949,38630,8852,0.00047003,0.15,1342750,51297811,11968,44968,56936,89912,1360,75818
124497,22197,8624,0.01084252,0.15,29963611,28716034,1894,756963,758857,490478,423,1760519
11974,96365,2108,0.00082185,0.1,948369,20321664,4998,5377,10375,4281,5036,13501
113741,52296,7952,4.64e-06,0.13,27600,54062954,12650,31803,44453,3114,2111,37494
62475,50142,11853,0.00108175,0.05,3388772,29718924,8517,80268,88785,106456,2918,241329
86495,75793,20085,0.00182521,0.0005,11965655,761169,8795,528523,537318,10871,8783,1460959
67778,67468,17886,0.01084252,0.03,49582161,36203817,21693,1430273,1451966,354393,5666,4727456
73727,50453,6133,0.00108175,0.01,4023863,3094590,2564,46393,48957,17650,2245,144060
134395,43005,4828,2.09e-05,0.25,120680,51907729,1736,25594,27330,23945,430,20076
51691,40676,21979,0.00491597,0.0005,10336477,447028,5503,357254,362757,8025,5563,1185490
23823,4098,31372,0.00082185,0.13,80255,16717387,1163,14660,15823,25260,321,24623
134593,43061,8367,0.00108175,0.13,6269567,46841184,12142,188265,200407,205587,1827,378241
1845,30962,44492,0.00952101,0.005,544057,6888066,7506,41238,48744,5525,7210,141780
47220,24989,19836,0.02533638,0.05,29897665,24784903,2747,881988,884735,266948,2428,3006991
118043,87390,12550,0.00182521,0.0005,18828527,548385,7886,706167,714053,7686,7774,1589000
83322,26300,2170,0.00491597,0.25,10773141,14271019,582,48066,48648,69791,439,133094
17336,18634,23391,0.00078778,0.1,254495,43587966,10129,28449,38578,38387,1316,39233
64413,10721,10525,0.00031941,0.03,220582,3385353,933,10179,11112,4762,1310,21088
75825,41469,9371,0.00034241,0.13,1076679,50521505,11588,38378,49966,89502,1595,66745
109046,21660,1643,0.00163948,0.03,3872500,1067990,90,17736,17826,13104,360,43850
117887,43943,2704,0.00015297,0.17,792452,20207540,1154,14462,15616,29899,250,18511
117867,21275,9275,0.00018467,0.13,463104,25653800,1947,24610,26557,45113,1823,49129
90185,32471,5210,0.00047003,0.01,1376457,1691889,1377,17102,18479,5592,1240,49944
144112,87176,13029,0.00082487,0.05,10363023,56795187,17155,509582,526737,303187,5499,1050434
22530,10253,48658,0.00160539,0.03,370866,14967638,4765,36691,41456,38712,2337,112109
26419,12879,25452,0.00056263,0.1,191449,32781952,7639,24685,32324,36210,1451,40757
40505,12378,27829,0.00041097,0.2,206065,68898718,2688,42474,45162,80420,1630,25462
124839,80742,12194,4.64e-06,0.05,46770,49230041,13468,38662,52130,3095,12209,49356
46389,21677,12584,0.00082185,0.17,826472,46376622,1925,34539,36464,74011,709,62307
88987,57897,16601,2.48e-05,0.03,127927,28835533,9691,37294,46985,5342,9218,49450
74393,61781,3466,0.00182521,0.23,8388939,49256590,1676,71328,73004,93399,437,157782
70243,18581,15137,0.00056263,0.13,734374,36566022,8572,38609,47181,88137,1440,77433
99551,65462,1370,0.00860544,0.15,56081368,13457341,460,185531,185991,116223,234,472963
101995,21211,15495,0.00018467,0.15,399527,49303159,11033,43004,54037,78032,1142,65043
105828,74577,396,0.00056263,0.2,4440503,5911526,107,4464,4571,7926,109,12497
53857,9873,23597,0.00160539,0.13,853679,30288539,1575,45500,47075,127934,1197,118489
46060,31593,12477,0.00296184,0.15,4310071,59129895,2767,105406,108173,121873,1095,284582
3325,56230,3560,0.00296184,0.23,553791,46047145,2134,4745,6879,4584,1033,12925
141148,75771,13011,0.00160539,0.05,17169578,49293225,16644,827216,843860,351382,4737,1647627
30866,17183,18656,0.00078778,0.05,417827,16028511,4321,21655,25976,29220,1442,54496
47902,10258,40635,0.00860544,0.07,4228743,29180178,7747,263526,271273,262452,2054,895875
64348,19672,7712,0.00370564,0.2,4690976,30345813,1590,69520,71110,110950,311,193783
70750,40157,28409,8.43e-05,0.03,239480,34225737,11672,50324,61996,16552,15863,84519
20235,42466,12237,0.00182521,0.03,1568424,15590396,5272,28007,33279,26522,5204,114418
138381,26832,9184,0.00018467,0.27,685694,66541578,1987,43440,45427,125825,1291,58298
78519,15235,6040,0.00082487,0.17,986777,15644394,886,15202,16088,56863,223,38015
39045,50871,3696,0.00082282,0.25,1634351,47005874,2107,9559,11666,32010,781,34758
61837,15728,14842,0.02533638,0.13,24642471,30348225,1473,557502,558975,415586,1186,1869468
47667,89081,10811,0.00491597,0.01,20874712,9631434,9681,347351,357032,69247,8064,1168238
94340,10152,16472,0.02533638,0.1,24266025,16722661,1585,839718,841303,489409,332,962510
40319,72941,2948,0.00108175,0.05,3181408,10754886,3683,14466,18149,15681,3576,53022
52172,6086,36193,0.00056263,0.13,178653,28636974,6732,28872,35604,67004,1121,58368
127748,32756,8112,0.00082487,0.2,3451691,53149283,12622,94030,106652,195856,1393,214572
89116,9732,5599,0.00019487,0.13,169010,7084026,171,7298,7469,10127,306,12887
9247,4600,6508,0.01084252,0.15,461280,4491926,103,3773,3876,7696,83,16290
74347,55846,7870,0.00952101,0.01,39531852,4395439,9793,528217,538010,100093,1966,1668677
39955,23735,3557,0.00296184,0.27,2808903,22801970,887,14226,15113,31345,1022,54641
144711,3562,11177,0.00082185,0.27,423709,10752194,222,22519,22741,84222,96,47609
41058,5686,11014,0.00108175,0.05,252587,3132040,551,8077,8628,10037,130,20858
96518,11880,20321,0.00047003,0.01,538974,2414244,1725,35467,37192,8353,1605,89347
60641,8346,26013,0.00860544,0.07,4355582,15198445,4795,180726,185521,204435,1085,612053
131345,20463,9563,0.00182521,0.27,4905692,52839445,2313,165338,167651,265773,784,344783
143107,69551,6835,4.34e-06,0.13,43197,61802128,14648,32032,46680,3926,2449,35055
2876,2397,49094,0.02533638,0.27,174729,31776040,1241,10239,11480,23192,7093,46333
47130,68204,3695,0.00013363,0.25,429558,63007579,2142,6244,8386,31808,537,13699
4962,7533,42916,0.00860544,0.2,321745,64663565,2424,49235,51659,49579,665,76678
24229,6527,12155,0.00952101,0.25,1505806,19835018,802,28941,29743,48706,178,97842
11245,56010,8073,0.00019487,0.13,122741,58786002,13536,7276,20812,7970,13034,12019
113381,42933,4233,0.00860544,0.07,41890630,12722307,1602,497392,498994,185512,658,1137366
99329,63754,3157,0.00031941,0.15,2022723,30194512,7386,14775,22161,47175,487,46165
126359,94113,1349,0.00031941,0.13,3798479,16514541,1245,16151,17396,32680,542,38709
64180,3726,23916,0.00296184,0.13,708381,11586162,338,36337,36675,116156,218,103831
113464,39310,12161,0.00491597,0.1,21926787,47808862,3216,789097,792313,416693,2397,1754542
52836,68274,4864,0.00952101,0.001,34345805,332133,7714,263691,271405,9288,7853,877427
40403,90904,2211,0.00160539,0.3,5896288,60302294,1717,21084,22801,37877,1048,71788
141685,11046,7196,0.00041097,0.15,643231,11925181,866,19300,20166,53239,168,42764
77620,23824,7966,0.00018467,0.03,341503,5693951,2249,12598,14847,7924,305,25997
7002,34276,7315,0.00015297,0.27,36713,67699271,2174,3060,5234,4839,1320,4686
140966,54271,5749,2.09e-05,0.13,159741,40567960,9334,23356,32690,20061,608,25551
32906,3914,31697,8.43e-05,0.2,10858,24816783,1204,16498,17702,5068,316,17386
137955,35382,14524,0.00078778,0.1,3845302,51389721,13160,199134,212294,276094,2595,437749
130389,74520,2007,1.65e-05,0.2,160423,29926512,1439,12886,14325,5409,772,11857
98260,16174,8581,0.00491597,0.13,7813044,18043845,1286,172995,174281,165157,474,420081
15559,17880,12488,0.00015297,0.17,42558,37963300,8604,4286,12890,6444,1162,18020
123371,30844,8668,0.00160539,0.13,6109075,34757461,9252,173106,182358,198590,1356,377116
27298,79766,4489,0.00163948,0.01,3569962,3581339,3058,25667,28725,11252,2797,89637
5226,6183,36112,0.00296184,0.2,95718,44659764,1814,6759,8573,19148,9792,22029
106799,17837,15074,0.00952101,0.2,18137811,53778313,2055,720904,722959,555376,1383,1730856
14070,53083,14692,0.02533638,0.01,18924549,7799590,8489,376718,385207,35437,7876,1439452
88232,60784,23716,0.00182521,0.001,9788985,1441623,7821,526233,534054,17520,7752,1410079
58590,32693,7041,0.00108175,0.13,2072146,29926629,1632,34854,36486,57292,1112,82174
29902,28984,38266,0.00108175,0.03,937572,33274410,11468,70277,81745,76994,5176,217923
84201,22342,9230,0.01084252,0.2,20397716,41245006,1550,391455,393005,385863,1077,1042581
2931,62754,8260,0.02533638,0.07,4661285,36287038,9691,51134,60825,24041,9962,200444
49865,41784,1999,0.00082282,0.27,1714412,22559740,369,5841,6210,16648,449,24767
39010,9078,33934,0.00370564,0.15,1312402,46212117,10630,79431,90061,189461,1583,241991
110072,20278,11682,0.00860544,0.2,19208585,47382558,1792,621006,622798,444126,1227,1419988
59470,41601,16892,0.00041097,0.01,1016753,7027616,4463,38478,42941,14283,4567,111859
73733,72452,704,0.00047003,0.3,2511000,15312633,536,3234,3770,9113,158,11516
43133,62942,2652,0.00047003,0.13,1276096,21701382,1546,6466,8012,19887,684,20810
36458,44661,39969,0.00952101,0.005,15503072,8925613,12333,934983,947316,138056,7175,3176011
48803,4118,39748,0.00047003,0.15,94477,24556103,1508,28241,29749,45468,588,43682
141588,21428,3550,0.00018467,0.1,560287,7608172,289,9834,10123,17138,476,21584
63548,45979,19191,0.00056263,0.05,1643964,44120881,12343,72080,84423,117006,4252,202891
26703,74691,22749,8.43e-05,0.01,168118,16992017,10468,38779,49247,3553,10506,56702
63747,46730,22053,0.00082185,0.005,2448262,5152867,5745,94304,100049,19598,5958,311427
131722,73298,2970,0.00034241,0.07,3305963,15243092,4547,35055,39602,44417,1085,78642
33185,86416,16935,0.00952101,0.001,27304208,1463532,10852,680854,691706,24813,10188,2369563
109228,25348,5275,0.00163948,0.13,4539417,17384897,1224,71297,72521,93938,435,160415
147751,75258,10129,0.00031941,0.005,3551712,3811632,4541,128220,132761,14374,4704,294244
32314,2144,8760,0.00296184,0.15,205221,2817707,73,4814,4887,14211,551,12748
139897,49460,2960,0.00182521,0.05,12629356,7321594,1291,142512,143803,70782,466,275669
83826,30839,11021,0.02533638,0.17,65497623,57781073,2672,1372056,1374728,1055493,680,3917770
113894,7882,5236,0.02533638,0.13,22745018,5365824,166,285441,285607,162839,96,301817
142464,94820,844,0.00160539,0.3,21686349,24010189,808,69522,70330,70138,439,138342
119561,1522,6054,0.01084252,0.17,1973556,1566962,70,27729,27799,71045,34,80668
71571,86576,17575,0.01084252,0.03,67184552,45649148,27765,1948960,1976725,455431,7278,6344489
53559,66856,3035,0.01084252,0.0005,38825420,101458,1211,186126,187337,3125,880,604805
81724,58758,3114,2.09e-05,0.25,100265,45750072,10620,3911,14531,6319,970,15494
59148,13274,9381,0.01084252,0.005,8513016,622645,184,132249,132433,26554,345,424570
100118,11748,9226,0.00182521,0.25,2146861,27099502,1219,55592,56811,152398,235,135648
112858,36186,11984,0.00031941,0.13,1304471,56380562,12867,60434,73301,154425,2229,121227
33442,7980,13858,0.00041097,0.23,109680,25436471,1098,14760,15858,25018,362,7927
127953,32276,13165,0.00370564,0.13,15304082,55241997,16102,679207,695309,399589,2177,1404512
7814,59894,5017,0.00047003,0.07,219995,21037113,5326,5512,10838,3822,5168,8869
39260,76247,5278,0.00056263,0.15,1684267,60366717,13619,16575,30194,29867,13389,52737
84252,55455,8994,0.00013363,0.07,624351,34917097,8517,30762,39279,36571,1905,61989
104484,3891,5277,0.00491597,0.13,1998911,2669932,127,25872,25999,58553,56,70001
50720,6003,36444,0.00108175,0.17,329375,37192673,1617,43212,44829,134107,1147,85870
47679,20880,10732,0.01084252,0.05,10794459,11205034,5452,187032,192484,83706,1121,610004
23231,3666,17528,0.01084252,0.15,923543,9640168,267,23470,23737,51971,143,87796
131503,46495,3807,0.00019487,0.27,1191490,47802468,2090,30850,32940,69208,692,38575
42661,98275,810,0.00082282,0.3,3449722,23882852,841,4908,5749,11151,435,16124
41526,6876,37572,2.48e-05,0.17,7090,43921099,9862,21326,31188,3534,1357,30719
73264,36226,14057,0.00860544,0.05,22839600,25462876,11191,536907,548098,254696,2513,1729985
109787,84007,12567,0.00082185,0.005,7579868,5278713,7366,287485,294851,39415,5645,673062
92892,29227,5911,0.00015297,0.23,415318,39742536,1718,22950,24668,49584,389,23075
12871,12566,48371,0.00078778,0.1,127428,60786423,14210,39145,53355,47300,1546,67548
12971,33483,15175,0.00182521,0.13,792721,66058274,15136,19275,34411,27075,14543,69629
77879,63025,11611,0.00013363,0.05,655911,36592561,9849,37782,47631,29292,9044,75373
41815,28148,4767,0.02533638,0.3,29821998,40258047,1381,207516,208897,247776,294,718715
115202,59641,6193,0.00160539,0.03,11030405,11082500,5946,212349,218295,97268,1727,466523
50522,8252,10560,0.00296184,0.05,1234850,4357242,260,22221,22481,36522,179,73017
35557,50527,33258,0.02533638,0.005,45519939,8402353,16185,2244357,2260542,174933,7344,7688832
86521,33964,16898,0.00370564,0.1,10889559,57393292,16040,421135,437175,332223,2879,1059022
7293,88117,3594,0.00015297,0.15,98310,47505746,10496,3821,14317,3486,10299,5971
26691,23258,14148,0.00041097,0.03,255133,9872247,3389,14114,17503,7660,3250,28946
116613,13871,7347,0.00082185,0.07,1329414,7134207,285,25648,25933,48013,262,70933
146723,50138,9134,0.00031941,0.13,2349750,59535716,13810,86127,99937,179105,2347,172021
12390,12503,17078,0.00056263,0.15,87166,32030299,1504,17567,19071,12458,1104,18269
146067,6562,7358,2.48e-05,0.25,23801,12072634,182,10154,10336,3023,267,11790
105587,27508,4739,0.00078778,0.07,2288163,9126957,1237,28367,29604,46523,275,74781
125857,42282,11878,0.00108175,0.13,5756540,65294101,15849,242265,258114,279746,2563,490901
128261,9592,15190,0.00034241,0.27,421271,39342141,1546,40058,41604,128722,525,66028
25669,4966,8747,0.00082185,0.2,104775,8688468,371,4782,5153,12479,240,9104
40058,38153,33365,0.00108175,0.005,1653316,6365225,6987,88492,95479,19656,6999,315380
22717,23456,9074,0.00078778,0.27,419776,57471245,1782,30435,32217,34994,450,23537
130451,3348,5445,0.00056263,0.27,245799,4923828,99,8656,8755,25765,54,15951
51667,59315,34324,0.00296184,0.01,9077075,20359700,14624,506844,521468,167222,8568,1645889
35930,18510,43427,0.00108175,0.05,719456,40193270,11389,67415,78804,113626,3888,195502
10672,69703,3104,0.02533638,0.27,18847451,58433424,1816,78802,80618,98574,1143,296070
64621,50363,25942,0.00296184,0.03,9639487,39196463,15213,425480,440693,230110,6095,1347968
45392,20350,19204,0.00013363,0.13,123441,50807587,11456,31389,42845,20828,11109,28563
44171,76085,461,0.00296184,0.3,9954267,10531483,165,7240,7405,11527,189,24159
90671,14282,15507,1.65e-05,0.2,21380,44297385,9679,19951,29630,5388,1146,23697
78709,24244,14016,8.43e-05,0.05,160849,16991946,4540,21235,25775,13283,4444,35467
63788,71216,18054,0.00182521,0.03,8291531,38574127,14737,267031,281768,166723,6009,819427
58210,37778,9183,0.00108175,0.03,2378882,10408478,3607,40075,43682,43297,1641,126355
31683,32508,6174,0.00015297,0.17,157556,34122834,7512,4775,12287,9600,1043,9435
84935,12015,13964,1.65e-05,0.23,16848,38591061,1662,22964,24626,4176,885,18406
6103,20251,12405,0.00296184,0.27,366104,67833284,2087,7851,9938,14390,1321,26794
38914,15694,4996,0.01084252,0.3,6622177,23528295,839,50011,50850,73489,424,176390
74994,27738,25355,0.00082185,0.05,1709621,35165355,10071,92243,102314,148103,3416,269087
66726,22607,1330,0.00163948,0.13,2473191,3910963,135,7157,7292,13739,169,18964
44946,23862,10346,0.00013363,0.05,143321,12345012,3432,12664,16096,5487,3534,18527
142307,8033,2625,0.00163948,0.27,1874270,5695502,93,15165,15258,49099,59,36543
57597,63238,755,0.00078778,0.3,2869437,14330699,511,3797,4308,9590,158,12643
126922,57792,10927,0.00108175,0.005,7934737,3157595,4789,285741,290530,35739,3486,633867
136659,27940,12162,0.00296184,0.15,11309213,50973075,14022,501174,515196,394792,1743,965549
149955,36504,9381,2.48e-05,0.2,135920,68490979,2745,43214,45959,20717,14898,37097
12643,99596,2325,0.00041097,0.13,517516,30104139,1473,4775,6248,4143,1201,10349
63775,44774,6798,8.43e-05,0.17,240692,51750197,11544,8215,19759,19747,11264,12405
148354,99024,4604,0.00370564,0.13,54438984,59269117,3096,943274,946370,466170,867,1866179
141073,28126,2326,0.00160539,0.005,6369983,327166,108,52735,52843,5104,121,114109
23140,8628,35039,0.00370564,0.2,739906,60468002,13556,46308,59864,135775,1575,145361
37092,15365,48284,1.65e-05,0.07,9409,51934231,12710,38043,50753,3064,12065,45723
53386,9774,22227,1.65e-05,0.27,8615,58664254,12630,20011,32641,4190,1151,32430
105119,8191,8952,0.00108175,0.15,931427,10999742,651,23168,23819,78388,156,61382
100983,44691,9699,0.00082282,0.07,3713475,30343085,8312,97746,106058,135842,2165,250694
117913,8575,11004,0.00019487,0.15,197035,14154596,847,18374,19221,26809,697,32273
132476,27494,4938,0.00019487,0.2,709797,27158635,1358,21340,22698,51941,452,31707
112945,18830,13819,0.00163948,0.001,3486790,260221,1965,121657,123622,3001,1909,332038
67946,1906,17897,0.02533638,0.2,3281547,6823200,123,87499,87622,181142,83,314589
20418,11968,27891,0.00082185,0.2,200845,66765881,2522,37855,40377,63946,733,38350
49759,2614,21492,0.00082487,0.17,107315,9552833,178,13002,13180,26405,1085,25545
86839,13389,21867,0.01084252,0.03,12607482,8784267,5408,588059,593467,253348,1379,1588297
23962,71633,21505,0.00056263,0.03,965770,46214520,15810,46116,61926,47498,13919,154104
27872,33660,4176,0.00860544,0.3,8073829,42171004,1683,47880,49563,71722,10792,177573
119534,14986,296,0.00952101,0.15,17056374,665588,33,14152,14185,10109,25,34260
13499,38946,34963,0.00082487,0.005,433667,6808399,7450,40469,47919,7348,7097,105920
139920,39416,1928,0.00019487,0.2,1074756,15202048,248,9523,9771,27114,164,18082
38901,3854,43891,0.00108175,0.3,162196,50751830,1889,38007,39896,130032,640,28175
116768,68224,6487,0.00491597,0.07,39163128,30982527,2804,753570,756374,223395,2137,1713565
52392,2000,17644,0.02533638,0.2,2655227,7058675,179,65572,65751,137324,85,248432
143170,72851,5332,0.00015297,0.13,1595504,50497653,11770,44382,56152,76801,1162,73901
38557,54026,22112,0.00018467,0.03,384695,35840441,12048,44877,56925,19868,10631,49721
84614,4018,3725,0.00160539,0.3,545845,4491306,75,6613,6688,29914,47,14793
44485,16752,5113,0.00018467,0.3,137625,25701076,1032,12345,13377,12894,464,11983
62792,45902,1805,0.00041097,0.3,1184551,24861976,899,4206,5105,17457,448,19173
67996,55908,12112,0.00296184,0.05,11259707,33859293,11433,239740,251173,164522,3298,758334
95682,28543,1972,0.00047003,0.23,1283700,12948869,289,5568,5857,23495,162,17927
49881,6891,20796,0.00082487,0.17,283538,24362044,1288,24131,25419,66033,292,46137
12352,12468,17608,0.02533638,0.17,3902395,37324854,1585,94922,96507,102809,439,356481
11199,26434,11001,0.02533638,0.13,7500968,37806953,10390,101110,111500,78366,1501,438272
62262,12569,11875,0.00108175,0.005,846595,746346,1205,20556,21761,3183,1126,63086
80027,15153,11376,0.00078778,0.2,955350,34478646,1732,35624,37356,109140,636,71745
115963,36450,9188,0.00015297,0.2,646590,66987116,14872,31639,46511,115555,1755,54605
41846,72699,6721,0.00370564,0.01,11273405,4886774,4926,115867,120793,34504,2220,414479
111901,76334,779,0.00056263,0.23,4805928,13678481,368,10459,10827,22076,326,28108
62280,73458,2207,0.00078778,0.15,3604136,24327889,1610,13601,15211,31552,647,46710
22104,24818,5378,0.00182521,0.25,1001316,33370838,1490,7720,9210,17757,707,37967
121480,16530,4479,0.00108175,0.23,2172316,17030235,355,29544,29899,84578,176,72429
22778,10815,19643,0.00056263,0.13,138607,27618796,6532,13860,20392,28763,898,26196
23703,22268,4497,0.00078778,0.15,415822,15023582,369,4190,4559,10299,253,12420
110866,73534,17656,0.00182521,0.01,14880151,12983882,11118,755860,766978,181982,5804,1820858
99144,97504,3991,0.00163948,0.15,15848898,58377287,16805,158802,175607,131483,769,399966
52305,19935,7537,0.00296184,0.17,3088399,25546284,1473,44282,45755,70912,310,127442
66190,3277,16927,0.00082282,0.15,178484,8321213,535,14209,14744,33036,125,28233
12228,10281,22617,0.00013363,0.23,16801,53483788,1903,19699,21602,6471,1215,6127
144319,38023,7918,0.00860544,0.005,47222253,1505374,1381,1234024,1235405,106462,1325,2630790
89931,29792,8757,0.00860544,0.23,23056524,60007616,2024,486978,489002,477102,549,1194768
51594,92721,20107,0.00296184,0.01,14169019,18644313,14713,477089,491802,128927,10431,1550798
54986,14587,17892,0.00013363,0.15,107182,39148904,8821,19998,28819,26793,521,30547
84555,83918,22255,0.00182521,0.03,12951257,56030479,21183,648800,669983,306278,8598,1733734
18829,7341,36671,0.02533638,0.25,3502645,67309410,2145,182188,184333,247841,572,666427
26889,71999,9831,0.00370564,0.01,7174091,7078480,5636,106373,112009,29793,5511,378972
128577,13435,1547,0.00860544,0.23,14865353,4781979,86,69849,69935,59866,57,154137
94579,26926,7130,0.00182521,0.27,4648272,51843188,2095,96287,98382,158399,757,210221
89300,62672,2675,0.00370564,0.2,20739217,33537183,1698,152981,154679,126078,874,344275
99044,73254,1425,0.00296184,0.15,21489714,15659006,932,79985,80917,60919,269,197743
9399,66337,15140,0.00013363,0.03,83327,30132156,9780,13616,23396,3220,9148,19768
50934,66250,15893,0.00491597,0.03,16588394,31588707,13683,415649,429332,166783,4882,1429942
74758,70969,1479,0.00031941,0.15,1694668,15753736,383,5916,6299,20893,410,17385
86717,41736,3127,0.00078778,0.13,2851196,16971095,1149,25575,26724,44749,294,57095
46242,36529,1934,0.00082282,0.2,1389925,14131215,292,4796,5088,13070,307,16240
39751,9041,20031,0.00018467,0.2,66377,36224403,1802,18206,20008,25557,379,24320
74861,3761,13194,0.00082282,0.13,231685,6451839,454,12848,13302,28764,112,27256
121993,53221,11925,0.00019487,0.005,1265219,3173431,3594,46833,50427,5798,3396,128483
126989,67460,7212,0.00041097,0.13,3520680,63253426,15559,102350,117909,142897,2257,199807
