lr,lc,rc,ld,rd,lnnz,rnnz
119797,12016,17048,0.00491597,0.27,7076516,55310101
46664,57734,22195,0.00013363,0.0005,360017,640716
105813,15184,10989,0.00041097,0.23,660294,38380328
100613,36669,10508,0.00491597,0.15,18136918,57798017
56300,3433,4261,0.00031941,0.23,61748,3365554
36686,51323,14010,0.00015297,0.07,288023,50332695
35378,76658,113,0.00019487,0.15,528493,1303540
74642,8352,11984,0.00163948,0.1,1022099,10009475
44262,14379,24704,0.00056263,0.0005,358093,177616
3743,5612,19791,0.00370564,0.07,77850,7775205
41579,19913,10607,0.00015297,0.13,126662,27461246
37691,48301,29061,2.48E-05,0.01,45204,14037193
34522,7012,37782,1.65E-05,0.001,3996,264938
98019,67330,33,0.00041097,0.07,2712267,160102
69424,2278,10179,4.64E-06,0.25,734,5798966
20225,17633,5158,0.00078778,0.2,280968,18191142
9848,51976,9508,0.00860544,0.01,4405086,4942105
65851,32180,1894,0.00047003,0.25,996058,15239910
90807,5200,23022,0.00015297,0.2,72238,23945680
78486,42670,10484,0.01084252,0.15,36312038,67108209
103098,53083,3307,0.00160539,0.3,8785984,52666701
34231,14870,23278,0.00031941,0.0005,162590,173081
23286,11985,3017,0.00860544,0.27,2401742,9763781
108997,24323,2156,0.00041097,0.07,1089543,3672346
34302,29462,17514,4.34E-06,0.13,4386,67083786
77974,62889,4033,4.34E-06,0.03,21282,7609767
116021,65272,6103,0.00019487,0.17,1475750,67731433
101916,96640,4285,4.34E-06,0.01,42745,4141370
54244,847,8561,0.00041097,0.17,18889,1233244
61486,46753,2526,0.00163948,0.27,4713059,31887321
15882,3847,17977,0.00018467,0.25,11284,17292290
40737,3677,44524,2.48E-05,0.27,3719,44206081
39224,30134,27653,0.00078778,0.07,931161,58334069
46353,75798,4318,0.00296184,0.17,10406324,55640318
146541,70412,11819,0.00013363,0.03,1378839,24966394
39569,15049,22294,0.00182521,0.17,1086891,57039179
57308,13896,6824,0.00031941,0.27,254364,25604925
24791,16269,14679,0.02533638,0.05,10219307,11941414
59009,25552,6214,0.00031941,0.005,481619,793979
83227,46182,1163,0.00108175,0.05,4157838,2686924
24829,62519,4827,2.48E-05,0.0005,38543,150920
3325,56230,3560,0.00296184,0.23,553791,46047145
11474,67752,2775,0.00370564,0.03,2880743,5641622
53936,12306,28533,2.09E-05,0.13,13859,45648129
11790,29212,23047,1.65E-05,0.01,5686,6732822
71327,88167,21250,0.00034241,0.005,2153343,9368182
127833,29396,7504,0.00019487,0.27,732297,59562429
60647,37088,1922,0.00952101,0.07,21415809,4991365
23557,8963,26529,0.00041097,0.2,86782,47559579
40231,25892,47344,0.00082185,0.05,856098,61292839
5444,82648,16541,8.43E-05,0.01,37928,13671559
62329,80902,26488,0.00034241,0.01,1726624,21430092
48489,12308,6719,0.00031941,0.13,190639,10752012
57,36503,19800,4.34E-06,0.001,9,722784
38858,9340,7113,0.00491597,0.0005,1784261,33220
37049,16639,13928,0.00860544,0.2,5305211,46352075
22306,29805,23376,4.34E-06,0.03,2885,20902990
72151,27530,16389,4.64E-06,0.13,9216,58657539
72780,11679,3419,0.00082185,0.23,698627,9187066
24795,38814,4461,0.00952101,0.23,9163024,39828337
60772,78330,3715,0.00047003,0.13,2237520,37837773
51519,35054,10856,4.64E-06,0.01,8379,3805764
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
