"lr","lc","rc","ld","rd","lnnz","rnnz"
135615,74240,2756,0.00047003,0.23,4732376,47062325
136675,34129,11181,0.00031941,0.07,1489948,26713901
114074,2120,12888,0.00952101,0.07,2302880,1912974
24590,8832,46202,0.00082185,0.1,178491,40805913
134354,33728,3838,0.00031941,0.13,1447445,16830206
67465,37982,373,0.00082185,0.1,2105985,1419346
42254,16558,46042,0.01084252,5e-04,7586113,381189
97777,64413,715,4.64e-06,0.005,29223,230502
14753,11843,15342,0.00056263,0.3,98315,54514604
135181,12179,8209,0.00034241,0.27,563748,26995102
59080,75820,9508,0.00078778,0.03,3528855,21629041
51482,2492,827,0.00296184,0.25,379996,515459
98151,90368,5448,0.00370564,0.01,32868142,4923359
121746,83981,5171,0.00034241,0.05,3500975,21716676
83955,72288,634,0.00370564,0.1,22489855,4587215
46118,78802,175,0.00182521,0.13,6633222,1793054
122244,57611,7167,4.64e-06,0.13,32678,53679779
27621,97738,122,0.02533638,0.25,68399761,2984978
26604,15909,9371,0.00018467,0.13,78162,19382689
12724,32339,4051,0.00296184,0.03,1218804,3930361
105539,27614,18627,0.00015297,0.01,445827,5143990
142954,91045,1899,0.00056263,0.3,7322776,51872078
33315,12737,43282,0.00860544,0.03,3651772,16539163
102540,70346,11759,8.429e-05,0.07,608013,57906644
15435,19186,48975,0.00031941,0.01,94594,9396567
38087,6846,1377,2.483e-05,0.15,6475,1414211
104586,29212,1246,0.00491597,0.27,15019312,9831768
36291,8565,36376,0.00082487,0.005,256403,1557839
70657,7058,26955,0.00078778,5e-04,392888,95129
32585,23802,4676,0.00041097,0.17,318749,18922622
2118,30,44705,0.01084252,0.2,694,270158
13714,2347,169,2.483e-05,0.23,799,91278
123411,35646,10157,0.00018467,0.1,812388,36205978
2092,38978,9343,0.00082282,0.15,67110,54629196
91968,14900,8337,0.00182521,0.25,2501260,31057237
45028,14961,8791,0.00108175,0.23,728754,30252196
4605,93965,5190,0.00952101,5e-04,4120124,243864
30501,83515,1746,0.00163948,0.25,4176377,36471345
143852,98930,1278,0.00491597,0.3,69961111,37948337
123985,50948,5793,0.00860544,0.15,54359356,44279272
147630,68243,13053,0.00082185,0.05,8280031,44540937
141975,21983,4379,0.00082185,0.2,2565142,19255926
59232,79642,23099,0.00082185,0.03,3876999,55191025
52420,81305,2625,0.00031941,0.17,1361356,36290459
47863,5227,31546,8.429e-05,0.23,21088,37926838
130621,26805,14026,0.00082185,0.13,2877636,48879479
23484,12308,364,0.00491597,0.17,1420971,763528
86550,9970,11833,0.00182521,0.23,1574995,27134601
40578,6756,44718,0.00082487,0.2,226152,60428594
41582,6142,32201,0.00015297,5e-04,39072,98901
136633,14041,9356,2.483e-05,0.17,47638,22333743
110057,27788,17030,0.00860544,0.13,26318793,61524920
54097,17956,15075,0.00163948,0.2,1592619,54139625
2592,96746,2246,0.02533638,0.3,6355884,65207965
42635,3411,13996,0.02533638,0.15,3684968,7161910
43905,94190,617,0.00370564,0.15,15324572,8730895
25704,53935,7918,0.00019487,0.13,270164,55521711
122749,14687,15936,0.00015297,0.05,275790,11703342
46925,79720,18598,0.00491597,0.03,18390224,44481472
37281,1606,5825,0.00056263,5e-04,33692,4679
82920,88664,10313,0.00056263,0.05,4136476,45723557
25786,13706,26314,0.00056263,0.005,198859,1803407
59292,20624,1629,0.00082487,0.05,1008711,1680816
130143,83727,471,0.00031941,0.15,3480470,5925704
88719,11655,22917,0.00182521,0.13,1887446,34726136
186,98161,2203,0.02533638,0.25,464521,54069690
125129,97365,7049,0.00491597,0.05,59892622,34317825
98684,57637,76,2.483e-05,0.1,141230,439997
56302,17545,8297,2.088e-05,0.2,20626,29116330
138847,19534,1337,0.02533638,0.005,68718741,130607
79378,22031,1787,0.00082282,0.23,1438987,9056194
33857,9458,17523,0.00082487,0.17,264161,28177178
41429,9886,22263,0.00163948,5e-04,671516,110052
6816,76572,19810,2.088e-05,0.03,10898,45507314
53652,62549,2824,2.088e-05,0.001,70071,176641
117459,23157,492,0.02533638,5e-04,68918000,5706
97631,87730,16011,0.00160539,0.03,13750535,42140053
19989,35621,12901,0.00013363,0.01,95152,4595790
137979,58846,6537,0.00078778,0.001,6396491,384698
114177,31503,9567,0.00370564,0.15,13329103,45213639
144169,40044,2799,0.01084252,0.15,62596194,16818093
82752,70038,14195,4.64e-06,0.005,26892,4971336
46873,1761,19354,4.34e-06,5e-04,358,17046
6978,53520,16933,0.02533638,5e-04,9462322,453136
17866,26929,21599,0.00047003,0.005,226154,2908408
91574,68622,12886,0.00952101,0.005,59830491,4421406
5216,54042,4067,0.00047003,0.23,132513,50559216
32802,8829,17115,0.00047003,0.17,136139,25692216
27191,10572,1514,0.01084252,0.03,3117078,480375
50301,468,40842,4.64e-06,0.01,109,191345
30063,1745,8092,0.00034241,0.2,17966,2824668
97828,22930,11586,0.00056263,0.17,1262121,45166285
100837,34910,967,0.00082487,0.23,2903792,7770580
67007,94637,20522,0.00056263,0.005,3567869,9710871
9896,26371,41432,0.00370564,5e-04,967103,546308
145990,18700,11670,0.00034241,0.2,934818,43647523
87403,91820,393,0.00860544,0.3,69062407,10846633
21039,42553,45730,0.00047003,0.03,420822,58379742
142169,29265,8942,0.00082282,0.25,3423482,65429317
16867,19939,49603,0.02533638,0.07,8521428,69235524
60584,37139,30142,0.00296184,5e-04,6664381,559737
3888,584,47415,0.02533638,0.3,57605,8318062
132443,6401,15858,0.00031941,0.2,270805,20303909
132598,14567,13940,0.00013363,0.15,258126,30461658
133702,8401,14638,4.34e-06,0.23,4874,28284956
119460,57089,9555,0.00047003,0.01,3205553,5455170
4802,66468,3351,0.00013363,0.25,42655,55689712
113978,7194,17395,0.01084252,0.005,8890652,625739
143668,33955,4136,4.34e-06,0.2,21172,28089464
105576,5885,6245,0.00370564,0.2,2302725,7351617
142536,71139,12916,0.00015297,0.005,1551103,4594341
75564,94208,40,0.00952101,0.3,67778136,1132869
112140,16344,349,0.01084252,0.23,19872976,1312240
76622,2199,23375,0.00015297,0.15,25783,7713286
29635,994,965,0.00031941,0.15,9412,143960
86854,32027,10983,0.00082282,0.15,2288843,52767424
25752,1375,41589,4.64e-06,0.27,164,15447821
44617,86107,366,0.00034241,0.13,1315494,4101250
34412,65318,13288,2.483e-05,0.005,55812,4340012
22811,3384,15090,2.088e-05,0.03,1611,1532022
12790,39387,3971,0.00031941,0.001,160912,156410
10027,4242,22327,0.00108175,0.25,46026,23683663
16362,12307,24926,0.01084252,0.2,2183536,61356918
111590,35468,6525,4.64e-06,0.3,18364,69432560
88490,49616,23935,0.00082185,0.005,3608374,5937990
143945,40034,88,4.34e-06,0.05,25010,177710
36685,14893,10505,0.00860544,0.15,4701730,23469435
42286,56416,28868,4.34e-06,5e-04,10353,814327
114975,14779,13577,0.00047003,0.23,798737,46154455
45315,65867,16638,0.00041097,5e-04,1226691,547959
118852,12669,2500,0.00041097,0.005,618815,158378
13344,9481,10312,0.00013363,0.001,16906,97774
145661,30260,12841,4.64e-06,0.17,20452,66062009
146552,51,9030,0.02533638,0.001,189984,462
8211,65104,18743,4.64e-06,5e-04,2480,610140
34959,18138,19369,0.00370564,0.17,2349821,59726528
59052,45750,29499,0.02533638,0.05,68451451,67481715
23202,10496,11441,4.64e-06,0.25,1130,30025431
53024,1897,11273,0.00160539,5e-04,161522,10695
140525,24835,1740,0.00082487,0.3,2878795,12969068
29439,65884,12964,0.00056263,0.005,1091285,4270823
122122,80781,244,8.429e-05,0.23,831543,4547075
148375,75420,5254,2.088e-05,0.15,233658,59448235
99578,38575,9604,0.01084252,0.17,41649286,62987044
97173,52659,722,0.00860544,0.23,44035255,8746948
90780,30592,2631,0.00108175,0.03,3004189,2414928
39899,2389,6112,0.00078778,0.005,75102,73024
3656,66679,9159,4.34e-06,0.01,1058,6107346
8914,9416,49575,0.00034241,0.03,28743,14005012
19416,9991,27558,4.64e-06,0.2,900,55069618
13834,91795,17587,0.00018467,0.005,234527,8072231
1598,16544,27020,0.02533638,0.13,669880,58116964
25457,81398,2392,0.00013363,0.2,276912,38954929
