lr,lc,rc,ld,rd,lnnz,rnnz
8351,16227,2749,4.34E-06,0.3,588,13384038
61691,80856,736,0.00082185,0.27,4099507,16081889
13205,21899,26916,0.00952101,0.07,2753440,41261951
81761,29922,4254,0.00952101,0.03,23293142,3818892
34240,16536,11526,0.00018467,0.001,104565,190604
146719,98366,3884,0.00041097,0.001,5931197,382096
101866,21800,8188,0.01084252,0.3,24078157,53552627
102554,24985,1621,0.00491597,0.01,12596478,405131
123259,6608,17338,0.00019487,0.15,158741,17188163
129963,541,11546,0.00031941,0.03,22482,187614
47351,97294,848,0.00370564,0.1,17072200,8251764
2386,24754,10514,0.00860544,0.0005,508432,130147
118373,96996,3237,0.00041097,0.17,4718667,53386801
125711,9113,3488,0.00163948,0.07,1878402,2225871
22829,5814,35161,0.00163948,0.05,217628,10222275
11257,1623,32373,0.00182521,0.25,33361,13141397
2202,3984,13211,0.00019487,0.001,1710,52645
95744,68794,15166,0.00160539,0.001,10574178,1043390
23720,1864,5790,0.00952101,0.001,421097,10795
121142,17406,1062,0.00952101,0.17,20076451,3145340
26670,9369,20507,0.00013363,0.3,33394,57646768
4347,45715,7283,0.00078778,0.15,156568,49943970
89670,37236,1573,0.00082487,0.17,2754217,9959397
26825,1545,47487,1.65E-05,0.001,684,73405
9089,1669,1614,0.00163948,0.3,24885,808908
9913,57878,4856,0.00163948,0.15,940721,42167024
21408,4881,21461,2.48E-05,0.25,2595,26192604
11758,72149,9404,0.00041097,0.01,348653,6785561
63489,87808,1154,0.00082282,0.05,4587192,5068982
52367,10176,33949,0.00015297,0.13,81521,44914624
59527,19989,26123,4.34E-06,0.001,5164,522188
9210,20975,27240,4.34E-06,0.005,838,2856904
119334,64298,4320,0.00034241,0.25,2627318,69445572
110983,95715,1110,0.00019487,0.1,2070060,10631863
9288,91938,1579,4.64E-06,0.0005,3962,72615
87878,66179,2507,0.00082282,0.001,4785305,165952
101805,57226,18124,0.00082185,0.001,4788087,1037228
42496,77175,3646,8.43E-05,0.23,276444,64722430
52119,5614,27090,0.00952101,0.15,2786296,22817088
120340,64804,1636,0.00019487,0.03,1519723,3181290
131051,18576,6839,0.00078778,0.3,1917835,38114709
141943,77966,13633,2.09E-05,0.05,231074,53147934
62006,20085,15605,0.00082282,0.05,1024791,15672854
44359,5405,39676,0.00013363,0.13,32043,27882409
78261,33805,1719,0.00370564,0.25,9803900,14531256
83609,24189,24226,0.00082185,0.1,1662184,58602919
91883,50589,10925,4.64E-06,0.0005,21568,276351
125786,17872,382,8.43E-05,0.2,189494,1367867
132992,2105,10788,8.43E-05,0.25,23606,5679681
103582,19453,13763,0.00047003,0.01,947148,2677465
15074,42028,29970,4.64E-06,0.03,2939,37789020
105715,1428,10206,2.48E-05,0.17,3749,2478126
136223,29314,9739,1.65E-05,0.15,65929,42826446
135843,22066,339,4.64E-06,0.03,13908,224701
3471,64475,19944,2.48E-05,0.0005,5557,642960
120873,325,6323,4.34E-06,0.05,170,103037
137613,63865,500,0.00015297,0.27,1344412,8632991
128235,27404,2285,2.48E-05,0.17,87258,10648390
15805,47058,2471,8.43E-05,0.15,62692,17444039
71615,65776,1461,0.00082185,0.17,3871417,16344669
123987,18238,4328,4.64E-06,0.0005,10492,39470
122828,6385,9738,0.00082185,0.25,644632,15547151
94786,7208,11892,0.00108175,0.3,739094,25717060
48417,42653,2786,4.34E-06,0.17,8962,20206324
64647,28560,2173,0.00015297,0.25,282438,15521355
9801,15180,4932,0.00160539,0.13,238863,9734657
125958,16409,11798,2.48E-05,0.13,51320,25167793
6870,2998,18240,0.00491597,0.27,101280,14767597
16538,18705,22326,2.48E-05,0.001,7681,417636
114102,10003,1121,4.64E-06,0.25,5296,2805360
6312,72561,6398,0.00082487,0.005,377851,2321330
64433,13274,13612,0.00047003,0.3,402030,54210345
66286,60115,21187,0.00041097,0.01,1637649,12737287
18936,7432,22737,0.00108175,0.2,152252,33798344
9341,52633,34986,2.09E-05,0.005,10265,9207254
24804,47776,26284,0.00182521,0.0005,2163056,627891
40235,16219,1278,0.00047003,0.3,306736,6220899
51359,93245,144,8.43E-05,0.3,403669,4034713
34262,48721,6984,0.00182521,0.2,3046879,68058957
91500,63341,2880,0.00019487,0.25,1129431,45609561
141877,3473,8991,0.00047003,0.25,231625,7807284
104136,82397,5277,0.00082185,0.15,7051935,65230979
38827,73589,560,0.00860544,0.27,24588344,11137386
91929,30381,2109,0.00082487,0.17,2303812,10894292
15671,4297,21488,0.00296184,0.1,199497,9235418
9784,44256,33036,0.01084252,0.03,4695276,43861994
58711,11652,140,0.00078778,0.13,538947,213355
53032,52677,9873,0.00082487,0.13,2304366,67616832
36328,55521,29629,0.00034241,0.01,690642,16450907
134117,20417,3554,0.00013363,0.001,365921,72582
119797,12016,17048,0.00491597,0.27,7076516,55310101
46664,57734,22195,0.00013363,0.0005,360017,640716
105813,15184,10989,0.00041097,0.23,660294,38380328
100613,36669,10508,0.00491597,0.15,18136918,57798017
56300,3433,4261,0.00031941,0.23,61748,3365554
36686,51323,14010,0.00015297,0.07,288023,50332695
35378,76658,113,0.00019487,0.15,528493,1303540
74642,8352,11984,0.00163948,0.1,1022099,10009475
44262,14379,24704,0.00056263,0.0005,358093,177616
3743,5612,19791,0.00370564,0.07,77850,7775205
41579,19913,10607,0.00015297,0.13,126662,27461246
37691,48301,29061,2.48E-05,0.01,45204,14037193
34522,7012,37782,1.65E-05,0.001,3996,264938
98019,67330,33,0.00041097,0.07,2712267,160102
69424,2278,10179,4.64E-06,0.25,734,5798966
20225,17633,5158,0.00078778,0.2,280968,18191142
9848,51976,9508,0.00860544,0.01,4405086,4942105
65851,32180,1894,0.00047003,0.25,996058,15239910
90807,5200,23022,0.00015297,0.2,72238,23945680
78486,42670,10484,0.01084252,0.15,36312038,67108209
103098,53083,3307,0.00160539,0.3,8785984,52666701
34231,14870,23278,0.00031941,0.0005,162590,173081
23286,11985,3017,0.00860544,0.27,2401742,9763781
108997,24323,2156,0.00041097,0.07,1089543,3672346
34302,29462,17514,4.34E-06,0.13,4386,67083786
77974,62889,4033,4.34E-06,0.03,21282,7609767
116021,65272,6103,0.00019487,0.17,1475750,67731433
101916,96640,4285,4.34E-06,0.01,42745,4141370
54244,847,8561,0.00041097,0.17,18889,1233244
61486,46753,2526,0.00163948,0.27,4713059,31887321
15882,3847,17977,0.00018467,0.25,11284,17292290
40737,3677,44524,2.48E-05,0.27,3719,44206081
39224,30134,27653,0.00078778,0.07,931161,58334069
46353,75798,4318,0.00296184,0.17,10406324,55640318
146541,70412,11819,0.00013363,0.03,1378839,24966394
39569,15049,22294,0.00182521,0.17,1086891,57039179
57308,13896,6824,0.00031941,0.27,254364,25604925
24791,16269,14679,0.02533638,0.05,10219307,11941414
59009,25552,6214,0.00031941,0.005,481619,793979
83227,46182,1163,0.00108175,0.05,4157838,2686924
24829,62519,4827,2.48E-05,0.0005,38543,150920
3325,56230,3560,0.00296184,0.23,553791,46047145
11474,67752,2775,0.00370564,0.03,2880743,5641622
53936,12306,28533,2.09E-05,0.13,13859,45648129
11790,29212,23047,1.65E-05,0.01,5686,6732822
71327,88167,21250,0.00034241,0.005,2153343,9368182
127833,29396,7504,0.00019487,0.27,732297,59562429
60647,37088,1922,0.00952101,0.07,21415809,4991365
23557,8963,26529,0.00041097,0.2,86782,47559579
40231,25892,47344,0.00082185,0.05,856098,61292839
5444,82648,16541,8.43E-05,0.01,37928,13671559
62329,80902,26488,0.00034241,0.01,1726624,21430092
48489,12308,6719,0.00031941,0.13,190639,10752012
57,36503,19800,4.34E-06,0.001,9,722784
38858,9340,7113,0.00491597,0.0005,1784261,33220
37049,16639,13928,0.00860544,0.2,5305211,46352075
22306,29805,23376,4.34E-06,0.03,2885,20902990
72151,27530,16389,4.64E-06,0.13,9216,58657539
72780,11679,3419,0.00082185,0.23,698627,9187066
24795,38814,4461,0.00952101,0.23,9163024,39828337
60772,78330,3715,0.00047003,0.13,2237520,37837773
51519,35054,10856,4.64E-06,0.01,8379,3805764
102040,18882,14345,2.48E-05,0.005,47842,1354418
112194,22234,17069,1.65E-05,0.17,41184,64518913
28327,28139,8548,0.00015297,0.13,121937,31273310
62637,29440,16382,0.00160539,0.01,2960435,4822927
9638,22334,9342,0.00031941,0.23,68756,47988813
40911,16610,6535,0.00018467,0.2,125491,21710083
5663,68007,4729,0.00019487,0.05,75060,16082257
105961,45060,10913,0.00082185,0.01,3924037,4917550
10713,96579,16932,1.65E-05,0.01,17083,16353165
44040,1787,6173,0.00108175,0.15,85179,1655736
93045,74501,705,1.65E-05,0.27,114447,14188376
18069,8672,28904,0.00013363,0.2,20941,50133544
22106,53551,9451,0.00015297,0.1,181092,50614221
76244,65618,5412,0.00018467,0.13,923904,46166594
14988,11170,14155,0.00015297,0.3,25611,47434080
86642,14999,19756,0.00860544,0.13,11183501,38524054
50502,18433,16209,2.48E-05,0.23,23115,68724517
46587,79414,5642,0.00078778,0.03,2914552,13442572
18596,88925,3701,2.48E-05,0.15,41062,49378185
29285,5424,32201,0.00031941,0.0005,50737,87330
15388,5249,16725,0.00019487,0.005,15743,439045
33061,64314,10818,8.43E-05,0.07,179229,48706445
4158,4109,17323,0.00182521,0.25,31194,17799399
115315,21509,8707,0.00082282,0.03,2040954,5619077
47722,39521,4263,0.00082282,0.27,1551878,45490136
17787,94167,1844,0.00041097,0.15,688392,26051961
79309,26918,12945,1.65E-05,0.2,35246,69691456
59022,59327,2411,0.00047003,0.1,1645872,14307023
121924,32659,2497,0.00078778,0.07,3136947,5710496
62426,61428,2065,0.00031941,0.07,1224865,8882332
137214,58448,5279,0.00860544,0.0005,69015682,154292
145099,97659,824,0.00047003,0.23,6660478,18530261
27923,24348,15000,0.00296184,0.17,2013727,62090802
106863,58927,6400,0.01084252,0.05,68277224,18858262
12681,73737,1113,0.00952101,0.23,8903127,18883982
16485,11381,28898,0.00108175,0.1,202966,32890578
119064,94413,1897,0.00082282,0.2,9249532,35837314
119977,21911,6771,0.00018467,0.07,485477,10385826
24798,80576,5509,0.00491597,0.01,9823046,4439011
32094,21501,6154,0.00019487,0.17,134479,22495657
53572,23304,2754,4.34E-06,0.15,5418,9628404
17891,4499,2636,0.00160539,0.15,129247,1779384
87149,68635,20425,0.00018467,0.005,1104616,7009578
23430,25370,8617,0.00047003,0.25,279411,54660004
107041,83301,7242,0.00160539,0.07,14314822,42233263
58202,47889,11438,8.43E-05,0.1,234941,54780360
10936,92255,2567,0.00019487,0.23,196614,54489704
40134,13595,6425,2.48E-05,0.005,13548,436766
102725,61200,13660,0.00160539,0.01,10092866,8360574
81900,86437,11023,0.00182521,0.03,12921133,28585405
104307,47285,3661,0.00082487,0.15,4068404,25969786
60937,24655,4930,0.00952101,0.2,14304703,24311593
79395,8443,600,0.00182521,0.13,1223616,658898
9473,27403,8460,0.00013363,0.17,34692,39414460
39977,41746,4935,0.00952101,0.005,15889777,1030255
91870,11117,14145,0.00860544,0.13,8789187,20444191
48759,14393,31758,0.00163948,0.15,1150596,68565823
88572,26455,8523,0.02533638,0.05,59369899,11275367
96851,13715,11653,0.00034241,0.27,454833,43154182
28864,60105,3188,0.00019487,0.0005,338078,95835
119452,19854,13858,0.00018467,0.2,437975,55029829
36893,37461,12437,8.43E-05,0.15,116495,69891241
100440,5241,6056,0.00056263,0.27,296198,8570981
43966,2551,33619,0.00491597,0.23,551583,19733297
51064,14097,24018,2.48E-05,0.001,17874,338596
48030,7654,6046,0.00041097,0.01,151086,462774
91236,55004,2714,0.00056263,0.23,2823529,34335519
87562,1508,7804,2.48E-05,0.03,3280,353252
93400,97536,15816,0.00163948,0.03,14935599,46280910
137842,6183,15572,0.00160539,0.17,1368273,16369118
91791,10508,16808,2.48E-05,0.2,23951,35328450
17203,9276,46574,1.65E-05,0.15,2634,64806756
80374,9713,7802,0.00031941,0.25,249382,18947981
25275,69198,13889,0.00082185,0.0005,1437437,480556
48208,31115,19815,4.34E-06,0.001,6510,616582
141142,4981,4897,0.00860544,0.15,6050752,3659977
42759,12801,2761,0.02533638,0.13,13869434,4595043
128466,82003,4153,0.00018467,0.001,1945446,340568
39847,1754,6556,0.00056263,0.27,39329,3105516
94133,2392,20866,0.00082487,0.23,185806,11484242
64862,22897,5607,0.00491597,0.3,7301019,38521209
2719,28161,21608,1.65E-05,0.03,1264,18255507
43539,41411,11449,0.00082185,0.005,1481810,2370792
119803,451,11148,2.48E-05,0.3,1343,1510601
138007,16136,14084,2.09E-05,0.3,46498,68181455
91775,53017,11971,8.43E-05,0.001,410135,634686
51601,6661,39216,0.00296184,0.2,1018108,52247827
57836,17815,33310,0.00015297,0.01,157620,5934483
110042,37929,4045,0.00015297,0.05,638476,7671463
48165,6140,29156,0.00019487,0.25,57637,44760600
32536,39882,7830,0.01084252,0.15,14069493,46844825
69076,22128,4380,0.00019487,0.3,297867,29080145
27178,48742,4284,0.00078778,0.2,1043603,41763735
79810,14962,7321,2.09E-05,0.13,24934,14240738
39378,8496,18632,0.00163948,0.13,548570,20581913
34173,17315,19730,4.64E-06,0.1,2745,34164468
12929,14434,15123,0.00182521,0.23,340644,50207662
142280,13851,13476,0.00370564,0.25,7302862,46665978
118731,34614,7894,2.48E-05,0.0005,102046,136635
85156,55151,19511,0.00370564,0.03,17403649,32283473
134462,59991,2816,0.00078778,0.2,6354697,33794238
53717,4080,706,0.00018467,0.13,40479,374698
145210,894,1442,0.02533638,5.00E-04,3291312,645
12197,17639,17630,0.02533638,0.1,5451309,31099928
41930,1529,5625,0.00860544,0.3,551830,2581131
50653,46599,5304,4.64E-06,0.27,10952,66743203
50033,54398,36613,0.02533638,0.03,68958529,59750789
68323,17963,12453,0.00018467,0.27,226650,60399836
50160,2046,16841,2.48E-05,0.23,2548,7927295
74525,54976,3549,0.00182521,0.3,7478140,58540190
134433,99411,14391,0.00108175,0.001,14456768,1430672
23746,12391,19387,2.48E-05,0.01,7306,2402557
8258,20129,26729,0.00041097,0.05,68319,26902087
138887,59768,4843,4.64E-06,0.15,38516,43423988
14085,71596,14670,0.02533638,5.00E-04,25550454,525173
31533,55530,22029,0.00860544,0.03,15068673,36699806
101144,10729,7105,0.00491597,0.001,5334726,76239
142091,16,13616,0.02533638,0.3,59751,67798
17433,52364,6410,0.00860544,0.15,7855726,50353161
55701,64116,18011,0.00013363,0.05,477247,57740880
5746,1120,49751,0.00082282,0.23,5297,12820209
7668,61377,2697,0.00018467,0.13,86924,21526939
118822,42997,2741,0.01084252,0.13,55394772,15323632
72551,30610,29478,8.43E-05,0.001,187192,902344
95788,27269,304,8.43E-05,0.2,220174,1660649
86602,32294,5606,0.00160539,5.00E-04,4489957,90523
60545,12592,35410,0.00082487,0.005,628917,2229592
51401,560,28851,0.00015297,0.17,4409,2750923
16143,20152,13464,2.48E-05,0.07,8077,18993633
42275,98515,9368,0.00047003,0.01,1957571,9229122
36145,50276,30542,0.00082185,0.01,1493539,15356031
52970,22633,12372,4.64E-06,5.00E-04,5562,140020
117550,5581,5322,0.00078778,0.2,516849,5941783
75607,58798,6487,4.64E-06,0.005,20627,1907407
50111,331,40504,0.02533638,0.3,420675,4026175
41850,43297,13549,0.00018467,0.07,334627,41065171
53366,12434,10781,0.00952101,0.23,6317917,30832585
76638,76423,25747,0.00041097,5.00E-04,2407025,983839
93130,92135,529,4.34E-06,0.17,37240,8299544
9636,11555,34715,0.00163948,0.1,182559,40116070
120284,54055,16023,0.00015297,0.07,994621,60632161
7789,31392,43398,0.00160539,0.05,392571,68117881
124829,91759,8090,0.00047003,0.005,5383896,3712061
34,98795,1123,0.02533638,0.27,86969,29974635
67712,54959,9025,0.00082487,0.1,3069728,49604741
99585,48276,7069,4.34E-06,0.005,20865,1706391
103018,24347,2488,0.00082282,0.3,2063868,18178591
135615,74240,2756,0.00047003,0.23,4732376,47062325
136675,34129,11181,0.00031941,0.07,1489948,26713901
114074,2120,12888,0.00952101,0.07,2302880,1912974
24590,8832,46202,0.00082185,0.1,178491,40805913
134354,33728,3838,0.00031941,0.13,1447445,16830206
67465,37982,373,0.00082185,0.1,2105985,1419346
42254,16558,46042,0.01084252,5.00E-04,7586113,381189
97777,64413,715,4.64E-06,0.005,29223,230502
14753,11843,15342,0.00056263,0.3,98315,54514604
135181,12179,8209,0.00034241,0.27,563748,26995102
59080,75820,9508,0.00078778,0.03,3528855,21629041
51482,2492,827,0.00296184,0.25,379996,515459
98151,90368,5448,0.00370564,0.01,32868142,4923359
121746,83981,5171,0.00034241,0.05,3500975,21716676
83955,72288,634,0.00370564,0.1,22489855,4587215
46118,78802,175,0.00182521,0.13,6633222,1793054
122244,57611,7167,4.64E-06,0.13,32678,53679779
27621,97738,122,0.02533638,0.25,68399761,2984978
26604,15909,9371,0.00018467,0.13,78162,19382689
12724,32339,4051,0.00296184,0.03,1218804,3930361
105539,27614,18627,0.00015297,0.01,445827,5143990
142954,91045,1899,0.00056263,0.3,7322776,51872078
33315,12737,43282,0.00860544,0.03,3651772,16539163
102540,70346,11759,8.43E-05,0.07,608013,57906644
15435,19186,48975,0.00031941,0.01,94594,9396567
38087,6846,1377,2.48E-05,0.15,6475,1414211
104586,29212,1246,0.00491597,0.27,15019312,9831768
36291,8565,36376,0.00082487,0.005,256403,1557839
70657,7058,26955,0.00078778,5.00E-04,392888,95129
32585,23802,4676,0.00041097,0.17,318749,18922622
2118,30,44705,0.01084252,0.2,694,270158
13714,2347,169,2.48E-05,0.23,799,91278
123411,35646,10157,0.00018467,0.1,812388,36205978
2092,38978,9343,0.00082282,0.15,67110,54629196
91968,14900,8337,0.00182521,0.25,2501260,31057237
45028,14961,8791,0.00108175,0.23,728754,30252196
4605,93965,5190,0.00952101,5.00E-04,4120124,243864
30501,83515,1746,0.00163948,0.25,4176377,36471345
143852,98930,1278,0.00491597,0.3,69961111,37948337
123985,50948,5793,0.00860544,0.15,54359356,44279272
147630,68243,13053,0.00082185,0.05,8280031,44540937
141975,21983,4379,0.00082185,0.2,2565142,19255926
59232,79642,23099,0.00082185,0.03,3876999,55191025
52420,81305,2625,0.00031941,0.17,1361356,36290459
47863,5227,31546,8.43E-05,0.23,21088,37926838
130621,26805,14026,0.00082185,0.13,2877636,48879479
23484,12308,364,0.00491597,0.17,1420971,763528
86550,9970,11833,0.00182521,0.23,1574995,27134601
40578,6756,44718,0.00082487,0.2,226152,60428594
41582,6142,32201,0.00015297,5.00E-04,39072,98901
136633,14041,9356,2.48E-05,0.17,47638,22333743
110057,27788,17030,0.00860544,0.13,26318793,61524920
54097,17956,15075,0.00163948,0.2,1592619,54139625
2592,96746,2246,0.02533638,0.3,6355884,65207965
42635,3411,13996,0.02533638,0.15,3684968,7161910
43905,94190,617,0.00370564,0.15,15324572,8730895
25704,53935,7918,0.00019487,0.13,270164,55521711
122749,14687,15936,0.00015297,0.05,275790,11703342
46925,79720,18598,0.00491597,0.03,18390224,44481472
37281,1606,5825,0.00056263,5.00E-04,33692,4679
82920,88664,10313,0.00056263,0.05,4136476,45723557
25786,13706,26314,0.00056263,0.005,198859,1803407
59292,20624,1629,0.00082487,0.05,1008711,1680816
130143,83727,471,0.00031941,0.15,3480470,5925704
88719,11655,22917,0.00182521,0.13,1887446,34726136
186,98161,2203,0.02533638,0.25,464521,54069690
125129,97365,7049,0.00491597,0.05,59892622,34317825
98684,57637,76,2.48E-05,0.1,141230,439997
56302,17545,8297,2.09E-05,0.2,20626,29116330
138847,19534,1337,0.02533638,0.005,68718741,130607
79378,22031,1787,0.00082282,0.23,1438987,9056194
33857,9458,17523,0.00082487,0.17,264161,28177178
41429,9886,22263,0.00163948,5.00E-04,671516,110052
6816,76572,19810,2.09E-05,0.03,10898,45507314
53652,62549,2824,2.09E-05,0.001,70071,176641
117459,23157,492,0.02533638,5.00E-04,68918000,5706
97631,87730,16011,0.00160539,0.03,13750535,42140053
19989,35621,12901,0.00013363,0.01,95152,4595790
137979,58846,6537,0.00078778,0.001,6396491,384698
114177,31503,9567,0.00370564,0.15,13329103,45213639
144169,40044,2799,0.01084252,0.15,62596194,16818093
82752,70038,14195,4.64E-06,0.005,26892,4971336
46873,1761,19354,4.34E-06,5.00E-04,358,17046
6978,53520,16933,0.02533638,5.00E-04,9462322,453136
17866,26929,21599,0.00047003,0.005,226154,2908408
91574,68622,12886,0.00952101,0.005,59830491,4421406
5216,54042,4067,0.00047003,0.23,132513,50559216
32802,8829,17115,0.00047003,0.17,136139,25692216
27191,10572,1514,0.01084252,0.03,3117078,480375
50301,468,40842,4.64E-06,0.01,109,191345
30063,1745,8092,0.00034241,0.2,17966,2824668
97828,22930,11586,0.00056263,0.17,1262121,45166285
100837,34910,967,0.00082487,0.23,2903792,7770580
67007,94637,20522,0.00056263,0.005,3567869,9710871
9896,26371,41432,0.00370564,5.00E-04,967103,546308
145990,18700,11670,0.00034241,0.2,934818,43647523
87403,91820,393,0.00860544,0.3,69062407,10846633
21039,42553,45730,0.00047003,0.03,420822,58379742
142169,29265,8942,0.00082282,0.25,3423482,65429317
16867,19939,49603,0.02533638,0.07,8521428,69235524
60584,37139,30142,0.00296184,5.00E-04,6664381,559737
3888,584,47415,0.02533638,0.3,57605,8318062
132443,6401,15858,0.00031941,0.2,270805,20303909
132598,14567,13940,0.00013363,0.15,258126,30461658
133702,8401,14638,4.34E-06,0.23,4874,28284956
119460,57089,9555,0.00047003,0.01,3205553,5455170
4802,66468,3351,0.00013363,0.25,42655,55689712
113978,7194,17395,0.01084252,0.005,8890652,625739
143668,33955,4136,4.34E-06,0.2,21172,28089464
105576,5885,6245,0.00370564,0.2,2302725,7351617
142536,71139,12916,0.00015297,0.005,1551103,4594341
75564,94208,40,0.00952101,0.3,67778136,1132869
112140,16344,349,0.01084252,0.23,19872976,1312240
76622,2199,23375,0.00015297,0.15,25783,7713286
29635,994,965,0.00031941,0.15,9412,143960
86854,32027,10983,0.00082282,0.15,2288843,52767424
25752,1375,41589,4.64E-06,0.27,164,15447821
44617,86107,366,0.00034241,0.13,1315494,4101250
34412,65318,13288,2.48E-05,0.005,55812,4340012
22811,3384,15090,2.09E-05,0.03,1611,1532022
12790,39387,3971,0.00031941,0.001,160912,156410
10027,4242,22327,0.00108175,0.25,46026,23683663
16362,12307,24926,0.01084252,0.2,2183536,61356918
111590,35468,6525,4.64E-06,0.3,18364,69432560
88490,49616,23935,0.00082185,0.005,3608374,5937990
143945,40034,88,4.34E-06,0.05,25010,177710
36685,14893,10505,0.00860544,0.15,4701730,23469435
42286,56416,28868,4.34E-06,5.00E-04,10353,814327
114975,14779,13577,0.00047003,0.23,798737,46154455
45315,65867,16638,0.00041097,5.00E-04,1226691,547959
118852,12669,2500,0.00041097,0.005,618815,158378
13344,9481,10312,0.00013363,0.001,16906,97774
145661,30260,12841,4.64E-06,0.17,20452,66062009
146552,51,9030,0.02533638,0.001,189984,462
8211,65104,18743,4.64E-06,5.00E-04,2480,610140
34959,18138,19369,0.00370564,0.17,2349821,59726528
59052,45750,29499,0.02533638,0.05,68451451,67481715
23202,10496,11441,4.64E-06,0.25,1130,30025431
53024,1897,11273,0.00160539,5.00E-04,161522,10695
140525,24835,1740,0.00082487,0.3,2878795,12969068
29439,65884,12964,0.00056263,0.005,1091285,4270823
122122,80781,244,8.43E-05,0.23,831543,4547075
148375,75420,5254,2.09E-05,0.15,233658,59448235
99578,38575,9604,0.01084252,0.17,41649286,62987044
97173,52659,722,0.00860544,0.23,44035255,8746948
90780,30592,2631,0.00108175,0.03,3004189,2414928
39899,2389,6112,0.00078778,0.005,75102,73024
3656,66679,9159,4.34E-06,0.01,1058,6107346
8914,9416,49575,0.00034241,0.03,28743,14005012
19416,9991,27558,4.64E-06,0.2,900,55069618
13834,91795,17587,0.00018467,0.005,234527,8072231
1598,16544,27020,0.02533638,0.13,669880,58116964
25457,81398,2392,0.00013363,0.2,276912,38954929
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
