lr,lc,rc,ld,rd,lnnz,rnnz
58945,80740,23942,0.00160539,0.03,7640480,57992838
60292,26417,26165,2.48E-05,0.03,39548,20736718
23923,64386,7344,0.02533638,0.005,39027505,2364452
14333,58676,20510,0.02533638,0.005,21309192,6017540
109241,37227,10925,0.00082185,0.005,3342242,2033617
13378,3540,37563,0.00082282,0.005,38973,664975
143878,28464,3853,0.00296184,0.01,12130028,1096771
84329,22837,3022,0.00019487,0.13,375292,8974648
15120,9779,5185,0.00182521,0.03,269888,1521246
65019,5917,27747,0.00031941,0.23,122900,37766921
47062,5595,37873,0.00491597,0.23,1294579,48742080
54056,31929,12159,0.00160539,0.13,2770854,50472483
55828,3153,38045,2.48E-05,0.15,4371,17997457
68918,13322,7020,0.00082282,0.3,755518,28058398
44191,7340,22979,0.00163948,0.07,531851,11808260
50055,21569,14503,0.00041097,0.17,443714,53181115
140891,19447,12777,0.00952101,0.27,26088019,67092580
127152,4342,13370,0.00296184,0.17,1635528,9870989
22882,343,27887,1.65E-05,0.03,129,287440
23383,1023,34449,0.00860544,0.2,206034,7054681
6054,11459,46036,2.48E-05,0.13,1722,68583744
64000,11941,25430,0.00160539,0.13,1226961,39478871
8920,40816,10483,0.01084252,0.15,3947772,64182689
6898,80690,4339,0.00163948,0.17,912564,59531988
38668,35060,35938,0.00031941,5.00E-04,433042,630011
84312,45671,1179,0.00078778,0.001,3033502,53865
41013,56083,20340,0.00082487,5.00E-04,1897319,570374
38848,26598,4256,1.65E-05,0.3,17059,33966805
128571,11391,11797,0.00160539,0.25,2351258,33596585
81453,12675,16314,8.43E-05,0.23,87022,47561576
17541,52959,5545,0.00952101,0.15,8844968,44052598
29879,22792,897,8.43E-05,0.3,57404,6134953
78915,74683,7110,0.00108175,0.01,6375480,5310008
7687,50741,1202,0.00034241,0.005,133569,305130
30600,36833,39344,4.64E-06,5.00E-04,5229,724608
30914,21468,34413,0.00163948,0.01,1088082,7387931
44133,23726,19047,0.00182521,0.03,1911223,13557462
46038,91120,9478,8.43E-05,0.005,353598,4318366
118881,14004,3221,0.00860544,0.03,14326921,1353441
76311,4999,5891,1.65E-05,0.01,6298,294553
86033,6215,18726,0.00034241,0.05,183108,5819841
137805,76493,3418,0.00163948,0.1,17282228,26149277
119807,25273,8317,0.00108175,0.005,3275499,1051027
12606,7141,13360,4.64E-06,0.3,417,28625941
21399,8118,36565,0.01084252,0.001,1883696,296850
62710,68018,3805,0.00860544,0.05,36706094,12941657
16750,89898,51,0.00108175,0.27,1628983,1257277
58793,4782,19888,0.00296184,0.15,832793,14267138
95277,50639,2938,0.00160539,0.2,7745734,29759240
140920,18665,2617,0.00015297,0.17,402356,8304051
92722,33501,3718,0.00018467,0.01,573655,1245880
925,21947,15505,2.48E-05,0.15,504,51043746
38347,16369,11037,0.00082185,0.17,515881,30713391
102743,91446,12322,0.00056263,0.001,5286219,1126895
24867,44926,29582,0.00019487,0.03,217710,39871453
72304,40213,21846,2.48E-05,0.005,72195,4392502
88451,71697,11212,2.48E-05,5.00E-04,157466,401947
23348,67253,7991,4.64E-06,0.05,7286,26873656
53606,3974,3749,0.00047003,0.27,100134,4022939
80566,32096,10867,0.00041097,0.15,1062717,52319066
28184,4757,21868,0.00108175,0.15,145063,15607511
30466,6064,25461,0.02533638,0.2,4681450,30884160
87357,66500,284,0.00182521,0.25,10603288,4722701
128135,6692,6802,0.00013363,0.1,114590,4552167
127403,11640,8160,0.00041097,0.23,609461,21847674
33363,28132,7415,0.00078778,0.07,739402,14602643
56879,44887,6146,4.34E-06,0.23,11080,63461189
77615,54570,7780,0.00108175,0.01,4581719,4246054
26196,17948,30765,0.00015297,0.1,71922,55217993
32848,17113,18388,0.00041097,0.1,231019,31467567
50437,61270,31683,0.00491597,0.03,15192071,58238157
103347,68143,2219,1.65E-05,0.05,116270,7561666
68894,9421,6186,0.00370564,0.07,2405392,4080174
42766,21094,9145,0.01084252,0.3,9781379,57873156
108231,7735,6695,1.65E-05,0.2,13822,10359297
25535,53850,5050,0.00108175,0.01,1487493,2719825
3952,75813,6968,0.02533638,0.005,7591884,2641388
116736,44891,15063,0.00491597,0.05,25761921,33811191
62481,19348,33677,0.00491597,0.07,5943004,45612664
129834,78676,4778,0.00013363,0.15,1365012,56390754
19054,33803,12804,0.01084252,0.13,6983649,56267882
55531,35004,7238,0.00163948,0.13,3186936,32941115
108673,47033,2649,0.00034241,0.03,1750173,3738414
37919,47685,2386,0.00370564,0.23,6700690,26174121
37734,78849,2489,0.00031941,0.13,950370,25520196
80478,16327,2821,0.00491597,0.001,6459717,46070
2257,88786,2035,0.00082282,0.005,164900,903490
100897,32127,5638,0.00047003,0.17,1523633,30793554
46906,29167,12197,0.00491597,0.15,6725653,53366143
25261,5347,13522,0.00296184,0.05,400069,3615315
66778,20236,3889,0.00013363,0.05,180584,3935472
96865,60183,5771,0.00370564,0.05,21602908,17367617
28121,10171,16273,0.00160539,0.15,459189,24828676
128802,62005,1523,4.34E-06,0.13,34661,12278019
46048,35982,4090,0.00078778,0.001,1305308,147179
4311,40454,14766,1.65E-05,0.01,2879,5973561
136580,12516,4315,0.00013363,0.005,228434,270057
42767,97352,4308,0.00041097,0.13,1711079,54524123
31689,64022,7613,0.01084252,0.07,21997753,34118301
81546,43228,15911,4.34E-06,0.005,15299,3439105
121855,32412,1172,0.00018467,0.17,729379,6462085
74176,21245,8977,2.09E-05,0.25,32905,47680802
8446,13524,33104,0.00082185,0.15,93882,67159898
100456,26156,888,0.00082185,0.13,2159488,3021989
52918,24501,38045,0.00015297,0.03,198335,27964866
129788,62743,2529,0.00013363,0.13,1088208,20634066
112904,98501,14229,0.00160539,0.001,17854024,1401660
126971,6478,4745,0.00047003,0.05,386623,1537075
113757,25157,7229,0.00018467,0.15,528506,27283186
67042,67137,2366,8.43E-05,0.05,379397,7945420
50506,66035,5230,0.00491597,0.15,16395760,51809218
60987,46700,28741,0.00952101,0.05,27117598,67112808
31875,52885,38789,4.34E-06,0.03,7316,61541828
102052,10514,8822,0.00047003,0.27,504348,25046770
27169,13008,31589,0.00163948,0.03,579438,12327573
2783,6231,43219,0.00031941,0.2,5541,53868076
70780,14556,16874,0.00860544,0.15,8866625,36846158
60493,97820,15214,0.00163948,0.001,9701622,1488280
17181,26947,8362,0.00019487,0.03,90223,6760765
45585,2380,39470,0.00182521,0.17,198042,15971364
99142,11518,3240,0.00860544,0.2,9827182,7464726
21539,7289,39039,2.48E-05,5.00E-04,3898,142287
89763,32186,10864,0.00296184,0.15,8557212,52451582
59191,5190,26926,0.00860544,0.17,2643758,23757995
64023,66699,18636,4.64E-06,0.005,19814,6215273
93151,29895,5883,0.00082487,0.2,2297145,35180594
117139,15312,7131,0.00015297,0.23,274375,25116876
117007,22558,6867,0.00031941,0.15,843077,23237405
44193,62478,13751,0.00047003,5.00E-04,1297817,429601
138113,79805,2840,0.00013363,0.15,1472900,33997680
52891,4910,6222,1.65E-05,0.17,4287,5194574
57737,24566,2025,0.00163948,0.03,2325453,1492585
30466,58975,34489,1.65E-05,0.01,29664,20340278
17894,88350,13611,0.00034241,0.005,541348,6012913
15958,394,9255,0.00082282,0.23,5181,839977
138117,17179,13678,0.00031941,0.25,757906,58748058
43144,68804,12375,0.00018467,0.07,548196,59606489
4627,89687,1142,0.01084252,0.001,4500266,102462
2,35623,13421,0.00296184,5.00E-04,236,239066
103675,50000,6,0.00034241,0.15,1775007,50980
34747,15472,41759,2.48E-05,0.07,13349,45229969
107415,26280,8800,4.64E-06,0.05,13098,11563658
47249,14024,38788,0.00108175,0.03,716839,16319960
55149,51841,28957,0.00296184,0.03,8468130,45035919
58073,53503,2601,0.00952101,0.3,29582846,41756180
33179,1344,15965,0.00108175,0.07,48268,1502953
38216,30516,42459,0.01084252,5.00E-04,12644884,647854
53011,92162,2176,0.00370564,0.05,18104301,10029102
16780,18005,34074,0.02533638,0.005,7654966,3067639
38575,60537,3096,0.00860544,0.23,20095788,43118977
8803,18871,40978,0.00047003,0.005,78086,3866759
39516,12066,26666,0.00296184,0.07,1412279,22523889
105217,54066,8832,4.34E-06,0.005,24688,2387646
128691,70455,2168,0.00108175,0.2,9808295,30554801
110992,50196,15545,0.00860544,0.001,47944313,780322
50129,27928,15128,4.34E-06,0.05,6076,21126157
21573,5768,18405,4.34E-06,0.01,540,1061741
108536,5944,13566,0.00160539,0.2,1035834,16130396
79531,61857,217,0.00082282,0.3,4047992,4045304
30643,59826,12876,0.00082282,0.01,1508455,7703726
4389,21371,12563,0.00047003,0.2,44097,53697799
68011,26579,6039,0.00034241,0.03,618980,4815994
27965,17495,16255,0.02533638,0.23,12396152,65411334
33559,2098,6795,0.00056263,0.3,39623,4278288
89450,28430,22298,0.00160539,0.1,4082741,63396148
29265,53327,6181,0.00182521,0.17,2848571,56039561
19995,4854,24223,2.48E-05,0.27,2410,31753128
93252,39184,5349,0.00296184,5.00E-04,10822729,104807
41762,11300,48037,0.01084252,0.1,5116892,54284028
7796,41158,24111,0.00082282,5.00E-04,264045,496203
85239,35250,9780,0.01084252,0.005,32578759,1723879
146266,54282,5884,0.00296184,0.13,23516032,41523730
57742,69489,837,8.43E-05,0.27,338211,15710727
28962,36073,43434,4.64E-06,0.03,4847,47004867
17562,26511,2175,0.00163948,0.15,763359,8651469
20139,28852,3267,0.00163948,0.2,952649,18852553
85681,19160,2105,0.00047003,0.001,771647,40347
48577,30038,8045,4.34E-06,0.17,6332,41081919
4173,1570,380,0.00034241,0.001,2244,597
55203,43107,3931,0.00013363,0.15,317995,25419035
33225,671,47865,0.00018467,0.3,4119,9639940
114960,45739,11115,4.64E-06,0.1,24398,50842437
24800,86030,830,0.00056263,0.13,1200426,9283749
8703,11307,2019,0.00082282,0.03,80983,684924
94344,96431,20004,0.00182521,5.00E-04,16605257,964537
90180,44378,717,4.64E-06,0.03,18569,955076
58249,5440,3863,0.00952101,0.05,3017134,1051007
27108,38874,26551,0.00296184,0.05,3121292,51607772
17784,14154,4713,0.00370564,0.005,932817,333575
89753,49681,8253,4.64E-06,0.13,20690,53305436
63805,14214,7163,0.00015297,0.23,138737,23418712
37399,14209,14117,1.65E-05,0.23,8774,46137684
33418,20645,29963,0.02533638,0.01,17480663,6186018
51643,17101,24436,0.00860544,0.13,7600043,54327053
73294,1424,12212,0.00041097,0.27,42917,4698225
32646,58219,5113,4.34E-06,0.15,8249,44655963
24346,7126,3490,4.64E-06,5.00E-04,805,12437
37821,14848,11694,0.00047003,0.03,263954,5209295
62578,58513,295,0.00047003,0.3,1721082,5188733
128056,54915,3159,0.00056263,0.25,3956584,43373182
33031,47744,43341,0.02533638,0.001,39957460,2069319
66978,18562,29658,0.00019487,0.01,242284,5505408
31978,29075,8136,2.48E-05,0.2,23086,47313513
34868,13343,23158,0.00370564,0.07,1724059,21630100
54521,27879,2536,0.00860544,0.005,13080672,353646
126993,11096,10089,0.00041097,0.2,579134,22391063
21957,81197,1113,0.00108175,0.15,1928668,13565537
112987,16979,15650,4.64E-06,0.17,8901,45174903
105318,35882,18494,0.00019487,0.07,736419,46454356
103820,89663,18322,8.43E-05,0.01,784647,16428482
63983,79744,369,4.34E-06,0.001,22144,29474
41931,16421,42084,0.00013363,0.1,92016,69109226
129884,3662,13665,0.00860544,0.13,4093979,6506936
91624,93347,1790,0.00163948,0.2,14022317,33424912
86723,10185,16328,0.01084252,0.2,9577803,33263587
88673,30314,7361,0.00078778,0.25,2117590,55787129
108815,13901,7151,0.00015297,0.13,231401,12923528
31820,9540,5279,2.09E-05,5.00E-04,6338,25185
130790,45502,4262,0.00018467,0.001,1099029,193975
43386,9810,10396,2.48E-05,0.13,10568,13258794
108898,28825,4028,0.00082487,0.27,2589307,31349845
82099,7710,18113,0.00056263,0.27,356155,37708192
23092,2385,33406,0.00047003,0.03,25892,2390740
12653,10511,35290,0.00078778,0.005,104783,1854863
638,15583,22917,0.00019487,0.13,1939,46427178
91331,86246,12398,2.48E-05,0.03,195587,32080671
59556,252,30952,0.00082185,0.25,12372,1956027
15894,30404,8185,0.01084252,0.27,5239637,67199600
48621,383,20899,0.00034241,5.00E-04,6386,4008
27263,55061,20322,0.00108175,0.05,1623880,55949927
89992,58486,2119,0.00019487,0.17,1025654,21076431
117005,69892,3895,8.43E-05,0.15,689306,40835312
75564,94208,40,0.00952101,0.3,67778136,1132869
21028,73833,40,0.00163948,0.05,2545485,148115
41941,80027,7660,0.00013363,0.001,448530,613046
73356,13623,8736,0.00082487,0.3,824328,35706507
90224,74056,2683,0.00296184,0.13,19790160,25837448
17616,984,9890,4.64E-06,0.2,80,1947995
14496,98877,8543,0.00182521,5.00E-04,2616192,422374
121990,64170,341,0.00108175,0.25,8468185,5477509
45675,72703,10876,0.00108175,0.03,3592274,23722658
78006,35824,1791,4.34E-06,0.3,12128,19254805
44546,23232,271,8.43E-05,0.01,87235,63108
35703,55245,27968,0.00491597,5.00E-04,9696493,772555
8286,13810,22271,0.00182521,0.005,208872,1537902
58822,76309,19875,0.00182521,0.005,8192878,7583398
5148,1413,24085,0.00082185,0.23,5982,7832197
138450,34266,6495,0.00860544,0.15,40826235,33386680
10019,20119,3928,0.01084252,0.25,2185753,19760793
66552,81075,1826,0.00013363,0.2,721040,29617407
54621,3295,6287,0.00082185,0.27,147942,5594491
60075,91803,18659,8.43E-05,0.03,464867,51390356
111802,23028,1432,0.02533638,0.27,65230777,8907835
122869,1398,15676,0.00082487,0.25,141730,5480618
104299,36230,1024,0.00034241,0.17,1293885,6311579
1584,1595,11765,1.65E-05,0.17,41,3190331
56292,2068,15255,0.00491597,0.27,572465,8520842
5138,41503,44656,0.00047003,0.03,100247,55601244
97952,5793,14006,0.00031941,0.27,181254,21908716
42096,37955,10706,0.00034241,0.1,547091,40635565
76422,35042,8010,0.02533638,0.17,67850881,47717229
97193,40761,18134,0.00018467,0.01,731612,7391727
9381,34206,1243,0.00108175,0.001,347143,42519
40960,34961,34344,4.64E-06,0.05,6644,60036771
48141,25646,20913,0.00163948,0.005,2024217,2681778
10577,27166,6984,2.48E-05,0.3,7135,56921229
35476,17547,5782,4.64E-06,0.15,2888,15219630
120909,5244,14066,8.43E-05,0.27,53445,19916857
98092,18275,19710,0.00163948,0.005,2939090,1801126
58033,82069,2892,0.00082185,0.13,3914287,30861404
3148,1491,44169,0.00952101,0.1,44702,6585697
10414,8267,28594,0.00019487,0.25,16779,59104107
18510,24468,5888,0.00082282,0.25,372677,36019636
107921,85053,4570,4.34E-06,0.15,39837,58314289
31478,10771,9416,0.00013363,0.3,45310,30427875
28011,69826,1041,0.00041097,0.13,803836,9457149
147533,24806,13358,0.00047003,0.001,1720221,331369
54331,6000,31236,0.00860544,0.15,2805503,28115237
2733,14325,6464,0.00082487,0.27,32296,25003681
52940,89325,9001,0.00078778,5.00E-04,3725368,402050
94228,47618,17521,0.00082487,5.00E-04,3701219,417179
110450,7920,6924,0.00082487,0.3,721634,16455123
54036,52561,1745,0.00078778,0.25,2237479,22937170
131122,11315,4409,0.00182521,0.23,2708103,11477307
126742,21453,7391,0.00015297,0.07,415934,11099479
147256,88807,978,0.00491597,0.05,64288333,4346615
17169,602,28746,2.48E-05,0.27,256,4675872
1327,18193,30997,0.00370564,0.05,89480,28198461
58521,28639,9734,2.48E-05,0.17,41615,47394739
58596,94314,541,0.00182521,0.01,10086962,510907
18860,894,20613,0.00082282,0.23,13884,4241944
11591,27095,19004,0.00860544,0.001,2702894,514937
2944,78729,809,2.09E-05,0.15,4840,9561218
122278,30721,4172,8.43E-05,0.23,316640,29482325
77626,20209,7218,0.00056263,0.3,882652,43765267
74693,57350,5899,0.00034241,5.00E-04,1466803,169180
60873,87337,1865,1.65E-05,0.27,87776,43992633
24722,6746,10135,0.00078778,0.001,131385,68373
93745,20303,18170,0.00370564,0.05,7053208,18445865
63335,43094,19716,0.00182521,0.005,4981757,4248315
109091,94340,1010,0.00082282,0.1,8468288,9534055
66253,48218,5026,0.00041097,0.15,1312885,36352501
120248,13655,8107,0.00018467,0.2,303232,22140958
88581,45574,17342,0.00041097,5.00E-04,1659113,395178
27254,12659,9022,0.00078778,0.3,271812,34265507
35737,52849,2960,0.00296184,0.03,5594046,4693346
15192,31307,27894,0.02533638,0.05,12050685,43665737
49739,481,22708,0.00034241,0.27,8192,2949315
110102,30372,5130,0.00041097,0.23,1374302,35840251
98625,61338,17464,8.43E-05,0.05,509913,53562039
54261,52003,7802,0.00082185,0.07,2319073,28403383
136239,18142,6942,0.00491597,0.27,12151240,34009994
67012,5459,3289,0.00031941,0.23,116852,4130026
105778,2861,16735,0.00082487,0.23,249702,11015575
143268,64504,9547,0.00163948,5.00E-04,15151233,307937
84277,10592,3419,0.00952101,0.15,8499585,5432931
4072,40295,37722,0.00019487,0.001,31975,1520078
104785,2596,11329,0.00018467,0.15,50236,4411836
122876,93630,12178,8.43E-05,0.005,969753,5701250
35904,5577,34690,0.00182521,0.01,365536,1934984
119179,59245,1075,2.48E-05,0.03,175320,1912060
36249,58356,3572,0.00491597,0.3,10399266,62546211
112098,34865,7668,0.00082282,0.23,3215837,61493289
18107,5148,28017,0.00082282,0.13,76708,18752555
126381,63112,4936,4.34E-06,5.00E-04,34616,155762
75477,56451,6334,0.00182521,0.13,7776936,46484140
16466,30360,4919,0.00160539,0.27,802559,40322552
84111,15487,3637,0.02533638,0.23,33005618,12955973
10866,1209,17539,0.00082185,0.3,10799,6363020
94788,49616,13227,0.00296184,0.005,13929818,3281557
22215,34720,5709,2.48E-05,0.07,19151,13875609
36160,2582,9365,0.00019487,0.17,18197,4111533
102484,16560,3908,0.00018467,0.01,313427,647270
81750,17732,8822,0.00015297,0.15,221745,23467207
16381,18767,18364,0.00082487,0.13,253599,44805753
55927,40203,22101,0.00160539,0.01,3609677,8885510
46642,33789,14223,0.00296184,0.13,4667917,62478247
133245,71093,1684,0.00160539,0.23,15207819,27542610
63964,14631,3976,0.00047003,5.00E-04,439893,29092
126145,50575,8936,0.00182521,0.005,11644538,2259833
83540,67220,3566,0.00019487,0.01,1094317,2397389
40784,1732,44996,0.00018467,0.15,13048,11693807
42656,18167,39829,0.00015297,0.01,118547,7236131
24623,4303,32376,0.00860544,0.03,911851,4179665
29645,71007,881,8.43E-05,0.13,177437,8141415
42665,21727,20034,0.00031941,0.005,296092,2176462
100519,2825,8395,0.00015297,5.00E-04,43450,11861
144308,45462,2545,0.00082487,0.23,5411671,26620871
123652,97549,2249,0.00078778,0.25,9502411,54861447
13588,6340,5504,0.00296184,0.03,255175,1046893
128842,17033,10553,0.00182521,0.3,4005623,53929229
85761,76393,17320,2.09E-05,0.05,136797,66159663
118247,22422,16791,0.00952101,5.00E-04,25243812,188251
43178,51022,14081,0.00082185,5.00E-04,1810600,359233
36911,31942,28435,0.00082282,0.03,970142,27248987
108747,60134,4057,4.64E-06,0.17,30343,41480362
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
