lr,lc,rc,ld,rd,lnnz,rnnz
83238,8971,24383,0.00082487,0.27,615968,59061003
69925,45757,25144,0.00952101,0.0005,30463488,575279
63478,3078,32998,0.00056263,0.23,109953,23365732
139568,66071,6510,0.00078778,0.05,7264447,21508789
120046,20209,15291,0.00491597,0.0005,11926590,154515
34840,8433,25300,2.09E-05,0.3,6135,64015735
15872,5266,16465,0.00078778,0.2,65856,17343368
40244,26014,41080,0.00082185,0.005,860421,5343465
83855,38643,920,0.01084252,0.03,35135148,1067702
20103,54396,32969,0.00082185,0.03,898753,53802161
64555,90031,187,2.48E-05,0.13,144314,2200026
90188,23458,5453,8.43E-05,0.25,178328,31982207
81450,56935,6639,0.00082185,0.01,3811276,3780217
15043,64156,13828,4.34E-06,0.005,4188,4435922
49274,16738,36130,0.02533638,0.01,20896544,6047573
61892,13857,26601,0.00370564,0.0005,3178208,184313
33014,15348,25134,8.43E-05,0.1,42710,38576084
52746,85655,17607,0.00296184,0.001,13381693,1508188
95992,13413,18845,0.00047003,0.17,605217,42973321
17262,6465,15349,0.00041097,0.05,45867,4962006
542,12750,47424,0.00013363,0.03,923,18140712
111041,15879,3573,0.00082185,0.3,1449181,17025037
47206,29823,34400,0.00015297,0.01,215365,10259594
34327,44692,198,0.00018467,0.25,283315,2218303
120304,40305,3610,0.00047003,0.0005,2279133,72766
89902,92636,2859,0.00078778,0.13,6560829,34430489
46684,428,14490,8.43E-05,0.25,1686,1552222
62996,24314,13471,0.02533638,0.15,38807881,49130715
40325,20403,19662,2.09E-05,0.15,17179,60176007
38498,43479,10082,0.00370564,0.05,6202952,21919171
49908,24468,27270,0.01084252,0.001,13240974,667266
134295,12148,6254,0.00370564,0.07,6045750,5318758
39783,29724,16353,0.00952101,0.13,11259121,63195337
132843,56877,4933,0.00082282,0.005,6217070,1403102
147321,7963,12329,0.00952101,0.3,11170382,29457086
28693,42503,18991,0.00082282,0.0005,1003493,403609
132031,15339,4518,0.01084252,0.13,21959462,9010134
45250,68083,2797,2.48E-05,0.0005,76496,95241
18379,13796,3846,0.00082282,0.07,208649,3715182
22814,18351,4391,0.00163948,0.01,686422,805882
92956,66994,5871,1.65E-05,0.005,102817,1966844
134616,5988,395,0.01084252,0.27,8740851,639385
53988,51573,12498,0.00013363,0.07,372072,45120846
140601,39082,2839,0.00041097,0.3,2258310,33288403
65206,78652,2074,2.09E-05,0.2,107086,32639193
74520,11471,21752,2.09E-05,0.25,17849,62382216
61817,9495,12212,0.00296184,0.3,1738596,34789763
45516,42347,7081,0.02533638,0.01,48835273,2998953
45592,8182,27218,0.00082185,0.03,306610,6681648
1002,1738,21978,0.00108175,0.001,1885,38210
12987,7224,3977,0.00034241,0.05,32126,1436675
32504,73271,2959,0.01084252,0.07,25823064,15178397
113537,26918,6721,0.00019487,0.2,595572,36187224
52968,89955,361,0.00108175,0.2,5154379,6496183
71809,78776,14658,0.00952101,0.001,53859243,1154735
51439,56635,19514,0.00015297,0.0005,445645,552620
38338,14280,20490,0.00015297,0.07,83751,20483948
78697,56169,4957,0.00082282,0.1,3637201,27844802
103450,19273,6242,0.00108175,0.27,2156852,32482641
25895,33173,3463,0.00031941,0.0005,274390,57451
107096,58135,1623,0.00952101,0.07,59278378,6606255
59351,5797,6996,0.00491597,0.27,1691498,10951569
146738,11724,14562,0.00031941,0.07,549516,11951611
136246,39644,4074,0.00370564,0.01,20015861,1615183
74508,10460,21090,4.64E-06,0.2,3616,44124710
21014,24161,41612,2.48E-05,0.01,12607,10054366
98424,59478,6192,0.00013363,0.01,782296,3682991
125703,12871,11249,0.00952101,0.005,15404375,723951
51631,1681,15292,0.00082487,0.3,71597,7712439
89531,73822,5057,0.00491597,0.1,32491560,37336619
73711,24368,4502,0.00056263,0.17,1010621,18653076
134723,7985,4436,0.00047003,0.13,505696,4606284
26869,78085,12967,0.00082185,0.001,1724312,1012549
12898,32883,6938,0.00860544,0.3,3650006,68446081
14531,14253,16354,8.43E-05,0.1,17457,23310347
85695,25582,2145,0.00952101,0.23,20872664,12626709
120910,12312,10947,0.00041097,0.1,611821,13479567
3783,31425,18316,0.01084252,0.0005,1289181,287791
105275,9092,1404,0.00047003,0.17,449946,2171175
129801,9997,608,0.00108175,0.2,1403842,1216916
70864,53663,4667,0.00491597,0.05,18694623,12523366
106292,9947,5967,0.00013363,0.17,141290,10091818
44553,5476,37184,0.00082282,0.3,200764,61092848
19521,1340,954,0.00019487,0.3,5097,383879
72280,40735,7994,2.48E-05,0.13,73109,42333498
2115,8578,23285,0.00296184,0.25,53755,49939462
98472,724,9427,4.34E-06,0.001,309,6831
41697,44362,20373,4.34E-06,0.05,8028,45191155
65950,89712,2369,8.43E-05,0.23,498705,48901275
21672,31865,10259,0.00491597,0.17,3395023,55574781
46110,3764,10626,0.00078778,0.3,136748,12001328
52463,45276,7513,0.00078778,0.005,1871258,1701001
1955,6762,6990,0.00019487,0.15,2577,7090453
9914,63011,23906,0.00163948,0.03,1024200,45191197
117933,60451,3012,0.00370564,0.23,26418496,41882482
62959,17337,25969,0.00163948,0.005,1789632,2251266
10196,74267,2633,0.00491597,0.23,3722617,44979958
5554,46206,1822,0.01084252,0.03,2782911,2526819
60314,9620,18040,0.00370564,0.23,2150129,39917490
94874,14015,17187,0.00952101,0.17,12660371,40951821
40201,71349,4284,2.48E-05,0.01,71221,3056802
26883,4276,15319,0.00160539,0.0005,184585,32759
117166,9557,9860,0.00296184,0.001,3316667,94243
32939,43962,37591,0.00018467,0.0005,267419,826308
96979,15137,18033,0.00182521,0.13,2679504,35487513
148743,40178,3092,4.34E-06,0.005,25937,621276
25210,42044,9731,0.00047003,0.07,498201,28641734
26544,1208,3612,2.09E-05,0.27,670,1178990
41243,11274,98,4.34E-06,0.2,2018,221312
27293,80258,9627,0.00015297,0.03,335078,23181169
54057,1868,11043,0.00082185,0.23,83031,4747314
126062,98340,1496,2.09E-05,0.3,258849,44159914
132313,44446,503,0.00078778,0.2,4632834,4478628
35319,25474,24829,0.00163948,0.1,1475148,63251677
145019,52461,922,0.00296184,0.23,22533573,11128250
53160,87669,317,0.00082185,0.3,3830271,8342248
86538,58068,7002,4.34E-06,0.05,21809,20332091
28447,13317,10824,0.00296184,0.005,1122104,720808
75978,54531,16738,4.34E-06,0.001,17981,912761
37378,402,46500,4.64E-06,0.13,69,2435620
95221,85181,9140,1.65E-05,0.07,133914,54504350
76704,9400,20448,0.00370564,0.27,2672049,51903178
100140,93591,3420,0.00163948,0.001,15365666,320175
132738,19686,6347,1.65E-05,0.2,43144,24991464
43656,5941,22673,0.00082487,0.25,213963,33678855
33424,71067,3370,0.00182521,0.27,4335606,64664523
75068,35990,7681,0.00182521,0.03,4931191,8293717
97611,73015,7266,0.00041097,0.0005,2929041,265299
93144,17606,11814,0.00031941,0.13,523820,27042322
46217,31424,7707,8.43E-05,0.17,122419,41174693
54352,46800,8576,0.00108175,0.07,2751701,28097223
1781,59334,2808,0.00018467,0.3,19514,49989243
114646,87941,12197,0.00160539,0.005,16185914,5363364
61053,13027,19093,4.64E-06,0.001,3690,248735
66631,18827,15564,0.00296184,0.05,3715732,14652201
25262,26801,4158,0.00491597,0.15,3328450,16718979
126562,23632,2120,0.00018467,0.13,552355,6513911
1602,6617,31456,0.02533638,0.15,268742,31225148
83629,67746,21076,0.00082282,0.001,4661762,1427891
82684,46229,3825,0.00082185,0.2,3141456,35370324
119785,94504,8428,0.00034241,0.001,3876178,796499
50470,80577,9465,0.00019487,0.001,792506,762724
8031,97579,2772,0.00056263,0.01,440926,2705620
10735,11997,42152,0.00078778,0.05,101468,25286215
27813,19015,22846,0.00056263,0.001,297559,434425
4775,12413,29093,0.00160539,0.05,95171,18057496
130470,53709,13005,2.48E-05,0.05,173997,34927173
42747,25943,7238,0.00034241,0.17,379749,31926826
91367,58771,15677,0.00031941,0.0005,1715169,460708
38545,4265,15337,0.00163948,0.01,269548,654184
113232,58449,2422,0.00108175,0.001,7159389,141572
62222,59948,419,0.00952101,0.03,35514661,754069
62363,8131,27588,1.65E-05,0.27,8372,60570258
63634,52195,4438,0.00041097,0.07,1365019,16217726
34864,43073,28882,0.00018467,0.01,277325,12440894
491,54550,4252,0.00182521,0.17,48979,39434564
29419,15454,19258,0.00160539,0.005,729880,1488111
83977,6587,21822,0.00182521,0.15,1009681,21562615
66083,70545,7491,2.48E-05,0.13,115755,68700211
21572,2895,37075,0.00047003,0.23,29360,24691866
46787,5699,25406,1.65E-05,0.03,4402,4344354
98452,29745,8708,0.00160539,0.17,4701459,44038852
60673,87576,5157,2.48E-05,0.15,131936,67747566
28645,5089,35883,0.00082282,0.27,119966,49313145
89297,73623,186,0.00108175,0.03,7111911,410939
95355,76328,2881,0.00182521,0.05,13284465,10997063
115306,30847,1809,2.48E-05,0.25,88319,13951812
91599,43031,10327,2.48E-05,0.1,97871,44442879
58692,30723,10942,0.00034241,0.15,617454,50430889
75551,39919,8909,0.00015297,0.07,461353,24894963
79937,57917,7153,0.00018467,0.07,854988,29001613
125885,94103,2299,0.00082185,0.25,9735815,54097605
91939,4322,8525,0.00082185,0.2,326594,7369718
135965,16992,10196,0.00015297,0.13,353423,22523474
121570,11369,15137,0.00013363,0.25,184697,43024415
105462,93014,1900,0.00108175,0.2,10611547,35355978
137432,68145,4678,2.09E-05,0.2,195548,63770140
17718,58381,25879,0.00015297,0.0005,158238,755437
101565,35722,12705,0.00108175,0.1,3924777,45387190
100241,35525,6762,0.00296184,0.17,10547434,40842366
121836,69129,8276,0.00034241,0.07,2883934,40052693
37664,20822,5077,0.00952101,0.01,7467040,1057257
24408,77887,3967,0.00082185,0.13,1562397,40175655
56596,41126,5160,0.02533638,0.15,58973420,31835352
137609,32109,6567,0.00078778,0.3,3480824,63264718
148046,83926,777,0.00047003,0.17,5840172,11098550
32186,30212,1945,0.00047003,0.005,457076,293844
1365,43038,25018,0.00056263,0.05,33065,53837539
29404,31345,1469,0.00047003,0.2,433219,9215265
130085,81322,16178,0.00056263,0.03,5951961,39470563
21436,5502,38938,0.00108175,0.05,127600,10713242
34676,22488,2696,0.00034241,0.2,267015,12127903
39570,109,20417,0.00163948,0.13,7128,291669
58116,8495,30520,0.00082282,0.15,406236,38891416
120029,75744,2803,4.34E-06,0.0005,39457,106190
47518,20449,40367,0.00491597,0.001,4776995,825491
65571,44543,6915,0.00160539,0.2,4689060,61606367
109062,47990,1682,0.00056263,0.3,2944790,24220431
106631,87190,568,4.34E-06,0.15,40349,7429761
81811,11671,10441,4.34E-06,0.3,4143,36558341
48267,81457,4636,1.65E-05,0.15,64913,56645348
18973,6001,35298,0.00163948,0.27,186688,57197967
55458,1869,21986,0.00056263,0.13,58326,5342957
31686,31628,45042,0.00160539,0.005,1608914,7123187
50679,6999,30202,0.00082185,0.17,291539,35939505
85302,10471,21944,0.00160539,0.2,1433969,45956855
34229,614,34351,0.00015297,0.25,3220,5281400
147182,76870,2848,1.65E-05,0.005,186795,1094890
99795,15539,3761,0.00082282,0.23,1276016,13445512
36431,29677,32054,0.00041097,0.01,444339,9512933
132266,92424,13549,0.00018467,0.01,2257528,12523527
6459,93976,2028,4.64E-06,0.13,2816,24781041
52978,54162,13658,4.64E-06,0.07,13314,51783270
41003,87505,2949,0.00031941,0.001,1146049,258058
14470,34213,35821,0.00019487,0.05,96479,61278448
32405,4776,42173,0.00031941,0.15,49438,30215362
142303,24707,14353,1.65E-05,0.07,58049,24825952
142565,91660,207,1.65E-05,0.27,215746,5140617
18119,32641,3296,0.00082282,0.25,486669,26901481
100167,60572,5758,0.00041097,0.2,2493489,69761003
73550,28084,11244,0.00018467,0.1,381466,31581110
148447,19635,7593,0.00182521,0.27,5320082,40254473
52033,37966,10075,0.00163948,0.15,3238796,57378165
45541,6018,595,0.00078778,0.15,215925,537848
2274,4828,40301,0.00108175,0.005,11882,973047
74938,69334,1053,0.00370564,0.05,19253858,3651326
130361,19536,3561,0.00056263,0.25,1432938,17397390
61151,40428,30892,0.00160539,0.05,3968927,62447604
124178,25379,6314,2.48E-05,0.15,78252,24039543
60896,46185,19560,0.00019487,0.0005,548075,451702
79965,67721,3175,0.00015297,0.27,828394,58067202
44251,28370,11979,0.00108175,0.15,1358055,50976914
50039,92283,6867,0.00370564,0.07,17111946,44364038
13468,77638,4309,2.48E-05,0.001,25963,334610
1471,4180,13692,0.00160539,0.3,9876,17170881
149330,59258,4100,0.00056263,0.25,4978795,60743632
122,19410,7522,8.43E-05,0.15,200,21902015
64437,61001,15359,0.00041097,0.07,1615437,65585185
21372,59028,14837,4.64E-06,0.05,5853,43790888
132052,47009,4464,0.00082282,0.1,5107894,20985585
33967,9414,35995,0.00160539,0.07,513403,23722751
64201,35581,5780,0.00860544,0.23,19658246,47306600
102485,4494,1166,0.00108175,0.05,498261,262042
18683,80341,1796,0.00013363,0.17,200583,24535548
107253,2283,4766,2.48E-05,0.1,6080,1088228
1305,2291,39714,0.00296184,0.01,8863,910247
321,7673,20778,8.43E-05,0.2,207,31889231
5605,71611,11753,0.00018467,0.0005,74126,420831
7337,5760,16366,0.00082185,0.23,34738,21684240
108030,47821,1780,0.00041097,0.3,2123154,25541697
86013,21342,4409,0.00078778,0.13,1446164,12234710
38694,1087,33880,0.00015297,0.3,6435,11051388
69381,8913,17731,0.00296184,0.2,1831765,31611153
143092,65008,3069,0.00015297,0.13,1422960,25936502
17363,20949,1933,0.00296184,0.001,1077349,40508
15283,68140,28533,4.64E-06,0.0005,4832,972131
64937,13955,3132,0.00296184,0.25,2684082,10928940
13636,6566,2394,0.00056263,0.03,50379,471685
105305,27101,13298,0.00296184,0.1,8452833,36040588
47493,7813,2483,0.00108175,0.03,401443,582094
12273,29944,40085,0.00082282,0.001,302405,1200316
54781,43058,36669,0.02533638,0.03,59764487,47367822
55146,70102,15399,0.00041097,0.005,1588762,5397815
73865,67547,1014,4.64E-06,0.0005,23151,34274
93373,18226,571,0.00296184,0.17,5040717,1772037
119361,922,14609,0.00047003,0.13,51759,1752223
86672,65745,3630,0.00082185,0.13,4683154,31029506
54179,35863,3494,0.00370564,0.01,7200201,1253323
3545,4325,31306,2.09E-05,0.03,320,4062298
30371,178,42591,0.00018467,0.05,998,379288
37699,22558,6564,0.00015297,0.15,130089,22214237
91928,40118,11047,0.00108175,0.15,3989559,66481577
69182,4739,26510,0.00078778,0.07,258282,8794504
71649,59632,20754,0.00082487,0.03,3524376,37129877
37541,3938,4127,0.00078778,0.17,116465,2763099
62618,10125,11031,0.00034241,0.15,217096,16754595
81325,73555,7803,0.00163948,0.0005,9807302,287008
36087,80432,6661,0.00015297,0.0005,444012,267904
35063,3437,20639,0.02533638,0.001,3053786,70948
9932,27554,8517,0.00013363,0.23,36571,53980464
1709,63015,32266,4.64E-06,0.01,499,20332510
87431,22283,14948,0.00041097,0.0005,800698,166557
141870,61672,8739,0.00108175,0.07,9464748,37726992
14631,41192,31640,0.00031941,0.005,192514,6516695
41988,8908,34326,0.00019487,0.07,72889,21405039
5131,20827,11000,0.00491597,0.27,525440,61862157
42018,11672,11852,4.34E-06,0.15,2128,20752111
37461,30748,3982,0.00370564,0.03,4268477,3673928
146451,8880,598,0.00082185,0.23,1068922,1222470
470,10308,29779,0.00041097,0.13,1991,39908052
115736,31823,13376,0.00163948,0.03,6038445,12770362
83690,4765,9768,0.00163948,0.2,653849,9310293
4716,33143,1544,0.00056263,0.2,87943,10238182
129733,28127,6001,0.00296184,0.25,10807998,42204536
62047,42705,9301,0.00860544,0.0005,22802624,198622
98554,40873,8352,0.00160539,0.13,6466863,44379233
116856,1114,3297,0.00860544,0.05,1120304,183707
10810,12963,19465,0.00082487,0.15,115604,37852608
99660,42504,14627,0.00860544,0.05,36453115,31087880
124760,32887,7747,2.48E-05,0.07,101877,17835270
120588,81752,4822,0.00182521,0.17,17993619,67027293
34719,8845,7186,2.09E-05,0.13,6412,8264114
14738,88318,6211,0.01084252,0.07,14113766,38402386
26165,2275,15564,0.00082185,0.05,48921,1770439
28282,4283,19952,0.01084252,0.03,1313448,2563816
36629,14412,15627,0.00082487,0.23,435472,51804078
87548,93618,370,0.00041097,0.01,3368387,346542
33908,36219,7727,0.00370564,0.25,4551060,69971789
8072,43194,2314,0.00860544,0.2,3000471,19993340
67456,8609,12337,0.00056263,0.01,326752,1062201
35257,67262,12981,0.00056263,0.005,1334256,4365818
103604,44800,8566,0.00034241,0.03,1589323,11513022
38827,12487,11402,0.00160539,0.2,778422,28479955
115090,58176,79,0.00082185,0.3,5502771,1387504
38949,57968,16025,0.00018467,0.01,416958,9289982
18951,22057,9607,0.00031941,0.1,133518,21192479
127466,9806,2038,0.00018467,0.25,230843,4998617
55849,6977,26256,0.00018467,0.3,71963,54961296
86182,11337,7704,2.09E-05,0.13,20401,11355975
8011,19754,4331,0.00082487,0.001,130538,85556
41612,8365,18467,2.09E-05,0.25,7268,38620106
64519,314,11619,0.00019487,0.3,3952,1095955
6512,22471,48748,0.00082185,0.01,120283,10954626
8761,38347,2870,0.00018467,0.15,62048,16510617
71183,78414,3334,8.43E-05,0.1,470492,26143956
53928,47226,12524,0.00182521,0.1,4648604,59147489
2998,6405,15377,0.00041097,0.23,7893,22653112
26301,55145,19711,0.01084252,0.01,15725848,10870064
144865,72829,5331,0.00370564,0.15,39096391,58240381
60470,57235,23311,0.00952101,0.03,32952864,40026912
29089,9896,16356,0.00860544,0.2,2477461,32376261
129663,34965,2705,0.00370564,0.2,16800290,18921670
17644,64739,24590,0.00082185,0.001,938789,1591979
67549,78818,1981,0.00082185,0.23,4375651,35917361
111750,34666,10236,0.01084252,0.05,42003567,17742194
2508,92883,2148,0.00047003,0.17,109503,33928211
142553,256,10218,2.09E-05,0.2,762,523551
11945,53335,1589,0.00952101,0.25,6066222,21192625
27626,57927,31966,4.34E-06,0.005,6945,9258695
40254,18917,6921,0.00860544,0.001,6553143,130940
34861,13215,24059,0.00082282,0.17,379071,54050733
41674,75027,6344,0.00160539,0.07,5019641,33320412
27165,39290,4867,0.00034241,0.23,365466,43987968
32304,7449,10629,0.00056263,0.01,135401,791855
15204,83621,16483,0.00491597,0.005,6250431,6891651
11557,99730,2783,0.00047003,0.23,541768,63839239
66102,5525,317,0.00108175,0.13,395091,228188
69417,30561,5350,0.00082282,0.15,1745641,24530192
18795,58474,3877,0.00296184,0.27,3255182,61224478
98230,16110,14781,0.00031941,0.1,505487,23813469
95152,5276,452,0.00108175,0.25,543093,597079
23534,1234,42913,0.00031941,0.25,9278,13242175
35522,61114,6499,0.00082487,0.07,1790714,27804029
25840,19820,24395,0.00056263,0.01,288171,4835410
104389,75142,3358,0.00078778,0.0005,6179398,126194
124141,58915,429,0.00019487,0.07,1425245,1770710
73496,15122,19132,2.48E-05,0.05,27597,14466907
48224,27047,9778,0.00041097,0.0005,536052,132248
15244,81843,24501,0.00082185,0.01,1025397,20053368
19247,46387,15870,2.09E-05,0.001,18642,736213
42322,23145,24000,4.34E-06,0.03,4251,16665054
14401,11482,21351,0.00013363,0.2,22098,49035937
15952,12869,18526,0.00047003,0.0005,96499,119216
40723,4086,49305,0.00015297,0.15,25457,30224514
53063,13260,18210,0.00015297,0.25,107639,60370447
22261,66341,1730,0.00082185,0.23,1213769,26412302
133873,59572,6552,0.00182521,0.13,14556281,50744862
25300,35392,2026,0.01084252,0.13,9708768,9323476
81653,89521,17709,8.43E-05,0.001,616142,1585365
63265,7075,3246,0.00015297,0.1,68471,2297179
65704,2008,2781,0.00041097,0.03,54239,167621
63065,7188,29259,2.48E-05,0.01,11255,2103218
44584,86734,8022,0.00019487,0.005,753572,3479074
104064,94945,63,0.00019487,0.15,1925395,900758
113601,25677,12513,0.00491597,0.17,14339978,54622315
139321,31186,8169,0.00108175,0.27,4700084,68784973
34551,96065,8504,0.00018467,0.0005,612959,408504
59565,51656,32059,0.00013363,0.005,411169,8280255
21619,95811,323,0.00041097,0.1,851269,3100659
28527,4872,21770,0.02533638,0.1,3521572,10607219
64303,61384,22145,0.00163948,0.001,6471473,1359397
106874,77407,9900,0.00018467,0.03,1527757,22991401
119791,53066,2016,0.00078778,0.2,5007840,21404087
86125,48162,22998,0.00031941,0.03,1324923,33230271
42353,78101,8863,0.00860544,0.001,28465567,692229
68979,17774,2879,0.00034241,0.2,419819,10237475
11678,2468,41555,8.43E-05,0.13,2429,13334577
8410,32970,45574,4.34E-06,0.005,1203,7513107
17015,11222,18166,0.00078778,0.27,150432,55046319
113553,93515,8689,1.65E-05,0.005,175320,4062789
89031,8511,17222,0.00041097,0.13,311444,19057325
116304,15595,8397,0.00034241,0.1,621058,13096203
67236,1628,30741,1.65E-05,0.25,1808,12518858
31829,35386,13767,0.00015297,0.05,172294,24358944
31971,21056,1615,0.00952101,0.03,6409671,1020757
13494,33000,8522,0.00082282,0.23,366416,64687795
143145,53716,5517,0.00019487,0.13,1498396,38531938
23975,3478,24853,0.00082487,0.03,68796,2593640
60857,14124,12875,0.00082487,0.17,709052,30917040
138731,69132,9734,4.34E-06,0.005,41624,3364953
26219,44609,570,0.00019487,0.13,227931,3310224
140617,19301,4638,0.00082487,0.3,2238777,26859367
2375,16183,11143,0.00082282,0.23,31630,41476814
26106,76118,17503,0.00108175,0.05,2149657,66618463
27435,9,3118,0.00296184,0.01,768,294
9791,33701,25161,0.00034241,0.01,112993,8479587
19456,10194,24151,0.00108175,0.001,214572,246223
105897,19514,7515,0.00015297,0.27,316126,39601833
127790,20649,9036,0.00013363,0.23,352620,42916657
36772,65666,3764,2.48E-05,0.25,59957,61802588
124439,26565,5082,2.48E-05,0.27,82083,36452124
101146,37121,1856,4.34E-06,0.2,16295,13782255
5281,41667,19210,0.00082185,0.001,180857,800425
89172,83118,5805,0.00018467,0.03,1368739,14476397
120276,24787,1762,8.43E-05,0.3,251297,13103227
80519,38155,6912,0.00047003,0.23,1444071,60664484
69066,48464,1651,0.00296184,0.1,9914091,8001711
37730,62801,5272,0.00082282,0.2,1949678,66227379
145409,22816,8973,2.48E-05,0.03,82380,6142597
121907,78709,2566,0.00034241,0.07,3285535,14140682
34801,11024,39270,0.00491597,0.001,1886060,432921
74520,6771,24598,0.00163948,0.25,827294,41642160
115371,49084,3018,8.43E-05,0.15,477331,22226295
18823,186,37107,0.00163948,0.25,5764,1732882
100110,19254,19320,2.48E-05,0.13,47862,48361660
56271,31564,16603,0.00034241,0.13,608182,68128773
68643,695,21395,0.00056263,0.2,26852,2975270
133293,33800,7069,2.48E-05,0.13,111866,31062723
54289,12412,5318,0.00491597,0.005,3312699,330055
8417,42132,761,4.34E-06,0.0005,1539,16046
28412,63506,9247,0.00491597,0.1,8870402,58726355
120336,54841,250,0.00015297,0.2,1009520,2750769
78745,6277,18570,4.34E-06,0.3,2145,34971696
19166,1394,36366,0.00034241,0.3,9154,15218647
68482,46607,22900,0.00047003,0.05,1500246,53367156
41317,87008,21561,0.00031941,0.001,1148272,1876052
13653,10885,43822,0.00015297,0.07,22736,33393110
31361,89489,935,0.00370564,0.3,10400061,25127449
10324,83639,16094,0.00041097,0.05,354895,67308032
7282,20006,3799,0.00370564,0.1,539879,7600658
25605,61654,3801,0.00015297,0.2,241491,46876332
93785,61250,12427,0.00160539,0.001,9221932,761205
50188,40484,18098,0.00082487,0.03,1676011,21980646
34041,5386,20225,0.00015297,0.05,28050,5447344
25480,60002,16860,8.43E-05,0.0005,128872,505821
79348,81153,2004,8.43E-05,0.27,542775,43928988
107280,6319,12666,0.00078778,0.27,534111,21613962
73670,33797,10578,0.01084252,0.13,26996462,46479612
102688,25154,3599,0.00034241,0.3,884484,27162492
67396,60954,2385,0.00013363,0.23,548966,33442298
101334,42695,9930,0.00082282,0.01,3559955,4239911
50212,19855,25230,2.09E-05,0.1,20817,50097517
60839,61789,8484,0.00056263,0.13,2115063,68155964
117151,51701,8640,0.00296184,0.0005,17939817,223372
83203,11695,18912,0.00952101,0.27,9265319,59722883
72924,13362,12431,1.65E-05,0.23,16087,38206972
96992,37241,15587,0.01084252,0.07,39164413,40635307
106315,3313,15385,0.00082487,0.2,290597,10196676
38871,7782,12887,0.00019487,0.13,58953,13039353
133671,1276,7689,0.00078778,0.15,134386,1472022
85012,2756,115,0.00018467,0.2,43271,63593
68624,1209,15737,1.65E-05,0.07,1370,1332859
35408,26152,36753,0.00182521,0.001,1690189,961193
49426,6097,15053,2.09E-05,0.07,6292,6425280
65200,88582,2525,4.64E-06,0.15,26798,33555668
73516,678,19187,0.00082282,0.23,41040,2994103
40747,42154,19,0.00015297,0.13,262758,107903
12719,63748,1888,0.00015297,0.15,124036,18060360
21223,10185,37055,0.00056263,0.15,121621,56612443
126941,70175,8909,0.00031941,0.1,2845367,62523468
34508,10179,15393,1.65E-05,0.17,5799,26639986
69512,5372,24288,0.00013363,0.001,49907,130498
112208,90839,1238,0.00041097,0.25,4188983,28126435
48871,4559,13763,0.00056263,0.15,125365,9412658
4261,4636,43467,4.64E-06,0.07,91,14108870
7895,49119,20899,2.48E-05,0.05,9629,51328850
118394,23137,11943,0.00082487,0.13,2259637,35923822
11436,12108,25000,0.00041097,0.23,56909,69624226
12928,57015,1515,0.02533638,0.23,18675905,19868602
23809,22893,13562,0.00163948,0.15,893659,46572028
5977,844,39091,0.00034241,0.17,1727,5610246
56134,91579,22241,2.48E-05,0.005,127646,10184518
45117,60226,30555,0.00031941,0.03,867929,55207232
63607,91156,1233,0.00860544,0.0005,49895817,56218
97305,38370,16585,0.00082487,0.0005,3079788,318196
100513,11074,15154,0.00034241,0.2,381138,33564467
47365,10750,6301,0.00056263,0.2,286482,13549213
10543,2039,26731,0.00015297,0.3,3290,16359285
35924,37195,37367,0.00047003,0.05,628061,69494817
