lr,lc,rc,ld,rd,lnnz,rnnz
4690,70532,10006,0.00056263,0.03,186128,21172550
21164,30097,6198,0.00018467,0.001,117635,186561
2017,4086,7009,0.00182521,0.17,15051,4870373
74209,68550,7290,8.43E-05,0.1,428792,49977961
136832,21953,5863,0.00296184,0.15,8897378,19307874
60696,8738,17177,8.43E-05,0.13,44708,19514743
92921,13178,4634,0.00296184,0.15,3627087,9162494
143681,61665,4028,0.00082282,0.15,7290309,37264939
88511,6978,19020,0.00047003,0.3,290308,39817653
20984,29140,8067,0.00034241,0.15,209387,35265048
64363,99742,1801,0.00047003,0.13,3017467,23360427
28022,71463,8277,0.00082185,0.001,1645800,591537
748,72248,2244,0.00019487,0.2,10539,32427158
31866,35991,12184,0.00015297,0.05,175444,21927663
22711,54410,23811,0.00047003,0.001,580851,1295579
87012,65325,3430,2.09E-05,0.23,118684,51549685
116683,83713,3685,0.00160539,5.00E-04,15681296,154270
14557,94258,3826,0.00082487,0.15,1131833,54098971
76947,41268,1209,0.00296184,0.2,9405299,9980276
66967,30339,23028,0.00015297,0.1,310801,69868936
57894,4553,9987,0.00860544,0.2,2268757,9096765
129503,92467,2803,2.48E-05,0.27,297334,69994711
37187,16295,9323,0.00041097,0.25,249052,37985263
96704,42172,2568,0.00491597,0.27,20048671,29250908
109320,92210,17498,0.00082487,0.03,8315112,48407449
14143,12319,47788,0.00031941,0.001,55653,588734
137818,18559,5914,0.00952101,0.13,24353473,14269113
143594,19991,10692,0.00078778,0.27,2261490,57717956
53816,14487,11475,0.00860544,0.13,6709447,21612936
94442,34799,1429,0.00860544,0.07,28282343,3482697
85965,65769,2292,0.00082185,0.15,4646690,22620623
86371,94819,8308,0.00082282,0.01,6738613,7877621
99706,7668,10588,4.64E-06,0.001,3547,81194
49638,39986,2974,0.00163948,0.27,3254116,32110621
3137,32838,5080,0.00163948,0.07,168903,11678539
56270,38192,10456,0.00082487,0.03,1772761,11981380
4317,44955,11162,0.00034241,0.001,66453,501803
101810,26667,2603,0.00019487,0.3,529085,20830193
104738,15156,9498,0.00034241,0.2,543564,28791984
127292,50765,1456,0.00182521,0.17,11794589,12571101
75063,53017,15171,0.00296184,0.05,11787092,40217573
113438,8763,9065,0.00491597,0.25,4887109,19862691
119876,15423,8910,0.00047003,0.17,869055,23363836
117228,15705,11571,0.00082282,0.15,1514935,27260191
6858,72737,1869,0.00019487,0.1,97212,13600984
6633,20461,21851,0.00370564,0.13,503002,58124368
21558,21806,11066,8.43E-05,0.01,39625,2413325
43125,86479,17885,0.00370564,0.005,13819943,7733665
74701,80509,723,0.00018467,0.03,1110638,1747246
108340,39283,5353,0.00182521,0.15,7768095,31544805
26319,71300,25929,0.00182521,0.001,3425155,1848790
2445,4815,33874,0.01084252,0.2,127705,32625189
54754,44936,12577,0.00108175,0.07,2661621,39561545
82426,36495,7348,0.00013363,0.25,401988,67047222
23309,70625,2973,0.00034241,0.23,563683,48300255
35849,5864,30595,0.00182521,0.23,383725,41267052
5948,59261,2617,0.00034241,0.15,120701,23267272
80255,50845,10442,0.00108175,0.01,4414191,5309547
43057,60125,6008,0.00491597,0.05,12726704,18061813
107871,23435,6144,8.43E-05,5.00E-04,213087,71995
108686,93035,2208,0.00082487,0.2,8340796,41097649
7890,1020,23690,0.00041097,0.2,3310,4837425
69315,29283,10037,0.00160539,0.23,3258662,67605903
115850,14547,8708,0.00041097,0.13,692634,16470308
148636,16791,9086,0.00018467,0.25,460907,38144360
65960,55679,25854,0.00056263,0.01,2066340,14395425
21696,53232,5567,0.00370564,0.005,4279867,1481996
148039,65775,12459,0.00491597,0.01,47868381,8195108
52673,1558,16740,0.02533638,0.25,2080552,6524555
74081,84086,4268,0.00047003,0.17,2927936,61014237
145371,653,10679,0.00013363,0.27,12695,1884469
94012,97414,3988,0.00031941,5.00E-04,2925235,194263
118577,14635,9160,0.00163948,0.13,2845239,17429219
44949,88047,7261,0.00082185,5.00E-04,3252657,319678
66630,38488,18810,0.00013363,0.07,342693,50679925
78646,14191,8954,0.00182521,0.23,2037076,29225613
11686,26504,6069,0.00108175,0.005,335046,804390
1354,449,40670,0.00015297,0.17,93,3110079
88085,17568,9126,0.00860544,0.15,13317403,24052018
64613,15694,16408,0.00078778,0.23,798846,59228296
41649,5229,20641,0.00952101,0.15,2073854,16192541
79330,10872,15294,0.00182521,0.2,1574273,33257654
7433,19286,42956,0.00034241,0.001,49088,828509
124227,5908,505,0.00860544,0.27,6316208,806347
42943,78577,13663,2.09E-05,0.001,70457,1073654
37884,79750,2952,0.00015297,5.00E-04,462170,117733
19661,47552,3601,4.64E-06,0.13,4338,22265058
50860,36148,36048,0.00019487,5.00E-04,358277,651566
109132,6599,7310,0.00056263,0.15,405204,7236364
120748,41026,15712,0.00860544,0.1,42630291,64461586
92396,23510,3904,0.00296184,0.01,6433985,918035
86736,86284,110,0.00034241,0.3,2562610,2853723
74472,78687,17806,0.01084252,0.005,63537398,7005771
143330,41189,3227,0.00013363,0.27,788920,35893989
119847,16209,16131,4.64E-06,0.15,9014,39222584
102171,8837,8623,0.00952101,0.23,8596984,17528044
6108,22091,20977,1.65E-05,0.01,2228,4634324
40569,3463,44829,0.00296184,0.23,416205,35713895
297,48778,27502,2.09E-05,5.00E-04,303,670761
69319,74931,19415,0.00491597,5.00E-04,25534418,727411
74878,21422,15963,0.00082185,0.2,1318316,68395680
104985,83484,2362,0.00082487,0.1,7229669,19722861
17851,11716,10284,0.00031941,0.23,66807,27715205
50595,38082,11619,0.00296184,0.15,5706955,66377718
56183,50217,12691,0.00082487,0.01,2327299,6373662
145627,50620,9244,0.00182521,0.03,13454949,14039169
1426,6401,17007,0.00056263,0.3,5137,32662722
10442,5350,4946,4.34E-06,0.27,242,7144788
60109,20229,4321,0.00013363,0.27,162489,23605544
127288,28775,5335,0.00952101,0.2,34873126,30705690
60212,1452,8325,2.09E-05,0.13,1825,1571630
2541,84199,3482,0.00047003,0.23,100567,67445074
135890,37479,9102,0.00108175,0.13,5509505,44351541
104907,19535,879,0.00296184,0.2,6070086,3436214
109520,22526,1053,0.00163948,0.27,4044844,6409960
60862,6484,4957,0.00860544,0.07,3396128,2250362
56358,34059,29547,1.65E-05,0.03,31691,30191749
114583,52959,3608,0.00296184,0.25,17973258,47782358
41054,43844,16254,1.65E-05,5.00E-04,29718,356325
35522,1810,33567,0.00082282,0.13,52927,7901842
139599,54376,6244,0.00031941,0.2,2424601,67909936
41685,16922,20164,0.00019487,0.15,137468,51187280
4711,1980,24951,0.00031941,0.07,2979,3458634
16781,75392,2303,0.00491597,0.005,6219602,868496
137963,74397,7221,0.00370564,0.03,38034946,16116961
72792,19764,10830,0.00160539,0.15,2309622,32108638
39460,59661,35403,0.02533638,0.01,59648948,21122347
27558,12584,909,8.43E-05,0.05,29233,572231
63669,75636,24608,0.00952101,0.001,45850232,1861270
47945,2836,42390,0.00041097,0.15,55899,18038662
96955,21511,788,0.00082185,0.05,1714134,848136
114751,40921,2835,1.65E-05,0.3,77527,34812813
141645,16624,9363,0.00082487,0.13,1942396,20235564
1816,19943,42345,0.00082185,0.001,29767,844516
39855,79795,6410,0.00015297,0.1,486493,51152112
64103,44116,4932,0.00108175,5.00E-04,3059254,108794
147811,68843,3574,0.00013363,0.13,1359798,31991362
110621,85888,3722,0.00182521,0.13,17341546,41568754
22728,5032,18204,0.00013363,0.3,15284,27485051
6171,10666,5495,0.00047003,0.27,30944,15828196
97783,41128,3821,0.00034241,0.17,1377066,26719154
33435,66303,15740,2.48E-05,0.001,55044,1043659
68248,622,28798,0.00160539,0.25,68167,4479386
84604,29874,4342,4.64E-06,0.17,11727,22055128
45029,5241,17622,2.48E-05,0.2,5859,18472052
106196,11031,15740,0.00952101,0.3,11154377,52093087
40356,16368,6198,0.00082487,0.3,544880,30435839
3136,40463,8694,8.43E-05,0.15,10698,52774972
100633,66322,15912,0.00013363,0.005,891876,5276925
27615,59921,14741,0.00018467,5.00E-04,305581,441660
14478,50445,490,2.09E-05,0.005,15250,123771
75513,56366,15666,2.48E-05,0.005,105687,4415394
66731,808,14753,2.09E-05,0.3,1126,3578001
52406,16160,18328,0.01084252,0.03,9182466,8885776
77632,12439,18359,0.00041097,0.005,396862,1141847
103180,87366,16102,0.00019487,0.01,1756657,14068408
63867,3461,27233,4.64E-06,0.13,1025,12255405
135960,48918,2811,4.34E-06,0.03,28865,4126593
115051,1650,1722,0.00182521,0.13,346658,369678
21105,654,10294,4.64E-06,0.13,64,875228
85004,69928,1915,0.00160539,0.13,9542901,17413390
78516,48212,788,0.00018467,0.25,699061,9505906
57120,1284,376,0.02533638,0.23,1859206,111240
31784,35853,7834,0.00163948,0.05,1868359,14045500
733,98674,2858,0.00041097,0.23,29747,64868785
39504,2536,17751,0.00860544,0.03,862316,1350871
8212,48135,3753,0.00082282,0.15,325276,27101594
31572,95424,10820,0.00082185,5.00E-04,2476061,516276
10959,22254,12938,0.01084252,0.13,2644449,37430687
71745,95869,2827,0.00952101,0.25,65487493,67755495
123446,37846,4557,0.00078778,0.03,3680527,5174440
93451,21875,17033,4.64E-06,0.15,9485,55893089
122990,61765,864,0.00163948,0.03,12454463,1602451
4979,36128,39188,0.00082487,0.01,148394,14158279
35134,88567,9538,0.00160539,0.001,4995623,844783
10614,17586,5815,4.34E-06,0.2,810,20453386
35365,50199,6740,0.00031941,0.01,567066,3383912
106056,45528,1072,0.00041097,5.00E-04,1984407,24418
56988,19701,11211,0.00160539,0.2,1802467,44177468
40797,71169,2190,0.00056263,0.27,1633598,42093086
36803,5753,38622,0.00056263,0.2,119128,44439225
18697,11653,13404,0.00015297,0.13,33330,20307985
91092,49708,11490,0.00952101,0.005,43112319,2855909
36514,82759,586,0.00296184,0.1,8950325,4855829
71303,39142,5684,0.00082487,0.13,2302211,28928151
34673,3497,34173,0.00160539,0.23,194667,27487737
23781,848,45621,1.65E-05,0.15,333,5806952
45035,60294,2278,0.00015297,0.1,415373,13739510
12670,33397,7957,8.43E-05,0.1,35666,26576746
113719,69194,2804,0.00018467,0.15,1453136,29104306
118345,29560,1681,0.00034241,0.03,1197859,1491474
14062,49571,22598,0.00034241,0.001,238702,1120240
55913,7799,25677,0.00082487,0.1,359718,20026418
20116,11561,27137,0.00296184,0.005,688877,1568761
11309,16373,49890,0.00034241,0.05,63407,40844571
792,61695,30768,0.00182521,0.001,89250,1898294
132584,19194,10651,1.65E-05,0.23,42015,47024025
39557,25043,15164,0.00160539,0.07,1590380,26583197
30382,57987,30257,0.00047003,5.00E-04,828097,877279
55651,58938,6574,2.48E-05,0.1,81442,38749908
5716,61243,24577,0.00056263,5.00E-04,196988,752619
19424,31056,25381,2.48E-05,0.03,14978,23648121
2445,87808,6927,0.00163948,0.005,352032,3041250
96725,8661,19865,2.09E-05,0.13,17492,22367482
146022,25568,8938,0.00491597,0.13,18354145,29710873
11670,3904,49824,2.09E-05,0.03,951,5836348
65347,34536,11003,1.65E-05,0.07,37260,26602383
80285,1138,16598,0.00056263,0.15,51411,2833714
5324,3140,29359,0.00019487,0.03,3258,2766040
62733,6897,10770,0.00056263,0.15,243443,11142584
103699,21985,13708,0.00041097,0.15,936970,45208677
66254,71164,335,0.00370564,0.13,17472044,3107686
12871,6414,24858,0.00019487,0.2,16089,31890815
27956,37905,4498,0.00296184,0.25,3138664,42629753
3244,4463,15122,1.65E-05,0.17,239,11475069
97448,23324,4018,0.00056263,0.2,1278813,18747783
74423,10815,16313,4.64E-06,0.005,3734,882187
37881,42195,14027,0.00082185,0.001,1313670,591907
19573,12046,1062,0.00078778,0.03,185761,383834
133203,27080,8085,0.00860544,0.23,31041959,50361369
55029,12769,5359,0.00018467,0.03,129771,2053387
132522,62654,2389,0.00163948,0.25,13612751,37423096
98696,27628,10155,0.02533638,0.13,69088189,36476883
41473,34098,18814,0.00015297,0.03,216330,19246144
126471,46621,10696,0.00082282,0.13,4851615,64827217
32701,3292,20381,0.00019487,0.13,20983,8724603
27616,19353,11059,0.00047003,0.15,251216,32106601
112835,12808,13642,0.00082282,0.13,1189231,22717187
81247,47450,13988,0.00018467,0.01,711939,6637572
52246,17255,38681,0.00013363,5.00E-04,120473,333735
30605,68060,15462,0.00491597,5.00E-04,10240014,526188
68308,21539,112,0.00015297,0.07,225066,169363
108557,11426,15171,0.00078778,0.01,977161,1733487
38534,2574,44612,0.00296184,0.13,293867,14932620
103757,49388,5222,0.00041097,0.005,2105989,1289704
38670,7003,44995,0.00082487,0.001,223407,315136
47129,24715,12121,8.43E-05,0.05,98184,14979431
35650,8252,30641,0.00056263,0.23,165525,58159476
111479,11511,1493,1.65E-05,0.1,21187,1719110
41826,52300,2430,0.00015297,0.005,334629,635487
63140,48674,2630,0.00041097,0.13,1263048,16643300
48538,7032,7172,0.00013363,0.005,45615,252200
39999,11706,5568,8.43E-05,0.05,39470,3259262
78808,39380,12303,0.00013363,5.00E-04,414720,242246
51451,35149,23874,2.09E-05,0.05,37760,41958174
79504,9557,11013,4.34E-06,0.13,3297,13683465
79514,64287,14114,0.00370564,0.03,18942562,27222376
1474,8008,13045,4.64E-06,0.23,54,24029169
119046,64805,6536,1.65E-05,0.15,127372,63542576
23733,18771,24027,2.09E-05,0.05,9302,22551976
101356,60706,13537,0.00056263,0.01,3461847,8218299
85747,6840,5033,0.00015297,5.00E-04,89721,17216
108502,47833,8027,0.00031941,0.17,1657739,65277294
139578,39313,1254,0.00082282,0.15,4515127,7396835
30927,6057,38141,0.00019487,0.17,36506,39276112
30005,40425,8662,4.34E-06,5.00E-04,5264,175096
45038,69432,12291,0.00019487,0.01,609379,8534439
85993,70444,2481,0.00082282,0.03,4984462,5243839
24264,43996,18792,2.48E-05,0.005,26507,4134096
47435,5886,11730,0.00082487,0.05,230315,3452415
51470,8641,8524,0.00082185,0.27,365554,19891068
121781,6512,8361,0.00078778,0.005,624746,272241
127696,70143,687,2.48E-05,0.13,222405,6268906
7646,70935,6540,1.65E-05,0.15,8954,69589496
16178,15407,5927,0.00018467,0.001,46032,91322
47127,21181,1330,0.00082185,0.27,820403,7606904
105051,22415,11760,0.00015297,0.13,360213,34269602
63522,46073,1906,4.34E-06,0.1,12701,8783880
144594,20067,507,0.00018467,0.3,535851,3056240
26770,66159,24431,0.00018467,5.00E-04,327076,808175
103810,88500,1320,0.00019487,0.23,1790324,26878421
48987,66251,6126,0.00031941,0.01,1036632,4058797
2372,871,40467,0.01084252,0.23,22432,8115889
89496,62886,7676,0.00019487,0.13,1096762,62759634
140734,72242,832,0.00034241,0.13,3481297,7820545
145410,40850,2160,0.00041097,5.00E-04,2441210,44126
139403,29318,4643,0.00082487,0.27,3371354,36755675
106320,9446,19781,0.00163948,0.17,1646554,31765963
109148,48072,14862,0.00013363,0.07,701164,50014662
79935,22437,7592,0.00082487,0.2,1479457,34070072
16920,67051,21673,0.01084252,0.001,12301381,1453259
45557,12078,20704,0.00078778,0.17,433487,42513143
12669,6472,13207,0.00182521,0.17,149681,14533592
14986,24690,12438,0.01084252,0.17,4011936,52210283
11395,6423,22424,0.00047003,0.2,34404,28807769
133197,55935,6511,2.48E-05,0.13,184994,47349972
98452,8784,10500,0.00952101,0.13,8234542,11991569
69626,10730,9232,0.01084252,0.2,8100598,19812816
49134,48988,3308,0.00491597,0.005,11832934,810389
72515,17415,12233,0.00182521,0.15,2305043,31957236
47243,48216,23277,0.00019487,0.001,443901,1122354
146721,32460,1435,0.01084252,0.001,51638955,46605
79111,3600,4346,0.00860544,0.25,2451241,3912538
26060,5931,21591,0.00108175,0.23,167209,29454955
88183,197,19397,0.00034241,0.27,5968,1035305
6153,56209,6853,1.65E-05,0.15,5710,57787312
44288,39267,42856,0.00019487,0.001,338904,1682896
104787,13404,9478,0.00163948,0.03,2302879,3811680
111866,7879,2771,0.00056263,0.23,495913,5021938
85852,11347,24001,0.00163948,0.1,1597149,27234379
3137,1246,14985,0.00491597,0.2,19227,3736143
61935,28403,2206,0.00082487,0.27,1451077,16918564
2224,94016,2397,0.00370564,0.17,775129,38315486
76107,15803,13406,0.00034241,0.3,411839,63560367
16975,25766,801,0.00160539,0.07,702205,1446283
91522,2936,609,0.00160539,0.001,431491,1791
143620,81721,1786,2.48E-05,0.07,291426,10216898
112436,1328,11183,0.00019487,0.13,29104,1931135
107660,7547,6263,0.00082282,0.3,668554,14181850
77010,91088,2069,0.00296184,0.3,20776759,56546343
11436,5275,29322,0.00860544,0.05,519182,7734445
25247,59271,5139,0.00082185,0.03,1229874,9139454
96102,2652,14197,0.00034241,0.23,87274,8660621
136036,10144,14067,0.00082487,0.15,1138377,21406728
78003,55053,5870,0.00163948,0.15,7040537,48479766
17231,3455,37109,0.00860544,0.001,512413,128235
25746,43482,6988,0.02533638,0.23,28364221,69891306
47291,40939,9507,0.00031941,0.001,618400,389217
76028,23147,184,0.00082487,0.23,1451640,979964
145906,10655,6761,0.00491597,0.23,7642764,16570705
75172,3962,4103,0.00860544,0.17,2563020,2764216
47012,25028,4248,0.00296184,0.3,3485002,31896493
50334,91531,3042,0.00019487,0.13,897812,36199793
45297,22070,10909,0.00031941,5.00E-04,319323,120393
118038,36138,17716,0.00078778,0.1,3360509,64025136
80156,4863,3876,8.43E-05,0.2,32860,3770939
57016,47048,199,0.00018467,0.25,495379,2349348
72516,9026,29286,0.00041097,0.17,269016,44942270
56769,4479,22097,0.00108175,0.23,275074,22765605
86449,2386,9254,0.00370564,0.23,764614,5080382
26493,28201,9922,0.00160539,0.23,1199465,64358955
114712,72650,2691,0.00034241,0.13,2853599,25419513
101610,16577,3389,0.00047003,0.07,791733,3933516
135579,8679,15437,0.02533638,0.03,29813973,4019606
35901,59642,1655,0.00034241,0.3,733187,29618853
37131,64962,24777,1.65E-05,0.01,39824,16095958
16723,62483,11651,0.00082487,0.05,861922,36400463
38423,74155,4023,0.00296184,0.13,8439200,38788528
28732,49024,1876,0.00182521,0.27,2571023,24843940
63219,1393,9439,0.00013363,0.1,11775,1315740
56880,29988,26109,0.00163948,0.01,2796528,7829648
135038,35491,1687,0.00296184,0.01,14195180,598877
82015,14516,13581,4.34E-06,5.00E-04,5167,98578
33260,71280,20350,0.00031941,5.00E-04,757261,725280
65643,67908,20312,0.00491597,0.01,21914361,13794024
71719,45298,10363,4.64E-06,0.1,15074,46945624
35972,27906,37672,0.00160539,5.00E-04,1611602,525655
128451,8169,8283,2.48E-05,0.01,26057,676758
103884,24205,8330,0.00182521,0.23,4589575,46379784
54363,19486,7796,1.65E-05,0.27,17489,41019637
35664,79667,15900,0.00182521,5.00E-04,5186019,633382
75461,4960,19458,4.64E-06,0.2,1736,19305516
9777,558,929,0.00013363,0.25,729,129724
35843,41756,1093,0.00860544,0.03,12879790,1369789
49584,12308,22172,0.00078778,0.2,480768,54579224
131803,3063,4676,0.00952101,0.13,3844245,1862349
140457,40517,5082,0.00160539,0.03,9136331,6177518
61662,33254,1913,2.09E-05,0.05,42816,3182205
105071,27414,2389,0.00370564,0.13,10674001,8516169
8061,6332,22052,0.00163948,0.07,83700,9775549
26057,53700,33452,0.00082185,0.005,1150019,8982236
18117,1362,3365,2.09E-05,0.001,515,4584
129238,23560,7959,0.00041097,0.17,1251343,31878489
2121,6074,13890,0.00296184,0.3,38176,25312939
131528,18133,34,0.00182521,0.15,4353236,95092
62594,53874,1108,0.00041097,0.005,1385903,298555
124502,32788,1281,2.48E-05,0.17,101362,7142270
33185,30321,692,0.00163948,0.001,1649697,21001
27106,38598,8199,1.65E-05,0.1,17273,31647067
75143,6532,4002,0.00370564,0.27,1818915,7059883
44702,62102,2295,0.00370564,5.00E-04,10287508,71284
78876,60628,20708,2.48E-05,0.01,118741,12555013
51743,38,26077,0.00034241,0.25,685,252149
93852,35177,7393,0.00082185,0.03,2713331,7802096
104167,3611,9558,8.43E-05,0.03,31706,1035548
125311,9494,353,0.01084252,5.00E-04,12899777,1679
85375,36833,2361,0.00491597,5.00E-04,15458965,43486
146927,16953,14554,0.00082487,0.15,2054646,37010158
48716,46881,37582,0.01084252,0.005,24763457,8809749
10672,35891,8936,0.00491597,0.1,1883043,32072657
47766,11255,16858,0.00019487,5.00E-04,104768,94872
59643,15676,17634,0.00296184,0.005,2769319,1382277
108799,94412,11806,0.00108175,0.03,11111666,33441682
110927,14926,9304,0.00952101,0.13,15764167,18054557
22057,47363,21912,4.64E-06,0.005,4847,5189298
1768,6934,29857,4.64E-06,0.01,56,2070336
110966,70359,3219,1.65E-05,0.2,128902,45302542
89949,59815,3048,4.34E-06,0.2,23350,36469400
45866,65804,14834,0.00019487,0.07,588158,68330207
39173,3636,9895,0.00108175,0.13,154092,4677607
90814,97491,1271,0.00296184,0.17,26223118,21074647
131792,17505,1158,0.00082282,0.001,1898365,20278
32702,44207,5762,0.00019487,0.27,281722,68780609
11946,3734,11476,0.00018467,0.001,8238,42855
45968,18637,18002,0.00031941,0.15,273647,50328699
15807,50018,18271,0.00370564,0.001,2929830,913924
107566,34231,5469,0.00082487,0.1,3037329,18721471
93698,16170,5775,0.00015297,0.001,231768,93385
42688,26762,4128,0.00018467,0.27,210971,29828542
113058,88935,2712,0.00082185,5.00E-04,8263640,120639
96437,47471,8160,0.00018467,0.15,845422,58108153
74187,92303,10921,0.00108175,5.00E-04,7407533,504037
112943,200,13014,0.00952101,0.001,215695,2610
34579,64050,7313,8.43E-05,0.005,186688,2342008
82111,12978,9877,0.00160539,0.13,1710794,16665317
29586,16628,25704,0.02533638,0.001,12464747,427420
19108,71488,20332,0.00163948,0.001,2239596,1453538
64018,64363,2043,0.00013363,5.00E-04,550608,65767
11743,14267,2786,0.00047003,0.23,78757,9143378
55039,53086,20993,0.00860544,0.03,25144047,33433830
49587,99189,10181,1.65E-05,0.05,81205,50493927
79353,10674,17122,0.00370564,0.27,3138847,49347604
47427,75468,1200,0.00370564,0.23,13263693,20840385
47134,16610,12365,0.00160539,0.13,1256940,26702294
59879,1947,14426,0.00296184,0.001,345402,28096
117667,63759,5275,0.00182521,0.17,13693426,57180916
3936,70334,3602,0.00296184,0.15,820015,38012144
123845,9700,12813,2.48E-05,0.01,29830,1243008
84288,31774,7169,8.43E-05,0.2,225747,45558567
6963,80411,5983,0.00182521,0.005,1021981,2405841
82612,80908,2607,0.00082487,0.27,5513474,56961574
75256,99314,2389,0.00015297,0.03,1143296,7119062
59307,2799,22293,0.00031941,0.2,53031,12481911
22468,96519,4126,4.34E-06,0.15,9412,59741347
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
