lr,lc,rc,ld,rd,lnnz,rnnz
18329,6232,43796,0.00082282,0.15,93997,40943756
29366,71495,3020,2.48E-05,0.13,52132,28074359
99246,27971,9432,0.00015297,0.0005,424663,131925
43240,74887,3441,0.00056263,0.2,1821868,51546700
73742,21146,9215,0.00034241,0.25,533959,48718201
114538,62541,1128,0.00019487,0.27,1395930,19048194
131388,2487,5363,0.00031941,0.25,104392,3335552
113097,69877,15800,0.00108175,0.03,8549007,33123745
148749,46807,14046,0.00019487,0.03,1356788,19723789
137955,77580,1806,0.00108175,0.2,11577643,28026293
25107,76433,966,0.00860544,0.005,16514251,369332
21338,19432,4799,4.64E-06,0.2,1924,18653162
8331,56088,2304,0.00015297,0.03,71484,3878164
27072,55771,9678,0.00019487,0.01,294223,5397994
40170,44260,14535,0.00018467,0.0005,328333,321661
15266,14307,9270,4.64E-06,0.27,1013,35812500
65363,24396,9798,0.00860544,0.07,13722501,16733419
82673,22716,11434,0.00018467,0.15,346818,38961352
143556,30437,8247,0.00019487,0.1,851492,25103545
100273,93832,13051,0.00018467,0.03,1737547,36738253
18551,85256,12257,0.00015297,0.001,241946,1045002
25763,20047,13361,0.00056263,0.001,290596,267865
67245,11530,23648,0.00082487,0.2,639570,54534675
113202,85712,3811,0.00108175,0.13,10496058,42466021
21524,2973,47185,0.00952101,0.27,609417,37884870
101677,26719,16202,0.01084252,0.03,29456167,12987815
16269,21615,43735,0.00082487,0.001,290089,945380
81249,79464,1422,0.00952101,0.07,61471574,7913255
32059,1459,18510,0.00860544,0.17,402589,4591987
20072,30276,10461,0.00041097,0.001,249760,316737
44544,20972,9142,4.64E-06,0.15,4334,28761062
112006,30735,1276,0.00082487,0.13,2839697,5100347
75469,91049,1081,1.65E-05,0.0005,113447,49246
133601,90544,7271,2.09E-05,0.0005,252582,329195
7596,7786,34942,0.00034241,0.001,20253,272073
136112,37336,1000,4.34E-06,0.03,22055,1120174
30056,15470,39860,2.09E-05,0.03,9708,18499589
65629,55272,25727,0.00370564,0.01,13442320,14220467
146814,35632,1231,4.64E-06,0.1,24273,4389637
135968,15954,4402,0.00031941,0.01,692913,702345
5483,26978,6100,0.00047003,0.2,69535,32918148
82661,20977,14551,0.02533638,0.17,43933596,51890973
35285,10091,28400,0.00082282,0.13,292990,37258152
110833,3130,532,0.00041097,0.17,142598,283342
30244,9228,26921,1.65E-05,0.23,4608,57145799
138636,6363,4458,4.64E-06,0.27,4093,7660356
96491,74097,15905,0.00952101,0.03,68073196,35356676
52872,16854,11300,0.00041097,0.2,366230,38092059
60668,8961,30375,0.00370564,0.17,2014696,46276576
25036,85515,11825,0.00034241,0.03,733108,30337863
451,52642,5974,0.00860544,0.17,204607,53463781
112329,12906,12693,0.00018467,0.1,267737,16383445
45527,11577,36429,0.00491597,0.13,2591245,54829664
31836,20061,22348,0.00182521,0.01,1165747,4483377
26611,68271,16265,0.00082185,0.005,1493119,5552533
127181,6435,9231,0.00041097,0.01,336382,594117
114681,99172,2090,0.00082185,0.13,9347132,26957730
96799,15651,12795,0.00013363,0.03,202457,6007928
90925,2460,15215,0.01084252,0.15,2426013,5616224
21109,84158,284,0.00182521,0.3,3242611,7188566
8493,44883,47501,0.00082487,0.03,314458,63961159
14340,37295,22479,0.00018467,0.005,98767,4191890
44442,34973,3021,4.34E-06,0.01,6745,1056667
39052,46735,37891,0.00031941,0.005,582972,8854280
19221,18835,31189,0.00013363,0.1,48380,58746979
62435,52470,3535,0.00047003,0.27,1539833,50092870
82304,91039,2691,2.48E-05,0.25,186049,61248265
30513,7620,35408,0.00078778,0.01,183179,2698322
18855,14633,21203,0.00031941,0.001,88135,310286
92089,13519,9435,0.00019487,0.27,242616,34441511
74829,80010,7295,2.48E-05,0.005,148660,2918565
6039,47622,7012,0.02533638,0.07,7286947,23377723
36388,95627,7364,0.00491597,0.005,17106416,3521282
134241,10453,3162,0.00370564,0.005,5200280,165312
17566,2079,3115,4.64E-06,0.23,169,1490250
108106,28145,7685,4.64E-06,0.001,14118,216325
37226,90982,7959,8.43E-05,0.005,285486,3621034
72259,61661,7481,0.00082185,0.13,3661854,59967886
48686,5235,19604,0.00370564,0.23,944632,23609110
16504,71270,1301,1.65E-05,0.2,19420,18555714
37783,2457,5584,4.64E-06,0.13,430,1784086
42691,32455,10275,0.00056263,0.05,779562,16674642
130565,34747,4239,0.00108175,0.17,4907772,25041191
87249,47593,1804,0.00056263,0.07,2336329,6013434
30843,30962,21677,0.00108175,0.0005,1033055,335592
82259,48705,969,2.09E-05,0.13,83655,6141362
68720,1692,23056,8.43E-05,0.005,9801,195076
24703,31875,5685,0.00013363,0.23,105224,41684802
18656,39527,10327,0.00491597,0.03,3625376,12246297
145956,36391,3553,0.00182521,0.23,9694647,29743038
17055,7087,4870,0.00160539,0.23,194073,7939860
12567,6343,14341,0.00078778,0.1,62803,9097576
129756,95247,2211,0.00056263,0.1,6953499,21065464
81138,7913,155,0.00047003,0.15,301798,184353
29251,47333,27548,0.00013363,0.05,185024,65199687
83501,85018,18926,4.34E-06,0.03,30810,48273885
146193,58399,3644,0.00031941,0.2,2727011,42568695
91343,69861,8852,0.00013363,0.05,852745,30922588
57286,20033,15377,4.64E-06,0.001,5325,308053
20728,6079,28715,0.00108175,0.3,136325,52374547
63416,41986,25103,0.00952101,0.0005,25351182,527001
103446,35188,6671,4.34E-06,0.2,15798,46953684
22756,78109,1147,0.00296184,0.005,5264769,448111
36992,29651,21152,0.00078778,0.05,864120,31360765
14011,90866,10797,0.00019487,0.05,248109,49054756
55075,72332,28615,0.00163948,0.0005,6531292,1034911
86878,28296,2428,4.64E-06,0.25,11406,17181078
104032,9593,15610,0.02533638,0.07,25287194,10483539
2610,6544,1332,0.00019487,0.27,3328,2354847
87572,1293,9132,2.09E-05,0.27,2365,3189980
61642,12832,11924,0.00160539,0.03,1269878,4590409
58304,19375,8817,0.00296184,0.13,3345875,22208787
2229,3287,36593,0.00078778,0.05,5774,6014862
91657,58549,8109,0.00182521,0.0005,9794994,237392
66120,34125,13276,0.00860544,0.0005,19417282,226536
53417,37184,2407,2.48E-05,0.3,49319,26861164
55999,8262,38211,0.00082185,0.01,380273,3157305
18321,43848,11683,2.48E-05,0.005,19947,2561450
6261,48044,42519,0.00160539,0.03,482917,61285722
818,6825,44022,0.00296184,0.05,16554,15023006
1993,39050,10105,1.65E-05,0.17,1285,67084446
6417,29618,19041,0.00108175,0.03,205625,16919088
122871,4621,2077,0.00952101,0.07,5406900,672044
47194,2451,13335,0.00952101,0.15,1101468,4903302
52238,29982,2113,0.00370564,0.25,5803881,15838908
101590,33746,5906,0.00491597,0.23,16853781,45848461
80041,66374,3602,0.00056263,0.1,2989100,23912231
17983,1419,9803,0.00491597,0.27,125527,3758272
26124,96213,1109,0.00056263,0.005,1414203,533663
60896,81447,25637,0.00031941,0.001,1584216,2088138
147078,7851,943,0.00370564,0.3,4279198,2221240
143383,25145,14058,0.00108175,0.15,3900268,53027494
136534,2744,13501,0.00082185,0.15,307963,5558397
127807,17075,1033,8.43E-05,0.17,183948,2999618
147849,75815,10972,2.48E-05,0.07,278324,58233274
12456,67133,3,2.09E-05,0.01,17461,2074
99114,30819,9747,0.00047003,0.13,1435778,39055336
52370,819,6541,0.00056263,0.17,24156,911674
58241,500,12288,0.00860544,0.2,251004,1230856
4260,71020,26662,0.00108175,0.0005,327353,946788
34990,28276,9870,0.00182521,0.001,1805886,279089
138518,9384,11294,0.00860544,0.2,11186535,21198014
115133,52431,12910,4.34E-06,0.1,26199,67692260
31005,65295,16335,0.00082487,0.01,1669951,10666272
37641,4780,4864,0.00041097,0.005,73947,116261
40406,2013,5631,0.00047003,0.05,38238,566912
11214,4849,16908,1.65E-05,0.03,897,2459906
118377,36733,360,0.00018467,0.15,803019,1988187
149184,32802,10969,2.09E-05,0.1,102179,35983818
68195,39461,13873,0.00034241,0.05,921454,27374065
16702,5778,45235,0.02533638,0.13,2445373,33980826
50131,20494,10978,0.00019487,0.15,200215,33748977
95572,77731,4998,0.00018467,0.17,1371911,66053099
37342,4354,12547,0.00082282,0.2,133811,10928421
72282,3389,10131,4.34E-06,0.13,1063,4464154
70058,3503,3509,0.00047003,0.005,115372,61482
33551,40693,5566,0.00056263,0.15,768172,33979735
85615,13125,11005,0.00163948,0.17,1842318,24555493
141360,55916,15073,0.00491597,0.005,38857421,4214165
38070,53475,2677,0.00013363,0.23,272050,32935267
70509,61706,8692,0.00082282,0.13,3580014,69732576
86017,23285,11009,2.48E-05,0.17,49732,43579671
11403,2996,26013,4.34E-06,0.27,148,21045549
37050,29964,3859,0.01084252,0.13,12037345,15032212
131772,329,5496,0.00018467,0.25,8026,453254
132661,14249,1356,0.00018467,0.27,349086,5218227
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
