lr,lc,rc,ld,rd,lnnz,rnnz
46820,7143,21354,0.00296184,0.3,990659,45764992
27659,7002,48060,0.00082282,0.13,159361,43749047
80186,18589,7918,0.00015297,0.3,228026,44160412
26935,1534,10373,4.64E-06,0.005,191,79592
17969,33647,21135,0.00034241,0.01,207035,7111691
14529,78520,4900,8.43E-05,0.17,96159,65410902
11726,5724,37380,0.00296184,0.15,198823,32098601
31086,49045,2710,0.00108175,0.25,1649317,33232990
4089,28759,33050,0.00182521,0.005,214690,4752551
135429,92079,1450,0.00082487,0.15,10286309,20035406
134115,10279,5817,0.00163948,0.15,2260326,8970142
106638,33941,1112,0.00034241,0.3,1239346,11326098
6994,3452,40288,0.00082282,0.05,19870,6955261
129158,56189,642,0.00013363,0.17,969788,6136090
22123,7774,3540,0.00019487,5.00E-04,33516,13764
60170,8232,27659,0.00031941,0.005,158216,1138486
91529,6786,10331,0.00370564,5.00E-04,2301765,35056
116372,45074,5159,2.48E-05,0.17,130242,39532187
43460,40188,44374,2.09E-05,0.01,36469,17833613
90869,28781,3886,0.00082487,0.03,2157347,3356216
17192,14102,2253,0.00163948,0.25,397511,7945828
98333,209,12353,8.43E-05,0.27,1733,697483
51059,13299,12080,0.00056263,0.23,382060,36950923
29207,30288,8729,1.65E-05,0.2,14605,52880402
8378,22225,7316,2.48E-05,0.1,4623,16261968
31305,4881,47191,0.00018467,0.01,28218,2303479
32761,9830,8861,0.00015297,0.27,49267,23520783
42781,21924,48433,0.02533638,0.05,23764756,53093544
123247,9820,14015,0.00491597,0.25,5950087,34409335
136902,69760,5067,0.00034241,0.15,3270169,53031790
41197,32835,3113,0.00182521,0.005,2468997,511149
39157,22898,44248,0.00031941,0.03,286396,30396893
22472,47108,10065,0.00082487,0.07,873258,33191274
65160,4791,5212,4.34E-06,0.2,1354,4994181
143092,58756,6590,0.00182521,0.001,15345739,387240
40319,80865,18551,0.00370564,5.00E-04,12081940,750091
69569,2565,26797,0.00082487,0.13,147228,8937779
117923,19181,9042,0.00034241,0.25,774520,43360853
6269,42787,4639,0.00160539,0.27,430645,53596196
23937,23876,30452,0.00491597,0.07,2809658,50896991
66840,31462,15253,1.65E-05,0.07,34719,33594304
59270,524,1596,0.00370564,0.25,115159,209227
35275,6769,8781,0.00370564,0.05,884896,2972484
143525,13546,1610,4.34E-06,0.25,8438,5453863
143298,70723,4848,0.00160539,0.13,16270058,44576940
4639,43728,4335,0.00108175,0.005,219442,947865
42219,17590,15281,4.34E-06,0.03,3223,8063881
146873,16948,4096,0.00082487,0.13,2053337,9024841
136883,88418,3688,2.09E-05,0.15,252712,48924210
1693,5155,2173,0.00108175,0.005,9443,56030
18699,48425,703,0.00491597,0.01,4451559,340857
93311,38945,2949,0.00013363,0.005,485619,574330
68008,40521,8481,1.65E-05,0.17,45498,58425532
95376,27144,9785,0.00031941,0.03,826922,7968632
94045,5944,1269,0.00015297,0.2,85517,1509887
11733,70371,30290,0.02533638,0.01,20920587,21315793
73981,37497,2735,0.00952101,0.3,26412758,30777813
128869,43261,7467,0.00860544,0.01,47976429,3230482
38987,30185,3679,0.00034241,0.3,402965,33322215
92227,20194,22355,0.02533638,0.1,47188558,45145256
148895,45350,634,0.00018467,0.15,1246981,4316473
70250,42482,2586,0.00013363,0.17,398804,18681476
146127,28405,8828,0.00041097,0.13,1705861,32600395
13816,29838,13518,2.09E-05,0.17,8607,68572470
26969,62732,1939,0.00296184,0.01,5011134,1216889
26744,1581,13105,0.00013363,0.25,5650,5180259
19310,32092,4493,0.00047003,0.07,291296,10094860
28419,12858,17572,0.02533638,0.15,9258599,33893496
8321,19242,9441,0.00015297,0.07,24495,12716959
132500,76106,7820,0.00296184,0.03,29867528,17855079
92607,8190,22021,0.00491597,0.23,3728541,41481377
137180,72775,5799,0.00163948,5.00E-04,16367570,211020
23528,10393,30018,4.64E-06,0.13,1134,40560920
58333,49646,9118,2.09E-05,0.03,60469,13581549
49911,90556,2771,0.00952101,0.25,43032938,62751080
9886,3998,29265,0.00082185,0.27,32491,31596632
51730,68549,12555,0.00082282,5.00E-04,2917833,430348
116658,14762,6508,0.02533638,0.2,43634131,19216504
95763,6727,14587,0.00108175,0.13,696935,12758371
63808,1099,30837,2.09E-05,0.15,1464,5084575
149746,21433,9158,0.00108175,0.3,3471955,58888018
51861,52326,4644,0.00952101,0.15,25837645,36453065
5184,53933,20811,0.00034241,0.005,95742,5612132
102829,11521,10587,0.00015297,0.15,181227,18296593
53447,62436,8616,0.00034241,0.03,1142648,16139334
41745,6068,24559,0.00860544,0.15,2180091,22356586
82499,35018,5667,0.00047003,0.2,1357902,39693041
97590,22358,17239,0.00015297,0.07,333782,26981509
103621,59061,2129,0.00108175,0.27,6620397,33957744
10130,9293,5829,0.00082282,0.27,77465,14626670
10367,9551,18793,0.00952101,0.15,942829,26925308
123983,37364,4589,0.00163948,0.3,7594980,51450480
137299,44273,7509,8.43E-05,0.15,512371,49872560
108382,19188,2149,0.00082185,0.1,1709244,4125594
1654,53203,3930,0.00160539,0.13,141283,27186473
85452,23140,8243,0.02533638,0.25,50099717,47687390
41636,3363,19334,0.02533638,0.23,3548445,14958443
101453,73121,11886,0.00108175,0.005,8024879,4345758
45970,37185,4037,4.34E-06,0.27,7419,40535705
95850,9359,17810,0.00082185,0.001,737299,166702
45173,3313,18393,2.09E-05,0.3,3125,18284513
45414,95363,13348,0.00034241,0.05,1482951,63648708
30056,81614,21589,0.00013363,0.005,327793,8810225
25347,78,40768,0.02533638,0.23,50571,738370
121594,72146,4606,0.00160539,0.01,14083491,3323276
82855,33740,10216,0.00082185,0.15,2297566,51706031
7485,17956,7923,0.00491597,0.15,660759,21340504
106594,26024,17591,0.00015297,0.05,424355,22891355
14672,46295,3013,0.00160539,0.15,1090470,20927855
66420,5294,7020,0.00041097,5.00E-04,144525,18584
6299,6349,24148,0.00370564,0.03,148214,4599763
39797,26851,14326,0.00082282,0.05,879293,19234934
75465,10128,21590,0.00013363,0.01,102141,2186841
134755,97983,647,0.00182521,0.17,24099766,10787545
42757,88094,15540,0.00491597,0.05,18516790,68449424
118397,99049,290,0.00047003,0.01,5512101,287442
114356,66547,7246,0.00163948,0.001,12476700,482262
74966,72180,4118,0.00082282,0.1,4452426,29730595
134776,12136,12423,0.00015297,0.13,250217,19600802
24195,63312,2571,0.00163948,0.13,2511505,21167107
34601,35174,7508,0.02533638,0.03,30836582,7922872
119075,51628,7711,0.00163948,0.17,10079081,67680467
57100,75136,22004,0.00015297,0.01,656286,16533657
27134,83097,20677,0.00034241,0.001,772059,1718266
75864,6985,13550,0.00082487,0.17,437135,16091254
5383,9409,16907,0.00041097,0.05,20818,7954142
70740,81141,20105,0.00082487,0.005,4734746,8157106
50984,6955,6593,0.00952101,0.25,3376591,11465835
58938,9286,2677,0.00182521,0.3,998977,7459107
16079,4221,9565,0.01084252,5.00E-04,735962,20189
107080,11770,10628,0.00082185,0.27,1035815,33775556
137894,84413,3959,0.00160539,0.15,18686935,50135990
6296,27921,2587,0.00108175,0.15,190173,10836606
42217,50413,1036,0.00163948,0.15,3489306,7841472
1549,87954,915,0.00013363,0.1,18207,8048554
39134,79508,6086,0.00163948,0.1,5101255,48390558
2458,95300,13207,0.00491597,0.001,1151597,1258703
111250,64883,7383,8.43E-05,0.07,608430,33536396
3019,69611,15249,0.00082282,0.03,172933,31846889
28339,6426,2539,0.00108175,0.17,197010,2774884
9461,37233,9103,0.00019487,0.01,68646,3389373
138594,98837,1659,4.64E-06,0.01,63560,1640407
83629,31686,19312,0.00952101,0.05,25229653,30597128
113394,43596,13464,2.09E-05,0.001,103223,587023
53976,14387,18363,0.00370564,0.001,2877728,264211
20535,3992,33319,2.48E-05,0.001,2035,133020
88375,2330,1933,0.02533638,0.03,5218460,135182
120216,14838,8712,0.00018467,0.13,329427,16806491
126517,6220,3040,0.00078778,0.15,619940,2837136
7660,4174,38087,0.00015297,0.03,4891,4770007
123862,63822,11158,0.00056263,0.07,4447695,49852900
137073,46646,1509,0.00078778,0.13,5037045,9150787
59591,9031,31028,4.64E-06,0.005,2497,1401210
112397,38529,14076,0.00370564,5.00E-04,16047902,271186
64593,16577,7264,4.64E-06,0.27,4968,32516559
126064,44061,13893,0.00160539,0.07,8917230,42850726
133822,79115,1186,0.00019487,5.00E-04,2063165,46916
75477,14851,624,0.00108175,0.001,1212629,9276
82426,72439,2677,0.00108175,0.03,6459036,5819181
5150,26017,8724,0.00041097,0.3,55075,68098893
86289,14409,13250,0.01084252,0.15,13481732,28640420
41398,7856,32472,0.00108175,0.17,351844,43371541
97351,9904,327,0.00160539,0.27,1547933,875308
15077,15303,29797,0.00056263,0.13,129813,59279384
76087,43716,1790,0.00491597,0.17,16351916,13307967
49535,39996,24240,0.00160539,0.05,3180697,48476648
36554,91316,667,0.01084252,0.23,36192888,14028240
51818,16111,29060,0.01084252,0.001,9051880,468202
52979,69406,12774,2.48E-05,0.005,91302,4433323
52450,18153,38737,0.00370564,0.05,3528436,35161686
143205,30114,910,0.00015297,0.3,659685,8229848
41099,63526,1888,0.00082282,0.13,2148307,15594290
4824,23542,11555,0.00182521,0.07,207328,19042970
10728,20138,2057,4.64E-06,0.15,1002,6216061
85135,93115,13462,2.48E-05,0.05,196838,62676996
65662,89451,12167,0.00296184,5.00E-04,17396724,544199
16488,9558,37329,0.00031941,5.00E-04,50342,178406
33575,475,42943,4.34E-06,0.07,69,1428859
98711,3939,7235,0.00952101,0.3,3702677,8551999
100306,70489,886,0.00082282,0.3,5817769,18745492
44098,70054,20298,0.00078778,0.03,2433684,42660589
72419,57339,15448,0.00952101,5.00E-04,39535742,442911
90558,89700,984,0.00108175,0.15,8787190,13246922
5701,73656,4487,0.00108175,0.01,454286,3305681
54363,12340,1352,0.00018467,0.001,123885,16692
123553,58768,2202,0.00952101,0.23,69132366,29776113
86255,33368,469,0.00082185,0.27,2365440,4229082
48693,12865,22031,0.00056263,0.23,352476,65192244
23918,44677,7962,0.00031941,0.17,341334,60477236
836,30311,25895,0.02533638,0.005,642671,3924667
23618,15532,38917,0.00078778,0.07,288995,42312850
125969,3273,11593,0.00015297,0.001,63078,37950
130082,38974,351,4.34E-06,0.15,22003,2053190
101606,54599,16971,0.01084252,5.00E-04,60150654,463306
61131,59175,34737,0.00296184,5.00E-04,10714433,1027797
135135,21599,953,0.00018467,0.07,539027,1441942
16188,76377,6349,4.64E-06,0.001,5737,484971
37522,97631,18206,0.00013363,0.01,489536,17775421
74411,77377,4054,0.00031941,0.1,1839103,31371426
42973,84320,2308,0.00182521,0.17,6613725,33096453
117312,54087,5762,0.00034241,0.03,2172639,9350957
42915,87835,1134,0.00370564,0.2,13968469,19923555
94105,33765,15783,0.00018467,0.13,586781,69280342
10779,55597,4809,2.48E-05,0.03,14880,8021351
61782,7287,7399,0.00082282,0.23,370483,12403761
4741,11022,34428,0.00296184,0.13,154800,49334615
42264,81573,4837,8.43E-05,0.005,290606,1973179
55092,69733,4027,2.48E-05,0.2,95391,56175814
106335,11918,6327,0.00018467,0.001,234052,75422
23883,34726,26609,0.00860544,0.07,7137470,64685267
56146,7735,34585,0.00860544,0.2,3737543,53507328
103835,7072,1285,0.00082282,0.2,604234,1817971
20546,30441,6227,0.00082282,0.2,514636,37913496
145146,67911,5717,0.00108175,0.15,10662978,58245508
18805,15120,32204,4.34E-06,0.13,1234,63303119
6460,42171,5254,0.00047003,0.15,128065,33240212
90137,72459,360,4.64E-06,0.23,30305,6007696
39598,11206,38519,0.00491597,5.00E-04,2181424,215822
31795,5417,21383,4.64E-06,0.25,799,28960137
123200,40647,9697,0.00041097,5.00E-04,2058020,197077
95787,4268,1486,0.00082185,0.1,336060,634707
65459,2092,13623,0.01084252,0.05,1484891,1425084
53703,6030,36019,0.00082282,0.01,266501,2172331
83143,66898,6838,0.00047003,0.005,2614392,2287332
22457,44327,23230,0.02533638,0.03,25221493,30892466
68466,63587,4284,0.00860544,0.07,37464558,19070117
35764,11504,25077,0.00013363,0.07,54981,20194928
46391,18696,40526,0.00160539,0.03,1392496,22731423
8238,5801,40838,0.00013363,0.27,6386,63968334
52351,1618,38205,1.65E-05,0.23,1398,14222960
100778,58391,5886,0.00182521,5.00E-04,10740659,171852
63701,43468,22564,2.48E-05,5.00E-04,68754,490424
54934,57012,35891,0.00078778,0.01,2467318,20462458
113008,54532,6967,0.00082282,0.05,5070719,18997109
52883,47991,23982,0.00034241,0.03,869016,34528947
19876,78618,7480,0.00860544,5.00E-04,13447146,294070
40929,83074,24433,0.00056263,0.03,1913082,60893201
72359,15363,10450,0.00034241,0.27,380654,43348079
20828,9190,49865,0.00034241,0.13,65549,59580608
78956,94657,4333,0.00182521,0.15,13641382,61527898
13589,13951,18971,0.00082487,0.23,156390,60878752
23274,39525,5267,0.00078778,5.00E-04,724698,104097
14471,11042,31485,0.00031941,0.13,51045,45199212
61498,4651,6619,0.00082185,0.03,235108,923701
10172,37968,44018,0.00108175,0.01,417811,16713303
121278,20517,3819,0.00015297,0.15,380649,11755436
61429,3707,12104,0.00082487,0.005,187849,224368
140448,35347,1133,0.00296184,0.03,14704112,1201918
38190,22353,8864,0.00082487,0.17,704190,33686671
9037,29227,507,4.64E-06,0.05,1225,742021
120786,24438,2413,1.65E-05,0.23,48734,13563937
39019,21256,20998,0.00056263,0.01,466659,4463517
74529,5852,22195,4.64E-06,0.15,2023,19485249
135256,2484,11859,0.00491597,0.13,1651773,3829911
105823,31846,7830,0.00296184,0.2,9981855,49877610
38610,29126,1484,0.00160539,0.2,1805408,8647415
40902,7652,24811,0.00015297,0.25,47877,47464788
67317,18899,5421,0.00078778,0.17,1002290,17419801
2395,48021,3183,0.00031941,0.3,36745,45865819
101445,40512,629,0.00160539,0.23,6597855,5865449
35513,5142,20222,0.00015297,0.27,27935,28077202
45129,86997,9641,8.43E-05,0.005,330931,4193872
16885,82707,20156,4.34E-06,0.01,6061,16671070
24117,64634,30009,0.00163948,5.00E-04,2555645,969821
38629,21343,8333,0.00041097,0.15,338832,26679556
48739,35366,17535,0.00491597,0.07,8473815,43412107
24198,95310,17490,0.00082487,5.00E-04,1902471,833522
9505,1613,20834,0.00860544,0.03,131975,1008488
18601,11074,12884,0.00182521,0.25,375994,35673064
93682,46198,22465,0.00182521,5.00E-04,7899461,518923
6175,85235,10598,0.00018467,0.005,97200,4516698
20155,5540,15511,8.43E-05,0.17,9412,14609764
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
