lr,lc,rc,ld,rd,lnnz,rnnz,sp_right_sm_todense,only_sp_smdm,sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
14048,771,13751,0.00860544,0.15,93233,1590754,51,3281,3332,10364,38,8331
109787,84007,12567,0.00082185,0.005,7579868,5278713,7366,287485,294851,39415,5645,673062
12871,12566,48371,0.00078778,0.1,127428,60786423,14210,39145,53355,47300,1546,67548
12971,33483,15175,0.00182521,0.13,792721,66058274,15136,19275,34411,27075,14543,69629
41815,28148,4767,0.02533638,0.3,29821998,40258047,1381,207516,208897,247776,294,718715
115202,59641,6193,0.00160539,0.03,11030405,11082500,5946,212349,218295,97268,1727,466523
50522,8252,10560,0.00296184,0.05,1234850,4357242,260,22221,22481,36522,179,73017
35557,50527,33258,0.02533638,0.005,45519939,8402353,16185,2244357,2260542,174933,7344,7688832
105587,27508,4739,0.00078778,0.07,2288163,9126957,1237,28367,29604,46523,275,74781
125857,42282,11878,0.00108175,0.13,5756540,65294101,15849,242265,258114,279746,2563,490901
128261,9592,15190,0.00034241,0.27,421271,39342141,1546,40058,41604,128722,525,66028
40058,38153,33365,0.00108175,0.005,1653316,6365225,6987,88492,95479,19656,6999,315380
22717,23456,9074,0.00078778,0.27,419776,57471245,1782,30435,32217,34994,450,23537
130451,3348,5445,0.00056263,0.27,245799,4923828,99,8656,8755,25765,54,15951
51667,59315,34324,0.00296184,0.01,9077075,20359700,14624,506844,521468,167222,8568,1645889
35930,18510,43427,0.00108175,0.05,719456,40193270,11389,67415,78804,113626,3888,195502
45392,20350,19204,0.00013363,0.13,123441,50807587,11456,31389,42845,20828,11109,28563
44171,76085,461,0.00296184,0.3,9954267,10531483,165,7240,7405,11527,189,24159
63788,71216,18054,0.00182521,0.03,8291531,38574127,14737,267031,281768,166723,6009,819427
89490,74614,2024,0.00952101,0.001,63574769,151024,195,291891,292086,20373,498,740885
31683,32508,6174,0.00015297,0.17,157556,34122834,7512,4775,12287,9600,1043,9435
2739,78424,15866,0.00018467,0.05,39677,62217421,17247,11033,28280,3192,15765,16014
6103,20251,12405,0.00296184,0.27,366104,67833284,2087,7851,9938,14390,1321,26794
38914,15694,4996,0.01084252,0.3,6622177,23528295,839,50011,50850,73489,424,176390
74994,27738,25355,0.00082185,0.05,1709621,35165355,10071,92243,102314,148103,3416,269087
57597,63238,755,0.00078778,0.3,2869437,14330699,511,3797,4308,9590,158,12643
136659,27940,12162,0.00296184,0.15,11309213,50973075,14022,501174,515196,394792,1743,965549
149955,36504,9381,2.48e-05,0.2,135920,68490979,2745,43214,45959,20717,14898,37097
63775,44774,6798,8.43e-05,0.17,240692,51750197,11544,8215,19759,19747,11264,12405
66980,36237,9185,0.00082487,0.13,2002126,43272073,10028,48177,58205,90976,1462,109094
141073,28126,2326,0.00160539,0.005,6369983,327166,108,52735,52843,5104,121,114109
23140,8628,35039,0.00370564,0.2,739906,60468002,13556,46308,59864,135775,1575,145361
37092,15365,48284,1.65e-05,0.07,9409,51934231,12710,38043,50753,3064,12065,45723
105119,8191,8952,0.00108175,0.15,931427,10999742,651,23168,23819,78388,156,61382
117913,8575,11004,0.00019487,0.15,197035,14154596,847,18374,19221,26809,697,32273
67946,1906,17897,0.02533638,0.2,3281547,6823200,123,87499,87622,181142,83,314589
20418,11968,27891,0.00082185,0.2,200845,66765881,2522,37855,40377,63946,733,38350
30333,14254,14880,0.00041097,0.25,177699,53028812,11407,7381,18788,43953,465,20434
27872,33660,4176,0.00860544,0.3,8073829,42171004,1683,47880,49563,71722,10792,177573
13499,38946,34963,0.00082487,0.005,433667,6808399,7450,40469,47919,7348,7097,105920
38901,3854,43891,0.00108175,0.3,162196,50751830,1889,38007,39896,130032,640,28175
38557,54026,22112,0.00018467,0.03,384695,35840441,12048,44877,56925,19868,10631,49721
84614,4018,3725,0.00160539,0.3,545845,4491306,75,6613,6688,29914,47,14793
44485,16752,5113,0.00018467,0.3,137625,25701076,1032,12345,13377,12894,464,11983
95682,28543,1972,0.00047003,0.23,1283700,12948869,289,5568,5857,23495,162,17927
49881,6891,20796,0.00082487,0.17,283538,24362044,1288,24131,25419,66033,292,46137
62262,12569,11875,0.00108175,0.005,846595,746346,1205,20556,21761,3183,1126,63086
143052,52536,2399,0.00078778,0.07,5920522,8823825,1027,54997,56024,47971,1144,117440
80027,15153,11376,0.00078778,0.2,955350,34478646,1732,35624,37356,109140,636,71745
111901,76334,779,0.00056263,0.23,4805928,13678481,368,10459,10827,22076,326,28108
22104,24818,5378,0.00182521,0.25,1001316,33370838,1490,7720,9210,17757,707,37967
121480,16530,4479,0.00108175,0.23,2172316,17030235,355,29544,29899,84578,176,72429
22778,10815,19643,0.00056263,0.13,138607,27618796,6532,13860,20392,28763,898,26196
16040,39396,27507,0.00952101,0.001,6016511,1083671,6054,235257,241311,11554,5722,881754
4161,12489,19123,0.01084252,0.17,563597,40603716,1656,14011,15667,18523,9420,59470
99144,97504,3991,0.00163948,0.15,15848898,58377287,16805,158802,175607,131483,769,399966
52305,19935,7537,0.00296184,0.17,3088399,25546284,1473,44282,45755,70912,310,127442
66190,3277,16927,0.00082282,0.15,178484,8321213,535,14209,14744,33036,125,28233
51594,92721,20107,0.00296184,0.01,14169019,18644313,14713,477089,491802,128927,10431,1550798
84555,83918,22255,0.00182521,0.03,12951257,56030479,21183,648800,669983,306278,8598,1733734
128577,13435,1547,0.00860544,0.23,14865353,4781979,86,69849,69935,59866,57,154137
89300,62672,2675,0.00370564,0.2,20739217,33537183,1698,152981,154679,126078,874,344275
9399,66337,15140,0.00013363,0.03,83327,30132156,9780,13616,23396,3220,9148,19768
50934,66250,15893,0.00491597,0.03,16588394,31588707,13683,415649,429332,166783,4882,1429942
86717,41736,3127,0.00078778,0.13,2851196,16971095,1149,25575,26724,44749,294,57095
74861,3761,13194,0.00082282,0.13,231685,6451839,454,12848,13302,28764,112,27256
77588,7012,13176,0.00108175,0.17,588548,15707328,299,22254,22553,76503,232,54712
121993,53221,11925,0.00019487,0.005,1265219,3173431,3594,46833,50427,5798,3396,128483
51310,66327,13468,8.43e-05,0.07,286863,62532293,15428,39139,54567,33783,2379,60193
13603,10089,26357,8.43e-05,0.15,11568,39888940,9149,3757,12906,3763,9365,6336
8877,3484,43992,0.00031941,0.3,9881,45990272,1824,19359,21183,8109,376,16409
27624,52458,15862,0.00163948,0.005,2375820,4160472,4588,59642,64230,13549,4786,216479
113491,42518,3849,0.00163948,0.2,7911293,32733423,1719,102140,103859,113186,600,210519
27348,47832,5357,0.00082487,0.17,1079063,43565662,1849,10260,12109,21240,1309,44795
145187,329,915,0.02533638,0.07,1213491,21132,10,3463,3473,4018,6,3525
37622,36955,6996,0.00163948,0.15,2279445,38783402,9338,23146,32484,48353,835,89328
16099,54215,4437,0.00034241,0.17,298866,40895601,9473,5164,14637,7928,1236,10965
13215,37014,43155,0.00370564,0.01,1812736,15973788,10216,113954,124170,46605,8927,432817
65650,18087,19824,0.00491597,0.05,5837537,17929190,6148,198283,204431,176750,1745,630627
108444,591,18014,0.01084252,0.1,694959,1064736,47,32534,32581,66910,35,88239
25990,4298,32818,0.00019487,0.27,21773,38093822,1512,21544,23056,20527,567,26381
45618,54388,7874,0.01084252,0.07,26901567,29979312,2520,330980,333500,141955,1469,1080030
106923,44899,8525,0.01084252,0.15,52052697,57416751,2638,1184739,1187377,712082,734,2760805
57221,61539,20390,0.00182521,0.005,6427228,6274107,7954,214583,222537,48037,5831,705863
32352,73752,28061,0.00163948,0.01,3911935,20695721,13470,174420,187890,75940,11167,594605
53503,57268,1850,0.00860544,0.3,26367431,31798087,1048,72508,73556,107265,559,250221
93935,73922,13905,0.00034241,0.005,2377694,5139488,5690,77431,83121,14305,5891,228101
18107,12950,22537,0.00015297,0.23,35872,67129085,2372,33063,35435,26974,578,9846
111945,49638,6764,0.01084252,0.01,60249528,3357904,13059,1071806,1084865,134543,1499,2551712
23590,50019,790,0.01084252,0.3,12793700,11868472,157,13706,13863,21601,219,51898
46820,35088,10000,0.00056263,0.13,924313,45617340,10143,16832,26975,59092,1098,56663
38268,81011,14807,0.00047003,0.03,1457165,35986213,12288,43058,55346,46217,10797,147897
132093,55926,7122,0.00082282,0.15,6078625,59750458,14623,160321,174944,201807,2035,326035
5039,15645,35277,0.00082282,0.1,64872,55191732,12709,10211,22920,12864,12273,20941
142799,91268,3641,0.00019487,0.2,2539749,66471738,2590,54365,56955,86090,700,72686
66970,42015,17454,0.00034241,0.07,963482,51334084,12650,56459,69109,82683,3591,125932
91534,90483,8372,0.00056263,0.005,4659902,3787658,4711,93334,98045,14965,4827,255064
128372,79220,6917,0.00047003,0.03,4780060,16440271,6180,108521,114701,73866,2560,257517
88618,85186,4158,0.00082282,0.005,6211553,1771071,2949,61762,64711,11797,2667,162813
112303,45995,9913,2.09e-05,0.1,107854,45596748,10469,31746,42215,19662,847,39521
136012,27908,6746,0.00047003,0.3,1784207,56486517,2421,53072,55493,136643,730,91244
35846,61657,3717,0.00031941,0.15,705954,34379891,7653,6199,13852,15624,7676,17634
50356,4068,16876,0.00041097,0.25,84193,17164582,639,11223,11862,24212,672,21847
119923,10303,10249,0.00491597,0.13,6074116,13728464,358,174131,174489,194588,292,407121
20934,24889,3564,0.00160539,0.13,836506,11532585,358,5053,5411,12540,443,17103
132120,96192,6405,1.65e-05,0.05,209826,30806895,7749,27659,35408,6377,7910,35291
10790,12194,40234,0.00018467,0.13,24300,63785073,13931,7522,21453,8820,13596,12896
12772,39884,13684,0.00370564,0.005,1887745,2729065,3181,34251,37432,9068,3096,139591
2722,44253,7025,0.00182521,0.15,219888,46638421,10298,6079,16377,4172,10079,13020
129536,95059,1952,0.00078778,0.17,9700462,31551020,1824,81077,82901,72505,711,141395
65163,9342,6235,0.00082282,0.03,500927,1747705,147,8758,8905,7724,104,22300
59101,62115,32953,0.00860544,0.0005,31591547,1023447,20372,1649608,1669980,33283,13289,5528475
58225,64324,30532,0.00860544,0.03,32230464,58919556,25281,1607057,1632338,435324,9287,5270161
138502,70304,8703,0.00163948,0.03,15964237,18356833,9033,515629,524662,178173,2905,1024345
146306,88028,7276,8.43e-05,0.01,1085579,6405159,3987,31628,35615,8953,4037,80415
14556,57246,26971,0.00370564,0.03,3087915,46321340,16222,119398,135620,61188,13911,478572
67585,15411,9898,0.00108175,0.01,1126733,1525502,1201,22320,23521,8385,1140,68994
32462,15191,13139,0.00163948,0.27,808537,53896833,2225,36464,38689,69020,1537,62002
28228,11045,15236,0.00041097,0.2,128145,33659647,1709,18305,20014,30814,632,9310
29927,62586,11380,0.00182521,0.01,3418698,7122438,4903,57735,62638,24762,4461,222732
71474,69560,20116,0.01084252,0.03,53906672,41978567,23224,1798061,1821285,425777,6622,5826298
89753,32138,1992,0.00041097,0.17,1185455,10883853,561,9925,10486,21734,428,16821
2914,11502,8793,0.00952101,0.07,319125,7080480,337,4703,5040,3388,2212,16147
16321,5681,20462,0.00108175,0.25,100302,29062590,1193,15467,16660,30216,261,14380
52831,44990,2389,0.00952101,0.005,22630667,537523,159,86739,86898,10885,167,285933
74301,63567,7783,0.00056263,0.005,2657414,2473820,3171,40650,43821,9281,3270,128294
13665,51673,35578,0.00296184,0.001,2091471,1838479,8932,110533,119465,5071,8573,420901
94363,5230,18546,0.00082282,0.05,406121,4850452,883,27563,28446,29114,224,63263
8068,7164,27509,0.00056263,0.3,32525,59128652,2295,24973,27268,25835,1189,8501
22323,42565,16360,0.00041097,0.01,390512,6964035,4588,21933,26521,4748,4253,50508
114172,84698,4706,0.00031941,0.13,3088770,51822721,12442,38351,50793,93321,1416,108783
116600,39982,10365,2.48e-05,0.13,115757,53874609,12414,38206,50620,13211,11856,33881
5833,13106,13574,0.00078778,0.23,60230,40921165,1690,3561,5251,8375,943,7691
44532,42425,24016,0.00082282,0.01,1554564,10188931,6791,67842,74633,28841,6738,225478
37478,44058,20620,0.00163948,0.05,2707214,45424658,13670,100540,114210,119852,4477,331238
74690,89120,1325,0.00952101,0.3,63375803,35445931,1300,137558,138858,203002,642,447124
92588,76143,8287,0.00370564,0.01,26124739,6310421,8749,512561,521310,103475,2851,1310437
149323,67547,4282,0.00015297,0.1,1542930,28927304,7053,33172,40225,51931,1194,67247
43685,44183,21364,0.00296184,0.03,5716843,28319082,10545,204657,215202,127256,4484,672265
127324,14202,12459,0.00108175,0.3,1956124,53085074,2047,80885,82932,261416,380,182014
13357,3737,49963,0.00041097,0.17,20517,31744729,1790,14607,16397,16756,758,17526
40002,981,44624,0.00056263,0.2,22081,8756289,201,15660,15861,11449,142,23190
74291,80848,3239,0.00163948,0.1,9847228,26190280,8313,55070,63383,61738,500,174479
23746,25972,7874,0.00296184,0.23,1826750,47039032,1579,18345,19924,38865,11419,76768
74610,26810,14303,0.00296184,0.17,5924737,65191887,2699,166760,169459,250366,1918,461229
138930,71018,4653,0.00370564,0.13,36562006,42958652,2201,622152,624353,312380,653,1263741
71338,23827,8242,0.00108175,0.15,1838785,29459093,1739,34787,36526,85032,741,88034
47798,3110,28586,0.00056263,0.17,83652,15116762,919,16108,17027,29873,192,28600
23814,1018,48086,0.00952101,0.13,231013,6369073,196,21208,21404,71143,109,64140
53770,47912,3867,8.43e-05,0.15,217151,27796657,1692,13154,14846,8598,462,17446
103121,54679,7164,0.00031941,0.005,1801054,1958861,2454,32653,35107,4691,2348,94388
100244,35635,8152,0.01084252,0.2,38732330,58104573,2251,789260,791511,681170,598,1925470
147051,82507,5608,1.65e-05,0.1,200313,46271228,10604,27321,37925,10300,10416,29439
8779,36647,6390,0.00019487,0.15,62700,35131012,8105,3545,11650,3898,7785,5373
122482,19786,12730,1.65e-05,0.17,40012,42820136,9551,23186,32737,7018,1268,25289
130037,81420,4458,2.09e-05,0.13,221070,47194872,10580,25416,35996,21363,706,23193
94620,16968,5258,0.00034241,0.17,549754,15167798,335,11853,12188,32546,928,27107
19520,28939,5171,0.00013363,0.15,75487,22446812,1420,3042,4462,3942,5323,4895
94987,12224,14802,0.00078778,0.13,914710,23522693,1656,39403,41059,113319,370,96480
53738,26467,4506,0.00182521,0.27,2595988,32206345,1309,28603,29912,52861,369,63169
128013,44114,3058,0.00952101,0.23,53767513,31027824,1397,484021,485418,375175,284,1085258
142896,21726,14369,0.00047003,0.05,1459268,15609663,4427,63778,68205,81302,1489,165848
108531,26544,12907,0.00082185,0.2,2367652,68524091,2710,102581,105291,214764,1738,211002
94993,26394,10190,0.00019487,0.05,488607,13449176,3815,21626,25441,21101,883,48352
79009,20012,10703,0.00015297,0.3,241869,64258202,1804,22334,24138,58486,450,25375
69415,51475,23755,0.00952101,0.01,34020846,12228430,13982,1286378,1300360,241296,5384,4319073
142708,11407,11904,0.00031941,0.25,519997,33950284,1329,33190,34519,117107,455,64221
51481,96219,1803,0.00082487,0.07,4086061,12147185,1592,12730,14322,13930,4313,42970
18541,84938,8146,0.02533638,0.01,39902020,6919739,11268,442788,454056,34302,10770,1689405
84371,56043,3237,0.00082487,0.17,3900416,30847285,1746,42960,44706,58925,672,78255
32378,42098,3830,0.00015297,0.27,208509,43537357,1640,3763,5403,11394,9651,7860
113859,37739,2201,0.00108175,0.2,4648226,16613321,344,32563,32907,50078,184,71111
64485,38227,14351,0.00082185,0.05,2025966,27432188,7857,58378,66235,97947,2651,178492
60940,91826,10362,0.00860544,0.001,48156018,951548,11803,766855,778658,28478,11396,2651189
53164,5448,23888,0.02533638,0.17,7339671,22128929,1177,269041,270218,305291,267,915853
101778,89470,6498,0.00047003,0.1,4280134,58141927,14797,70135,84932,127198,2877,195293
77291,3698,16712,0.02533638,0.05,7242093,3090220,180,195461,195641,158371,120,650920
111385,753,14947,0.01084252,0.17,909650,1913960,62,32770,32832,107097,37,92391
109458,88928,14145,2.48e-05,0.01,241692,12579474,7616,39850,47466,3036,7988,57506
107587,53799,3145,0.00108175,0.25,6261286,42301711,1694,72188,73882,79405,634,135941
33148,22849,33330,0.00047003,0.07,356008,53309296,13167,45412,58579,62160,2946,98308
74870,36072,27484,0.00082282,0.07,2222250,69401615,17391,136261,153652,251642,4829,385302
123079,89487,5142,0.00491597,0.15,54145161,69023104,3114,915382,918496,501432,900,1908941
47933,76601,10278,0.00056263,0.005,2065877,3936721,4378,41818,46196,9540,4355,131046
26698,40091,6699,0.00034241,0.07,366502,18800739,4836,6925,11761,11139,4735,18262
22032,31720,9581,2.48e-05,0.15,17353,45587985,2085,17398,19483,3014,10495,5543
42186,10950,14594,0.02533638,0.27,11704800,43152468,1776,265798,267574,321890,332,885146
119630,45305,2454,0.01084252,0.25,58765872,27799424,1077,398561,399638,347977,235,926049
93688,68661,1699,0.00491597,0.03,31623603,3500534,267,132079,132346,32200,557,340475
110718,29280,11136,0.00082487,0.15,2674171,48911206,11571,83429,95000,187367,1648,208696
15680,14140,18518,0.01084252,0.1,2404173,26186650,6754,52143,58897,59118,504,235629
126581,9573,4946,0.00013363,0.23,161935,10891312,323,8255,8578,15433,256,13981
54009,46386,5420,2.48e-05,0.17,62206,42742862,1887,19541,21428,4817,1302,15804
131999,47960,2813,0.00491597,0.13,31122087,17541515,1307,297009,298316,156862,438,601440
129193,32001,2580,0.00160539,0.005,6637235,412842,128,56737,56865,7359,258,125325
102345,57425,700,0.00082282,0.15,4835921,6030907,237,8759,8996,12687,106,25350
147234,74227,1712,0.00013363,0.2,1460409,25420363,1275,17746,19021,32416,408,21034
82840,10157,19741,0.00082185,0.05,691514,10025733,1758,36722,38480,50175,1855,96264
96949,81327,14697,0.00160539,0.0005,12657865,597650,7227,462071,469298,5323,7220,1175127
17885,32715,8291,0.01084252,0.25,6344550,67818889,16266,70504,86770,91338,1424,270277
44105,91489,3582,0.00015297,0.13,617263,42614526,9924,7769,17693,14744,9462,17186
95374,20504,8198,2.09e-05,0.17,40832,28578981,1748,16632,18380,4380,9944,16582
71664,10810,29819,8.43e-05,0.2,65301,64471618,14107,33977,48084,48612,659,50731
29238,38008,8068,0.00082282,0.05,914412,15333951,4305,18878,23183,25322,4295,50713
109992,20548,3259,0.00108175,0.05,2444972,3349236,606,21074,21680,25015,874,55835
126403,24422,11234,0.00491597,0.0005,15176022,137190,3631,520835,524466,3897,4987,1177499
82427,71610,25398,0.00160539,0.01,9476046,18187884,13193,485394,498587,152433,8105,1394670
