lr,lc,rc,ld,rd,lnnz,rnnz,sp_right_sm_todense,only_sp_smdm,sp_smdm,bz_smsm,bz_right_sm_todense,bz_smdm
26551,1524,12511,0.00163948,0.15,66361,2861140,73,4015,4088,7907,52,7948
72801,50658,5087,0.00952101,0.1,35113312,25772572,1535,305298,306833,188873,487,925619
35836,24232,6056,0.00082185,0.03,713690,4402905,1758,9135,10893,9759,240,27855
15715,40226,9712,0.02533638,0.0005,16017199,195342,4237,212364,216601,3759,4168,805191
108337,9776,17332,0.00034241,0.23,362662,38973167,1667,38343,40010,112551,632,64162
84940,4229,2206,0.01084252,0.17,3895117,1586119,47,17821,17868,30711,34,48996
17759,43288,7453,0.00860544,0.05,6615729,16133031,5909,65941,71850,25215,5379,259192
110908,9919,2423,0.00034241,0.17,376693,4086753,88,4567,4655,12555,61,9649
51879,20800,7173,0.00082487,0.17,890141,25365116,1497,18396,19893,47865,518,39058
26689,24945,10348,0.00082282,0.13,547816,33558389,7775,10804,18579,33941,539,35540
108206,17348,17904,1.65e-05,0.15,30993,46592178,10593,32045,42638,7177,1598,30245
108780,87037,3489,0.00078778,0.005,7458617,1518731,2891,77276,80167,13113,2935,183227
37091,39964,23441,0.00160539,0.05,2379772,46842246,12489,98055,110544,122772,4469,326827
64727,24398,9444,0.00041097,0.3,649017,69131561,2115,46482,48597,71921,1144,41937
121529,30410,5983,0.00370564,0.23,13695378,41849822,1687,267728,269415,285551,381,561753
3304,87024,2203,0.00370564,0.13,1065607,24929437,1744,5461,7205,3806,410,15866
101773,66197,4228,4.64e-06,0.25,31260,69978179,15479,4685,20164,3407,577,28617
104640,11798,5374,0.00082282,0.01,1015889,634117,118,14449,14567,3600,138,40014
8770,83468,22375,0.00952101,0.001,6969995,1867678,9577,209253,218830,10412,9317,816333
133909,29650,11143,0.00952101,0.17,37802616,56171555,2451,1303947,1306398,816153,1678,2803943
112053,84912,15214,0.00078778,0.005,7495561,6459476,8306,331366,339672,45948,6352,793643
104040,52796,11297,1.65e-05,0.1,90689,59646665,13834,40079,53913,9198,13673,34151
19752,5998,36986,0.00031941,0.13,37848,28844166,6563,14359,20922,17687,433,21553
88263,89988,2534,0.00078778,0.23,6257109,52448941,1801,58639,60440,59596,1186,111238
147930,31432,996,0.00031941,0.07,1485205,2193518,303,5399,5702,9109,219,13536
